PLAYER_URL,PLAYER,TEAM_URL,TEAM,AFFILIATION,YEAR,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK
https://www.nba.com/player/204002/,Edy Tavares,https://www.nba.com/team/1610612737/traditional/,Atlanta Hawks,CB Gran Canaria (Spain),2014,2,13,43
https://www.nba.com/player/203900/,Markel Brown,https://www.nba.com/team/1610612750/traditional/,Minnesota Timberwolves,Oklahoma State,2014,2,14,44
https://www.nba.com/player/203939/,Dwight Powell,https://www.nba.com/team/1610612766/traditional/,Charlotte Hornets,Stanford,2014,2,15,45
https://www.nba.com/player/203903/,Jordan Clarkson,https://www.nba.com/team/1610612764/traditional/,Washington Wizards,Missouri,2014,2,16,46
https://www.nba.com/player/203893/,Russ Smith,https://www.nba.com/team/1610612755/traditional/,Philadelphia 76ers,Louisville,2014,2,17,47
https://www.nba.com/player/203934/,Lamar Patterson,https://www.nba.com/team/1610612749/traditional/,Milwaukee Bucks,Pittsburgh,2014,2,18,48
https://www.nba.com/player/203946/,Cameron Bairstow,https://www.nba.com/team/1610612741/traditional/,Chicago Bulls,New Mexico,2014,2,19,49
https://www.nba.com/player/203938/,Alec Brown,https://www.nba.com/team/1610612756/traditional/,Phoenix Suns,Wisconsin-Green Bay,2014,2,20,50
https://www.nba.com/player/203648/,Thanasis Antetokounmpo,https://www.nba.com/team/1610612752/traditional/,New York Knicks,Delaware 87ers (D-League),2014,2,21,51
https://www.nba.com/player/203995/,Vasilije Micic,https://www.nba.com/team/1610612755/traditional/,Philadelphia 76ers,KK Mega Leks (Serbia),2014,2,22,52
https://www.nba.com/player/203993/,Alessandro Gentile,https://www.nba.com/team/1610612750/traditional/,Minnesota Timberwolves,Olimpia Milano (Italy),2014,2,23,53
https://www.nba.com/player/204009/,Nemanja Dangubic,https://www.nba.com/team/1610612755/traditional/,Philadelphia 76ers,KK Mega Leks (Serbia),2014,2,24,54
https://www.nba.com/player/203902/,Semaj Christon,https://www.nba.com/team/1610612748/traditional/,Miami Heat,Xavier,2014,2,25,55
https://www.nba.com/player/203906/,Devyn Marble,https://www.nba.com/team/1610612743/traditional/,Denver Nuggets,Iowa,2014,2,26,56
https://www.nba.com/player/204010/,Louis Labeyrie,https://www.nba.com/team/1610612754/traditional/,Indiana Pacers,Paris-Levallois Basket (France),2014,2,27,57
https://www.nba.com/player/203895/,Jordan McRae,https://www.nba.com/team/1610612759/traditional/,San Antonio Spurs,Tennessee,2014,2,28,58
https://www.nba.com/player/203904/,Xavier Thames,https://www.nba.com/team/1610612761/traditional/,Toronto Raptors,San Diego State,2014,2,29,59
https://www.nba.com/player/203928/,Cory Jefferson,https://www.nba.com/team/1610612759/traditional/,San Antonio Spurs,Baylor,2014,2,30,60
