PLAYER_URL,PLAYER,TEAM_URL,TEAM,AFFILIATION,YEAR,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK
https://www.nba.com/player/1628365/,Markelle Fultz,https://www.nba.com/team/1610612755/traditional/,Philadelphia 76ers,Washington,2017,1,1,1
https://www.nba.com/player/1628366/,Lonzo Ball,https://www.nba.com/team/1610612747/traditional/,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
https://www.nba.com/player/1628369/,Jayson Tatum,https://www.nba.com/team/1610612738/traditional/,Boston Celtics,Duke,2017,1,3,3
https://www.nba.com/player/1628367/,Josh Jackson,https://www.nba.com/team/1610612756/traditional/,Phoenix Suns,Kansas,2017,1,4,4
https://www.nba.com/player/1628368/,De'Aaron Fox,https://www.nba.com/team/1610612758/traditional/,Sacramento Kings,Kentucky,2017,1,5,5
https://www.nba.com/player/1628371/,Jonathan Isaac,https://www.nba.com/team/1610612753/traditional/,Orlando Magic,Florida State,2017,1,6,6
https://www.nba.com/player/1628374/,Lauri Markkanen,https://www.nba.com/team/1610612750/traditional/,Minnesota Timberwolves,Arizona,2017,1,7,7
https://www.nba.com/player/1628373/,Frank Ntilikina,https://www.nba.com/team/1610612752/traditional/,New York Knicks,SIG Strasbourg (France),2017,1,8,8
https://www.nba.com/player/1628372/,Dennis Smith Jr.,https://www.nba.com/team/1610612742/traditional/,Dallas Mavericks,North Carolina State,2017,1,9,9
https://www.nba.com/player/1628380/,Zach Collins,https://www.nba.com/team/1610612758/traditional/,Sacramento Kings,Gonzaga,2017,1,10,10
https://www.nba.com/player/1628370/,Malik Monk,https://www.nba.com/team/1610612766/traditional/,Charlotte Hornets,Kentucky,2017,1,11,11
https://www.nba.com/player/1628379/,Luke Kennard,https://www.nba.com/team/1610612765/traditional/,Detroit Pistons,Duke,2017,1,12,12
https://www.nba.com/player/1628378/,Donovan Mitchell,https://www.nba.com/team/1610612743/traditional/,Denver Nuggets,Louisville,2017,1,13,13
https://www.nba.com/player/1628389/,Bam Adebayo,https://www.nba.com/team/1610612748/traditional/,Miami Heat,Kentucky,2017,1,14,14
https://www.nba.com/player/1628382/,Justin Jackson,https://www.nba.com/team/1610612757/traditional/,Portland Trail Blazers,North Carolina,2017,1,15,15
https://www.nba.com/player/1628383/,Justin Patton,https://www.nba.com/team/1610612741/traditional/,Chicago Bulls,Creighton,2017,1,16,16
https://www.nba.com/player/1628391/,D.J. Wilson,https://www.nba.com/team/1610612749/traditional/,Milwaukee Bucks,Michigan,2017,1,17,17
https://www.nba.com/player/1628388/,TJ Leaf,https://www.nba.com/team/1610612754/traditional/,Indiana Pacers,California-Los Angeles,2017,1,18,18
