PLAYER_URL,PLAYER,TEAM_URL,TEAM,AFFILIATION,YEAR,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK
https://www.nba.com/player/203076/,Anthony Davis,https://www.nba.com/team/1610612740/traditional/,New Orleans Hornets,Kentucky,2012,1,1,1
https://www.nba.com/player/203077/,Michael Kidd-Gilchrist,https://www.nba.com/team/1610612766/traditional/,Charlotte Bobcats,Kentucky,2012,1,2,2
https://www.nba.com/player/203078/,Bradley Beal,https://www.nba.com/team/1610612764/traditional/,Washington Wizards,Florida,2012,1,3,3
https://www.nba.com/player/203079/,Dion Waiters,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Syracuse,2012,1,4,4
https://www.nba.com/player/203080/,Thomas Robinson,https://www.nba.com/team/1610612758/traditional/,Sacramento Kings,Kansas,2012,1,5,5
https://www.nba.com/player/203081/,Damian Lillard,https://www.nba.com/team/1610612757/traditional/,Portland Trail Blazers,Weber State,2012,1,6,6
https://www.nba.com/player/203084/,Harrison Barnes,https://www.nba.com/team/1610612744/traditional/,Golden State Warriors,North Carolina,2012,1,7,7
https://www.nba.com/player/203082/,Terrence Ross,https://www.nba.com/team/1610612761/traditional/,Toronto Raptors,Washington,2012,1,8,8
https://www.nba.com/player/203083/,Andre Drummond,https://www.nba.com/team/1610612765/traditional/,Detroit Pistons,Connecticut,2012,1,9,9
https://www.nba.com/player/203085/,Austin Rivers,https://www.nba.com/team/1610612740/traditional/,New Orleans Hornets,Duke,2012,1,10,10
https://www.nba.com/player/203086/,Meyers Leonard,https://www.nba.com/team/1610612757/traditional/,Portland Trail Blazers,Illinois,2012,1,11,11
https://www.nba.com/player/203087/,Jeremy Lamb,https://www.nba.com/team/1610612745/traditional/,Houston Rockets,Connecticut,2012,1,12,12
https://www.nba.com/player/203088/,Kendall Marshall,https://www.nba.com/team/1610612756/traditional/,Phoenix Suns,North Carolina,2012,1,13,13
https://www.nba.com/player/203089/,John Henson,https://www.nba.com/team/1610612749/traditional/,Milwaukee Bucks,North Carolina,2012,1,14,14
https://www.nba.com/player/203090/,Maurice Harkless,https://www.nba.com/team/1610612755/traditional/,Philadelphia 76ers,St. John's (NY),2012,1,15,15
https://www.nba.com/player/203091/,Royce White,https://www.nba.com/team/1610612745/traditional/,Houston Rockets,Iowa State,2012,1,16,16
https://www.nba.com/player/203092/,Tyler Zeller,https://www.nba.com/team/1610612742/traditional/,Dallas Mavericks,North Carolina,2012,1,17,17
https://www.nba.com/player/203093/,Terrence Jones,https://www.nba.com/team/1610612745/traditional/,Houston Rockets,Kentucky,2012,1,18,18
https://www.nba.com/player/203094/,Andrew Nicholson,https://www.nba.com/team/1610612753/traditional/,Orlando Magic,St. Bonaventure,2012,1,19,19
https://www.nba.com/player/203095/,Evan Fournier,https://www.nba.com/team/1610612743/traditional/,Denver Nuggets,Poitiers Basket 86 (France),2012,1,20,20
https://www.nba.com/player/203096/,Jared Sullinger,https://www.nba.com/team/1610612738/traditional/,Boston Celtics,Ohio State,2012,1,21,21
https://www.nba.com/player/203097/,Fab Melo,https://www.nba.com/team/1610612738/traditional/,Boston Celtics,Syracuse,2012,1,22,22
https://www.nba.com/player/203098/,John Jenkins,https://www.nba.com/team/1610612737/traditional/,Atlanta Hawks,Vanderbilt,2012,1,23,23
https://www.nba.com/player/203099/,Jared Cunningham,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Oregon State,2012,1,24,24
https://www.nba.com/player/203100/,Tony Wroten,https://www.nba.com/team/1610612763/traditional/,Memphis Grizzlies,Washington,2012,1,25,25
https://www.nba.com/player/203101/,Miles Plumlee,https://www.nba.com/team/1610612754/traditional/,Indiana Pacers,Duke,2012,1,26,26
https://www.nba.com/player/203102/,Arnett Moultrie,https://www.nba.com/team/1610612748/traditional/,Miami Heat,Mississippi State,2012,1,27,27
https://www.nba.com/player/203103/,Perry Jones III,https://www.nba.com/team/1610612760/traditional/,Oklahoma City Thunder,Baylor,2012,1,28,28
https://www.nba.com/player/203104/,Marquis Teague,https://www.nba.com/team/1610612741/traditional/,Chicago Bulls,Kentucky,2012,1,29,29
https://www.nba.com/player/203105/,Festus Ezeli,https://www.nba.com/team/1610612744/traditional/,Golden State Warriors,Vanderbilt,2012,1,30,30
https://www.nba.com/player/203106/,Jeffery Taylor,https://www.nba.com/team/1610612766/traditional/,Charlotte Bobcats,Vanderbilt,2012,2,1,31
https://www.nba.com/player/203107/,Tomas Satoransky,https://www.nba.com/team/1610612764/traditional/,Washington Wizards,CB Sevilla (Spain),2012,2,2,32
https://www.nba.com/player/203108/,Bernard James,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Florida State,2012,2,3,33
https://www.nba.com/player/203109/,Jae Crowder,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Marquette,2012,2,4,34
https://www.nba.com/player/203110/,Draymond Green,https://www.nba.com/team/1610612744/traditional/,Golden State Warriors,Michigan State,2012,2,5,35
https://www.nba.com/player/203111/,Orlando Johnson,https://www.nba.com/team/1610612758/traditional/,Sacramento Kings,California-Santa Barbara,2012,2,6,36
https://www.nba.com/player/203112/,Quincy Acy,https://www.nba.com/team/1610612761/traditional/,Toronto Raptors,Baylor,2012,2,7,37
https://www.nba.com/player/203113/,Quincy Miller,https://www.nba.com/team/1610612743/traditional/,Denver Nuggets,Baylor,2012,2,8,38
https://www.nba.com/player/203114/,Khris Middleton,https://www.nba.com/team/1610612765/traditional/,Detroit Pistons,Texas A&M,2012,2,9,39
