PLAYER_URL,PLAYER,TEAM_URL,TEAM,AFFILIATION,YEAR,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK
https://www.nba.com/player/203461/,Anthony Bennett,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Nevada-Las Vegas,2013,1,1,1
https://www.nba.com/player/203506/,Victor Oladipo,https://www.nba.com/team/1610612753/traditional/,Orlando Magic,Indiana,2013,1,2,2
https://www.nba.com/player/203490/,Otto Porter Jr.,https://www.nba.com/team/1610612764/traditional/,Washington Wizards,Georgetown,2013,1,3,3
https://www.nba.com/player/203469/,Cody Zeller,https://www.nba.com/team/1610612766/traditional/,Charlotte Bobcats,Indiana,2013,1,4,4
https://www.nba.com/player/203458/,Alex Len,https://www.nba.com/team/1610612756/traditional/,Phoenix Suns,Maryland,2013,1,5,5
https://www.nba.com/player/203457/,Nerlens Noel,https://www.nba.com/team/1610612740/traditional/,New Orleans Pelicans,Kentucky,2013,1,6,6
https://www.nba.com/player/203463/,Ben McLemore,https://www.nba.com/team/1610612758/traditional/,Sacramento Kings,Kansas,2013,1,7,7
https://www.nba.com/player/203484/,Kentavious Caldwell-Pope,https://www.nba.com/team/1610612765/traditional/,Detroit Pistons,Georgia,2013,1,8,8
https://www.nba.com/player/203504/,Trey Burke,https://www.nba.com/team/1610612750/traditional/,Minnesota Timberwolves,Michigan,2013,1,9,9
https://www.nba.com/player/203468/,CJ McCollum,https://www.nba.com/team/1610612757/traditional/,Portland Trail Blazers,Lehigh,2013,1,10,10
https://www.nba.com/player/203487/,Michael Carter-Williams,https://www.nba.com/team/1610612755/traditional/,Philadelphia 76ers,Syracuse,2013,1,11,11
https://www.nba.com/player/203500/,Steven Adams,https://www.nba.com/team/1610612760/traditional/,Oklahoma City Thunder,Pittsburgh,2013,1,12,12
https://www.nba.com/player/203482/,Kelly Olynyk,https://www.nba.com/team/1610612742/traditional/,Dallas Mavericks,Gonzaga,2013,1,13,13
https://www.nba.com/player/203498/,Shabazz Muhammad,https://www.nba.com/team/1610612762/traditional/,Utah Jazz,California-Los Angeles,2013,1,14,14
https://www.nba.com/player/203507/,Giannis Antetokounmpo,https://www.nba.com/team/1610612749/traditional/,Milwaukee Bucks,Basket Zaragoza 2002 (Spain),2013,1,15,15
https://www.nba.com/player/203512/,Lucas Nogueira,https://www.nba.com/team/1610612738/traditional/,Boston Celtics,CB Estudiantes (Spain),2013,1,16,16
https://www.nba.com/player/203471/,Dennis Schroder,https://www.nba.com/team/1610612737/traditional/,Atlanta Hawks,Basketball Lowen Braunschweig (Germany),2013,1,17,17
https://www.nba.com/player/203499/,Shane Larkin,https://www.nba.com/team/1610612737/traditional/,Atlanta Hawks,Miami (FL),2013,1,18,18
https://www.nba.com/player/203508/,Sergey Karasev,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,B.C. Zenit Saint Petersburg (Russia),2013,1,19,19
