RSCI,Name_URL,URL,Player,URL2,college_nan,URL3,College,from,to,WS,m1,m2,m3,m4,m5,m6
84,Jaquan Lyle (college),https://www.sports-reference.com/cbb/players/jaquan-lyle-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,,,48,,,54
85,Ed Morrow (college),https://www.sports-reference.com/cbb/players/edward-morrow-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=nebraska,Nebraska,,,,54,53,,,,
T85,Admon Gilder (college),https://www.sports-reference.com/cbb/players/admon-gilder-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,,,,94,68,,65,96,87
87,Haanif Cheatham (college),https://www.sports-reference.com/cbb/players/haanif-cheatham-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,93,85,95,76,98,65
88,Trevor Manuel (college),https://www.sports-reference.com/cbb/players/trevor-manual-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,,,,,,,52,60,
89,Shake Milton (college),https://www.basketball-reference.com/players/m/miltosh01.html,Shake Milton,https://www.sports-reference.com/cbb/players/malik-milton-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=smethodist,SMU,2019,2020,2.4,,79,100,66,94,88
90,Kenny Williams (college),https://www.sports-reference.com/cbb/players/kenny-williams-3.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,85,84,,89,74,
91,Tres Tinkle (college),https://www.sports-reference.com/cbb/players/tres-tinkle-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregonst,Oregon State,,,,80,91,88,93,,83
92,Keith Stone (college),https://www.sports-reference.com/cbb/players/keith-stone-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,,,,,82,71,94,93,
93,Marcus Derrickson (college),https://www.basketball-reference.com/players/d/derrima01.html,Marcus Derrickson,https://www.sports-reference.com/cbb/players/marcus-derrickson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,2019,2019,0.2,78,89,97,87,91,
94,Bryant Crawford (college),https://www.sports-reference.com/cbb/players/bryant-crawford-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wake,Wake Forest,,,,,,75,80,89,
95,Justin Robinson (college),https://www.basketball-reference.com/players/r/robinju01.html,Justin Robinson,https://www.sports-reference.com/cbb/players/justin-robinson-3.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,2020,2020,0.0,,,61,,83,
96,Matt Heldt (college),https://www.sports-reference.com/cbb/players/max-heldt-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,,,74,,71,
97,Moritz Wagner (college),https://www.basketball-reference.com/players/w/wagnemo01.html,Moritz Wagner,https://www.sports-reference.com/cbb/players/moritz-wagner-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,2019,2020,1.9,,,,,,46
98,A.J. Harris (college),https://www.sports-reference.com/cbb/players/aj-harris-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,,,,,,
T98,Kobie Eubanks (college),https://www.sports-reference.com/cbb/players/kobie-eubanks-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,,,,,,64,,,89
RSCI,,,,,,,,,,,,,,,,
98,Quinndary Weatherspoon (college),https://www.basketball-reference.com/players/w/weathqu01.html,Quinndary Weatherspoon,https://www.sports-reference.com/cbb/players/quinndary-weatherspoon-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,2020,2020,-0.1,,,89,,64,
1,Jahlil Okafor (college),https://www.basketball-reference.com/players/o/okafoja01.html,Jahlil Okafor,https://www.sports-reference.com/cbb/players/jahlil-okafor-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2016,2020,6.6,3,1,1,1,1,6
2,Emmanuel Mudiay,https://www.basketball-reference.com/players/m/mudiaem01.html,Emmanuel Mudiay,,,,,2016,2020,-0.2,4,5,2,2,5,1
3,Stanley Johnson (college),https://www.basketball-reference.com/players/j/johnsst04.html,Stanley Johnson,https://www.sports-reference.com/cbb/players/stanley-johnson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2016,2020,3.4,2,7,3,3,3,5
4,Cliff Alexander (college),https://www.basketball-reference.com/players/a/alexacl01.html,Cliff Alexander,https://www.sports-reference.com/cbb/players/cliff-alexander-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2016,2016,0.0,1,3,6,4,9,4
5,Karl-Anthony Towns (college),https://www.basketball-reference.com/players/t/townska01.html,Karl-Anthony Towns,https://www.sports-reference.com/cbb/players/karl-anthony-towns-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2016,2020,50.4,12,9,4,5,2,2
6,Myles Turner (college),https://www.basketball-reference.com/players/t/turnemy01.html,Myles Turner,https://www.sports-reference.com/cbb/players/myles-turner-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,2016,2020,26.4,5,2,5,9,7,7
7,Tyus Jones (college),https://www.basketball-reference.com/players/j/jonesty01.html,Tyus Jones,https://www.sports-reference.com/cbb/players/tyus-jones-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2016,2020,11.4,6,4,9,7,8,8
8,Kelly Oubre (college),https://www.basketball-reference.com/players/o/oubreke01.html,Kelly Oubre,https://www.sports-reference.com/cbb/players/kelly-oubre-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2016,2020,12.1,10,11,7,6,6,3
9,Justin Jackson (college),https://www.basketball-reference.com/players/j/jacksju01.html,Justin Jackson,https://www.sports-reference.com/cbb/players/justin-jackson-4.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2018,2020,5.0,7,8,10,11,11,9
10,Rashad Vaughn (college),https://www.basketball-reference.com/players/v/vaughra01.html,Rashad Vaughn,https://www.sports-reference.com/cbb/players/rashad-vaughn-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,2016,2018,-0.6,8,19,8,8,4,13
11,Kevon Looney (college),https://www.basketball-reference.com/players/l/looneke01.html,Kevon Looney,https://www.sports-reference.com/cbb/players/kevon-looney-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2016,2020,10.3,11,12,15,10,12,11
12,Trey Lyles (college),https://www.basketball-reference.com/players/l/lylestr01.html,Trey Lyles,https://www.sports-reference.com/cbb/players/trey-lyles-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2016,2020,10.3,15,6,11,13,13,17
13,Justise Winslow (college),https://www.basketball-reference.com/players/w/winslju01.html,Justise Winslow,https://www.sports-reference.com/cbb/players/justise-winslow-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2016,2020,7.7,9,15,12,12,15,15
14,Isaiah Whitehead (college),https://www.basketball-reference.com/players/w/whiteis01.html,Isaiah Whitehead,https://www.sports-reference.com/cbb/players/isaiah-whitehead-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=setonhall,Seton Hall,2017,2018,-0.9,16,14,14,16,16,10
15,Theo Pinson (college),https://www.basketball-reference.com/players/p/pinsoth01.html,Theo Pinson,https://www.sports-reference.com/cbb/players/theo-pinson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2019,2020,-0.6,20,10,19,17,14,14
16,D'Angelo Russell (college),https://www.basketball-reference.com/players/r/russeda01.html,D'Angelo Russell,https://www.sports-reference.com/cbb/players/dangelo-russell-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,2016,2020,8.4,23,13,13,18,20,30
17,Daniel Hamilton (college),https://www.basketball-reference.com/players/h/hamilda02.html,Daniel Hamilton,https://www.sports-reference.com/cbb/players/daniel-hamilton-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,2018,2019,0.0,17,30,21,14,18,18
18,Tyler Ulis (college),https://www.basketball-reference.com/players/u/ulisty01.html,Tyler Ulis,https://www.sports-reference.com/cbb/players/tyler-ulis-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2017,2019,0.5,21,25,20,21,19,20
19,Chris McCollough (college),https://www.basketball-reference.com/players/m/mcculch01.html,Chris McCollough,https://www.sports-reference.com/cbb/players/chris-mccullough-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,2016,2018,0.6,14,24,18,19,21,32
RSCI,,,,,,,,,,,,,,,,
20,James Blackmon (college),https://www.basketball-reference.com/players/b/blackja02.html,James Blackmon,https://www.sports-reference.com/cbb/players/james-blackmon-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,,,,19,20,33,22,26,12
T20,Devin Robinson (college),https://www.basketball-reference.com/players/r/robinde01.html,Devin Robinson,https://www.sports-reference.com/cbb/players/devin-robinson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,2018,2019,0.4,32,23,16,20,17,24
22,Dwayne Morgan (college),https://www.sports-reference.com/cbb/players/dwayne-morgan-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,,,,18,39,26,15,23,25
23,Devin Booker (college),https://www.basketball-reference.com/players/b/bookede01.html,Devin Booker,https://www.sports-reference.com/cbb/players/devin-booker-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2016,2020,17.3,25,18,29,29,35,22
24,Grayson Allen (college),https://www.basketball-reference.com/players/a/allengr01.html,Grayson Allen,https://www.sports-reference.com/cbb/players/grayson-allen-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2019,2020,1.2,24,21,22,28,25,39
25,Shaqquan Aaron (college),https://www.sports-reference.com/cbb/players/shaqquan-aaron-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,35,33,27,30,22,21
T25,Joel Berry (college),https://www.basketball-reference.com/players/b/berryjo01.html,Joel Berry,https://www.sports-reference.com/cbb/players/joel-berry-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,13,17,34,27,27,50
27,Kameron Chatman (college),https://www.sports-reference.com/cbb/players/kameron-chatman-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,,,,37,38,23,25,24,28
28,Isaac Copeland (college),https://www.sports-reference.com/cbb/players/isaac-copeland-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,,,,44,16,38,23,31,29
29,Keita Bates-Diop (college),https://www.basketball-reference.com/players/b/bateske01.html,Keita Bates-Diop,https://www.sports-reference.com/cbb/players/keita-bates-diop-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,2019,2020,1.5,30,22,24,26,37,51
30,JaQuan Lyle (college),https://www.sports-reference.com/cbb/players/jaquan-lyle-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,22,42,28,24,36,40
31,Brandone Francis (college),https://www.sports-reference.com/cbb/players/brandone-francis-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,,,,31,35,44,35,30,19
32,Goodluck Okonoboh (college),https://www.sports-reference.com/cbb/players/goodluck-okonoboh-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,,,,33,26,49,31,42,16
33,Thomas Welsh (college),https://www.basketball-reference.com/players/w/welshth01.html,Thomas Welsh,https://www.sports-reference.com/cbb/players/thomas-welsh-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2019,2019,0.1,39,36,17,41,10,66
34,Melo Trimble (college),https://www.basketball-reference.com/players/t/trimbme01.html,Melo Trimble,https://www.sports-reference.com/cbb/players/melo-trimble-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,36,29,30,39,53,35
35,Reid Travis (college),https://www.sports-reference.com/cbb/players/reid-travis-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,,,,27,27,39,44,38,48
36,Jonah Bolden (college),https://www.basketball-reference.com/players/b/boldejo01.html,Jonah Bolden,https://www.sports-reference.com/cbb/players/jonah-bolden-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2019,2020,1.4,45,69,25,32,28,27
37,Quentin Snider (college),https://www.sports-reference.com/cbb/players/quentin-snider-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,29,40,35,33,44,54
38,Trevon Bluiett (college),https://www.basketball-reference.com/players/b/bluietr01.html,Trevon Bluiett,https://www.sports-reference.com/cbb/players/trevon-bluiett-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=xavier,Xavier,,,,42,46,31,34,29,57
39,Terry Larrier (college),https://www.basketball-reference.com/players/l/larrite01.html,Terry Larrier,https://www.sports-reference.com/cbb/players/terry-larrier-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,40,43,43,43,57,23
RSCI,,,,,,,,,,,,,,,,
T39,Craig Victor (college),https://www.sports-reference.com/cbb/players/craig-victor-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,,,,26,37,42,40,55,49
41,Jordan McLaughlin (college),https://www.basketball-reference.com/players/m/mclaujo01.html,Jordan McLaughlin,https://www.sports-reference.com/cbb/players/jordan-mclaughlin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,2020,2020,1.6,47,41,36,49,45,47
42,Angel Delgado (college),https://www.basketball-reference.com/players/d/delgaan01.html,Angel Delgado,https://www.sports-reference.com/cbb/players/angel-delgado-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=setonhall,Seton Hall,2019,2019,0.0,38,48,48,53,43,38
43,JaQuan Newton (college),https://www.sports-reference.com/cbb/players/jaquan-newton-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),,,,53,58,52,37,33,42
44,Parker Jackson-Cartwright (college),https://www.sports-reference.com/cbb/players/parker-jackson-cartwright-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,,,,43,57,32,51,34,62
45,Abdul-Malik Abu (college),https://www.sports-reference.com/cbb/players/abdul-malik-abu-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,54,32,56,45,41,52
46,Leron Black (college),https://www.sports-reference.com/cbb/players/leron-black-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,,,,46,44,50,38,69,43
T46,Robert Johnson (college),https://www.basketball-reference.com/players/j/johnsro02.html,Robert Johnson,https://www.sports-reference.com/cbb/players/robert-johnson-5.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,,,,41,47,47,48,51,56
48,Malik Pope (college),https://www.sports-reference.com/cbb/players/malik-pope-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,28,55,37,,39,33
49,Chris Chiozza (college),https://www.basketball-reference.com/players/c/chiozch01.html,Chris Chiozza,https://www.sports-reference.com/cbb/players/chris-chiozza-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,2019,2020,0.5,48,45,58,42,78,36
50,Jakeenan Gant (college),https://www.basketball-reference.com/players/g/gantja01.html,Jakeenan Gant,https://www.sports-reference.com/cbb/players/jakeenan-gant-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=missouri,Missouri,,,,56,53,59,52,54,53
51,Paul White (college),https://www.sports-reference.com/cbb/players/paul-white-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,,,,49,34,60,50,67,70
52,Kaleb Joseph (college),https://www.sports-reference.com/cbb/players/kaleb-joseph-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,68,50,63,46,73,34
53,Dion Wiley (college),https://www.sports-reference.com/cbb/players/dion-wiley-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,62,52,45,55,60,61
54,Jae'Sean Tate (college),https://www.sports-reference.com/cbb/players/jaesean-tate-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,50,28,55,79,59,68
55,T.J. Haws (college),https://www.sports-reference.com/cbb/players/tj-haws-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=byu,BYU,,,,59,51,54,57,74,55
56,Elbert Robinson (college),https://www.sports-reference.com/cbb/players/elbert-robinson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,,,,52,60,57,56,68,59
57,Brekkott Chapman (college),https://www.sports-reference.com/cbb/players/brekkott-chapman-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=utah,Utah,,,,51,49,80,59,85,41
58,Alex Robinson (college),https://www.basketball-reference.com/players/r/robinal01.html,Alex Robinson,https://www.sports-reference.com/cbb/players/alex-robinson-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=txchrist,TCU,,,,60,63,46,58,61,78
59,Michael Humphrey (college),https://www.sports-reference.com/cbb/players/michael-humphrey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,,,,55,65,71,47,50,79
RSCI,,,,,,,,,,,,,,,,
60,Josh Perkins (college),https://www.basketball-reference.com/players/p/perkijo01.html,Josh Perkins,https://www.sports-reference.com/cbb/players/josh-perkins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,,,,34,56,79,67,64,75
61,Ahmed Hill (college),https://www.basketball-reference.com/players/h/hillah01.html,Ahmed Hill,https://www.sports-reference.com/cbb/players/ahmed-hill-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,66,54,76,63,58,63
62,L.J. Peak (college),https://www.basketball-reference.com/players/p/peaklj01.html,L.J. Peak,https://www.sports-reference.com/cbb/players/lj-peak-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,,,,57,31,62,68,66,98
T62,Caleb Martin (college),https://www.basketball-reference.com/players/m/martica02.html,Caleb Martin,https://www.sports-reference.com/cbb/players/caleb-martin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,2020,2020,0.5,63,62,65,60,65,67
64,Chinanu Onuaku (college),https://www.basketball-reference.com/players/o/onuakch01.html,Chinanu Onuaku,https://www.sports-reference.com/cbb/players/chinanu-onuaku-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,2017,2018,0.1,73,75,53,74,40,71
65,Devonte Graham (college),https://www.basketball-reference.com/players/g/grahade01.html,Devonte Graham,https://www.sports-reference.com/cbb/players/devonte-graham-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2019,2020,3.8,,,41,36,32,92
66,Paschal Chukwu (college),https://www.sports-reference.com/cbb/players/paschal-chukwu-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,65,61,64,61,77,84
67,Jaylen Johnson (college),https://www.basketball-reference.com/players/j/johnsja04.html,Jaylen Johnson,https://www.sports-reference.com/cbb/players/jaylen-johnson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,58,,77,54,79,58
68,Jared Terrell (college),https://www.basketball-reference.com/players/t/terreja01.html,Jared Terrell,https://www.sports-reference.com/cbb/players/jared-terrell-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=rhodeisle,Rhode Island,2019,2019,-0.3,75,79,78,66,,44
69,Robert Cartwright (college),https://www.sports-reference.com/cbb/players/robert-cartwright-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,,,,67,,51,82,48,
70,Cody Martin (college),https://www.basketball-reference.com/players/m/martico01.html,Cody Martin,https://www.sports-reference.com/cbb/players/cody-martin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,2020,2020,1.0,76,91,66,81,63,76
71,Elijah Stewart (college),https://www.basketball-reference.com/players/s/stewael01.html,Elijah Stewart,https://www.sports-reference.com/cbb/players/elijah-stewart-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,,94,40,64,56,99
72,Justin Coleman (college),https://www.sports-reference.com/cbb/players/justin-coleman-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,,,,74,76,,90,87,46
73,Ronnie Harrell (college),https://www.sports-reference.com/cbb/players/ronnie-harrell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=creighton,Creighton,,,,,71,73,84,46,
74,Dominic Magee (college),https://www.sports-reference.com/cbb/players/dominic-magee-1.html,(college),,,,,,,,72,67,,72,96,73
75,Sandy Cohen (college),https://www.sports-reference.com/cbb/players/sandy-cohen-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,77,83,87,97,75,69
76,Jalen Lindsey (college),https://www.sports-reference.com/cbb/players/jalen-lindsey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=providence,Providence,,,,69,84,84,69,84,100
T76,Trey Kell (college),https://www.sports-reference.com/cbb/players/trey-kell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,86,81,69,,52,
78,Lourawls Nairn (college),https://www.sports-reference.com/cbb/players/lourawls-tum-tum-nairn-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,,,,84,73,,62,89,83
79,Zylan Cheatham (college),https://www.basketball-reference.com/players/c/cheatzy01.html,Zylan Cheatham,https://www.sports-reference.com/cbb/players/zylan-cheatham-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,2020,2020,0.0,87,88,68,78,92,80
RSCI,,,,,,,,,,,,,,,,
80,Donte Grantham (college),https://www.basketball-reference.com/players/g/grantdo01.html,Donte Grantham,https://www.sports-reference.com/cbb/players/donte-grantham-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=clemson,Clemson,2019,2019,0.0,81,,91,75,81,65
T80,Shelton Mitchell (college),https://www.sports-reference.com/cbb/players/shelton-mitchell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vandy,Vanderbilt,,,,71,,75,76,70,
82,Isaac Haas (college),https://www.basketball-reference.com/players/h/haasis01.html,Isaac Haas,https://www.sports-reference.com/cbb/players/isaac-haas-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=purdue,Purdue,,,,79,87,85,71,72,
83,B.J. Stith (college),https://www.sports-reference.com/cbb/players/bj-stith-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=olddom,Old Dominion,,,,61,,,65,95,74
84,Phil Booth (college),https://www.basketball-reference.com/players/b/boothph01.html,Phil Booth,https://www.sports-reference.com/cbb/players/phil-booth-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,,,,64,92,70,85,,90
T84,Jordan Barnett (college),https://www.basketball-reference.com/players/b/barnejo01.html,Jordan Barnett,https://www.sports-reference.com/cbb/players/jordan-barnett-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,,,,95,86,,70,49,
86,Jared Nickens (college),https://www.sports-reference.com/cbb/players/jared-nickens-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,91,,81,,47,94
87,Justin Bibbs (college),https://www.basketball-reference.com/players/b/bibbsju01.html,Justin Bibbs,https://www.sports-reference.com/cbb/players/justin-bibbs-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,,70,74,,71,
88,Joe Burton (college),https://www.sports-reference.com/cbb/players/joe-burton-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=okstate,Oklahoma State,,,,100,59,82,96,,81
89,Trayvon Reed (college),https://www.sports-reference.com/cbb/players/trayvon-reed-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=auburn,Auburn,,,,89,68,93,91,97,88
90,Tadric Jackson (college),https://www.sports-reference.com/cbb/players/tadric-jackson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,,,,82,74,95,,94,82
T90,Vic Law (college),https://www.basketball-reference.com/players/l/lawvi01.html,Vic Law,https://www.sports-reference.com/cbb/players/vic-law-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=nwestern,Northwestern,2020,2020,-0.1,70,66,,,,89
92,Domantas Sabonis (college),https://www.basketball-reference.com/players/s/sabondo01.html,Domantas Sabonis,https://www.sports-reference.com/cbb/players/domantas-sabonis-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,2017,2020,20.6,,,,,,26
93,Namon Wright (college),https://www.sports-reference.com/cbb/players/namon-wright-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missouri,Missouri,,,,,,72,73,88,97
94,Makinde London (college),https://www.sports-reference.com/cbb/players/makinde-london-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=xavier,Xavier,,,,90,,,83,83,77
95,Sviatoslav Mykhailiuk (college),https://www.basketball-reference.com/players/m/mykhasv01.html,Sviatoslav Mykhailiuk,https://www.sports-reference.com/cbb/players/sviatoslav-mykhailiuk-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2019,2020,1.5,,,,,,31
96,Michal Cekovsky (college),https://www.sports-reference.com/cbb/players/michal-cekovsky-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,,,,,,37
T96,Devin Mitchell (college),https://www.sports-reference.com/cbb/players/devin-mitchell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgiast,Georgia State University,,,,78,,,,,60
96,Mikal Bridges (college),https://www.basketball-reference.com/players/b/bridgmi01.html,Mikal Bridges,https://www.sports-reference.com/cbb/players/mikal-bridges-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,2019,2020,7.7,92,82,92,95,80,
99,Detrick Mostella (college),https://www.sports-reference.com/cbb/players/detrick-mostella-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,,,,,,45
RSCI,,,,,,,,,,,,,,,,
100,Malik Marquetti (college),https://www.sports-reference.com/cbb/players/malik-marquetti-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,,,61,,86,
1,Andrew Wiggins (college),https://www.basketball-reference.com/players/w/wiggian01.html,Andrew Wiggins,https://www.sports-reference.com/cbb/players/andrew-wiggins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2015,2020,15.0,1,1,1,1,1,1
