RSCI,Name_URL,URL,Player,URL2,college_nan,URL3,College,from,to,WS,m1,m2,m3,m4,m5,m6
86,Devon Hardin (college),https://www.basketball-reference.com/players/h/hardide01.html,Devon Hardin,https://www.sports-reference.com/cbb/players/devon-hardin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,,,,71,64,89,,97,
87,Maarty Leunen (college),https://www.basketball-reference.com/players/l/leunema01.html,Maarty Leunen,https://www.sports-reference.com/cbb/players/maarty-leunen-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,,,,,93,60,79,91,
88,David Pendergraft (college),https://www.sports-reference.com/cbb/players/david-pendergraft-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,,,,,47,,89,94,
89,Lorrenzo Wade (college),https://www.sports-reference.com/cbb/players/lorrenzo-wade-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,63,,87,86,,
T89,Nick Young (college),https://www.basketball-reference.com/players/y/youngni01.html,Nick Young,https://www.sports-reference.com/cbb/players/nick-young-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,2008,2019,18.6,99,,,36,,
91,Anthony Morrow (college),https://www.basketball-reference.com/players/m/morroan01.html,Anthony Morrow,https://www.sports-reference.com/cbb/players/anthony-morrow-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,2009,2017,23.2,95,,94,60,89,
T91,DeAaron Williams (college),https://www.sports-reference.com/cbb/players/deaaron-williams-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wisconsin,Wisconsin,,,,,45,,91,,
93,James Hardy (college),https://www.sports-reference.com/cbb/players/james-hardy-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,,,,,83,80,100,78,
94,Rahshon Clark (college),https://www.sports-reference.com/cbb/players/rahshon-clark-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=iowast,Iowa State,,,,,,67,73,,
95,Brian Laing (college),https://www.sports-reference.com/cbb/players/brian-laing-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=setonhall,Seton Hall,,,,80,66,,,,
96,Sam Perry (college),https://www.sports-reference.com/cbb/players/sam-perry-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=clemson,Clemson,,,,62,,,,86,
97,Longar Longar (college),https://www.sports-reference.com/cbb/players/longar-longar-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oklahoma,Oklahoma,,,,78,,,71,,
99,Alex Thompson (college),https://www.sports-reference.com/cbb/players/alex-thompson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=iowast,Iowa State,,,,,62,,88,,
100,Channing Toney (college),https://www.sports-reference.com/cbb/players/channing-toney-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uab,University of Alabama at Birmingham,,,,85,,84,,83,
T100,Jackie Butler,https://www.basketball-reference.com/players/b/butleja01.html,Jackie Butler,,,,,2005,2007,1.4,50,,,,,
RSCI,,,,,,,,,,,,,,,,
100,Toney Douglas (college),https://www.basketball-reference.com/players/d/douglto01.html,Toney Douglas,https://www.sports-reference.com/cbb/players/toney-douglas-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,2010,2017,12.1,,,66,,85,
1,LeBron James,https://www.basketball-reference.com/players/j/jamesle01.html,LeBron James,,,,,2004,2020,236.4,1,1,1,1,1,1
2,Luol Deng (college),https://www.basketball-reference.com/players/d/denglu01.html,Luol Deng,https://www.sports-reference.com/cbb/players/luol-deng-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2005,2019,74.0,2,2,2,2,2,2
3,Shannon Brown (college),https://www.basketball-reference.com/players/b/brownsh01.html,Shannon Brown,https://www.sports-reference.com/cbb/players/shannon-brown-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,2007,2015,9.2,3,5,8,3,3,5
4,Ndudi Ebi,https://www.basketball-reference.com/players/e/ebind01.html,Ndudi Ebi,,,,,2004,2005,0.1,6,3,3,5,4,4
5,Kendrick Perkins,https://www.basketball-reference.com/players/p/perkike01.html,Kendrick Perkins,,,,,2004,2018,27.9,14,6,4,4,7,7
6,Chris Paul (college),https://www.basketball-reference.com/players/p/paulch01.html,Chris Paul,https://www.sports-reference.com/cbb/players/chris-paul-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=wake,Wake Forest,2006,2020,180.3,7,9,11,9,10,10
7,David Padgett (college),https://www.sports-reference.com/cbb/players/david-padgett-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,15,4,12,8,5,17
T7,Brian Butch (college),https://www.basketball-reference.com/players/b/butchbr01.html,Brian Butch,https://www.sports-reference.com/cbb/players/brian-butch-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=wisconsin,Wisconsin,,,,5,11,7,14,15,11
9,Leon Powe (college),https://www.basketball-reference.com/players/p/powele01.html,Leon Powe,https://www.sports-reference.com/cbb/players/leon-powe-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,2007,2011,12.0,17,8,9,6,13,3
10,Kris Humphries (college),https://www.basketball-reference.com/players/h/humphkr01.html,Kris Humphries,https://www.sports-reference.com/cbb/players/kris-humphries-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=minnesota,Minnesota,2005,2017,30.3,8,18,14,11,17,13
11,Von Wafer (college),https://www.basketball-reference.com/players/w/wafervo01.html,Von Wafer,https://www.sports-reference.com/cbb/players/von-wafer-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,2006,2012,3.3,10,15,13,12,20,12
12,Brandon Bass (college),https://www.basketball-reference.com/players/b/bassbr01.html,Brandon Bass,https://www.sports-reference.com/cbb/players/brandon-bass-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,2006,2017,42.8,10,14,15,15,14,14
13,Olu Famutimi (college),https://www.sports-reference.com/cbb/players/olu-famutimi-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,,,,9,20,16,21,31,15
14,Travis Outlaw,https://www.basketball-reference.com/players/o/outlatr01.html,Travis Outlaw,,,,,2004,2014,16.5,16,17,18,24,6,18
T14,Linas Kleiza (college),https://www.basketball-reference.com/players/k/kleizli01.html,Linas Kleiza,https://www.sports-reference.com/cbb/players/linas-kleiza-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=missouri,Missouri,2006,2013,13.6,22,13,24,18,12,21
14,J.R. Giddens (college),https://www.basketball-reference.com/players/g/giddejr01.html,J.R. Giddens,https://www.sports-reference.com/cbb/players/jr-giddens-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=nmexico,New Mexico,2009,2010,0.1,10,21,25,16,19,20
17,Mike Jones (college),https://www.sports-reference.com/cbb/players/mike-jones-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,27,22,21,17,18,16
18,Charlie Villanueva (college),https://www.basketball-reference.com/players/v/villach01.html,Charlie Villanueva,https://www.sports-reference.com/cbb/players/charlie-villanueva-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,2006,2016,22.6,,7,6,7,8,6
19,Trevor Ariza (college),https://www.basketball-reference.com/players/a/arizatr01.html,Trevor Ariza,https://www.sports-reference.com/cbb/players/trevor-ariza-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2005,2020,62.5,18,19,23,29,16,24
RSCI,,,,,,,,,,,,,,,,
20,James Lang,https://www.basketball-reference.com/players/l/langja01.html,James Lang,,,,,2007,2007,0.1,,12,5,10,9,9
21,Drew Lavender (college),https://www.sports-reference.com/cbb/players/drew-lavender-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=xavier,Xavier,,,,10,29,20,30,27,35
22,Dion Harris (college),https://www.sports-reference.com/cbb/players/dion-harris-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,,,,33,23,29,25,21,28
23,Brandon Cotton (college),https://www.sports-reference.com/cbb/players/brandon-cotton-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=detroit,Detroit Mercy,,,,20,28,22,32,24,19
24,Regis Koundjia (college),https://www.sports-reference.com/cbb/players/regis-koundjia-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgewash,George Washington,,,,21,27,35,19,23,33
25,Mustafa Shakur (college),https://www.basketball-reference.com/players/s/shakumu01.html,Mustafa Shakur,https://www.sports-reference.com/cbb/players/mustafa-shakur-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2011,2014,-0.5,,10,10,13,11,8
26,Ivan Harris (college),https://www.sports-reference.com/cbb/players/ivan-harris-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,26,48,19,34,35,25
27,Ekene Ibekwe (college),https://www.sports-reference.com/cbb/players/ekene-ibekwe-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,31,46,26,36,22,30
28,Rich McBride (college),https://www.sports-reference.com/cbb/players/rich-mcbride-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,,,,30,32,32,20,46,29
29,Chris Taft (college),https://www.basketball-reference.com/players/t/taftch01.html,Chris Taft,https://www.sports-reference.com/cbb/players/chris-taft-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=pitt,Pitt,2006,2006,0.5,40,43,31,35,39,22
30,Jackie Butler,https://www.basketball-reference.com/players/b/butleja01.html,Jackie Butler,,,,,2005,2007,1.4,40,33,27,26,25,32
31,Demetris Nichols (college),https://www.basketball-reference.com/players/n/nichode01.html,Demetris Nichols,https://www.sports-reference.com/cbb/players/demetris-nichols-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,2008,2009,-0.2,28,24,36,50,45,41
32,Aaron Brooks (college),https://www.basketball-reference.com/players/b/brookaa01.html,Aaron Brooks,https://www.sports-reference.com/cbb/players/aaron-brooks-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,2008,2018,19.2,23,37,30,22,38,31
33,Sean Banks (college),https://www.sports-reference.com/cbb/players/sean-banks-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,,,,32,26,28,23,,26
34,Darryl Watkins (college),https://www.basketball-reference.com/players/w/watkida01.html,Darryl Watkins,https://www.sports-reference.com/cbb/players/darryl-watkins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,2008,2012,-0.1,62,25,42,31,55,37
35,Ayinde Ubaka (college),https://www.sports-reference.com/cbb/players/ayinde-ubaka-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,,,,48,52,33,38,30,43
36,Rodrick Stewart (college),https://www.sports-reference.com/cbb/players/rodrick-stewart-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,,,,25,35,34,37,49,38
37,Tack Minor (college),https://www.sports-reference.com/cbb/players/tack-minor-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,,,,40,34,38,27,67,23
38,Thomas Gardner (college),https://www.basketball-reference.com/players/g/gardnth01.html,Thomas Gardner,https://www.sports-reference.com/cbb/players/thomas-gardner-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=missouri,Missouri,2008,2009,-0.4,29,42,44,70,42,45
39,Gary Forbes (college),https://www.basketball-reference.com/players/f/forbega01.html,Gary Forbes,https://www.sports-reference.com/cbb/players/gary-forbes-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=umass,UMass,2011,2012,1.7,34,67,37,52,43,46
RSCI,,,,,,,,,,,,,,,,
T39,Ronnie Brewer (college),https://www.basketball-reference.com/players/b/brewero02.html,Ronnie Brewer,https://www.sports-reference.com/cbb/players/ronnie-brewer-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,2007,2014,30.4,24,38,53,69,56,55
41,Marcus Williams (college),https://www.basketball-reference.com/players/w/willima03.html,Marcus Williams,https://www.sports-reference.com/cbb/players/marcus-williams-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,2007,2010,0.0,40,61,46,48,64,34
42,Terrence Roberts (college),https://www.sports-reference.com/cbb/players/terrence-roberts-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,49,41,48,63,62,48
43,Chris Richard (college),https://www.basketball-reference.com/players/r/richach01.html,Chris Richard,https://www.sports-reference.com/cbb/players/chris-richard-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,2008,2010,0.7,37,44,41,57,85,36
44,Martin Iti (college),https://www.sports-reference.com/cbb/players/martin-iti-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=nmstate,New Mexico State,,,,,30,43,40,47,39
45,Will Sheridan (college),https://www.sports-reference.com/cbb/players/will-sheridan-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,,,,56,57,59,45,58,44
46,Mohamed Abukar (college),https://www.sports-reference.com/cbb/players/mohamed-abukar-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,40,47,60,99,50,68
47,Brandon Jenkins (college),https://www.sports-reference.com/cbb/players/brandon-jenkins-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,40,58,51,67,61,74
48,Shagari Alleyne (college),https://www.sports-reference.com/cbb/players/shagari-alleyne-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,,,,88,76,52,41,48,27
49,Alexander Johnson (college),https://www.basketball-reference.com/players/j/johnsal01.html,Alexander Johnson,https://www.sports-reference.com/cbb/players/alexander-johnson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,2007,2008,1.5,,,17,28,,53
50,Gary Ervin (college),https://www.sports-reference.com/cbb/players/gary-ervin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,,36,47,46,,49
51,Drew Naymick (college),https://www.sports-reference.com/cbb/players/drew-naymick-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,,,,57,65,45,58,44,54
52,Courtney Sims (college),https://www.basketball-reference.com/players/s/simsco01.html,Courtney Sims,https://www.sports-reference.com/cbb/players/courtney-sims-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,2008,2009,0.0,69,39,49,47,53,71
53,Brian Randle (college),https://www.sports-reference.com/cbb/players/brian-randle-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,,,,84,56,58,64,41,59
54,Cartier Martin (college),https://www.basketball-reference.com/players/m/martica01.html,Cartier Martin,https://www.sports-reference.com/cbb/players/cartier-martin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansasst,Kansas State,2009,2015,3.7,58,51,68,89,33,62
55,Omar Wilkes (college),https://www.sports-reference.com/cbb/players/omar-wilkes-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,,,,68,59,56,61,32,80
56,Lodrick Stewart (college),https://www.sports-reference.com/cbb/players/lodrick-stewart-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,70,50,63,53,51,58
57,Brandon Foust (college),https://www.sports-reference.com/cbb/players/brandon-foust-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=semost,SE Missouri State,,,,89,92,55,68,54,52
58,Corey Gibbs (college),https://www.sports-reference.com/cbb/players/corey-gibbs-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgia,Georgia,,,,,96,39,33,,42
59,Major Wingate (college),https://www.sports-reference.com/cbb/players/major-wingate-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,100,49,57,49,,40
RSCI,,,,,,,,,,,,,,,,
60,Reyshawn Terry (college),https://www.sports-reference.com/cbb/players/reyshawn-terry-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,100,70,40,43,93,47
61,J.R. Reynolds (college),https://www.sports-reference.com/cbb/players/jr-reynolds-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,,,,40,60,54,96,82,67
62,Brent Petway (college),https://www.sports-reference.com/cbb/players/brent-petway-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,,,,50,68,67,39,73,63
63,Art Bowers (college),https://www.sports-reference.com/cbb/players/art-bowers-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=umass,UMass,,,,97,54,66,44,65,51
64,Dorell Wright,https://www.basketball-reference.com/players/w/wrighdo01.html,Dorell Wright,,,,,2005,2015,25.9,4,16,,83,63,
65,Mike Nardi (college),https://www.sports-reference.com/cbb/players/mike-nardi-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,,,,53,79,85,80,40,57
66,Paul Millsap (college),https://www.basketball-reference.com/players/m/millspa01.html,Paul Millsap,https://www.sports-reference.com/cbb/players/paul-millsap-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=latech,Louisiana Tech,2007,2020,91.7,35,,74,59,28,84
67,Jeremy Ingram (college),https://www.sports-reference.com/cbb/players/jeremy-ingram-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ecarolina,East Carolina University,,,,63,,61,55,77,66
68,Jermareo Davidson (college),https://www.basketball-reference.com/players/d/davidje01.html,Jermareo Davidson,https://www.sports-reference.com/cbb/players/jermareo-davidson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,2008,2009,0.0,100,74,75,65,59,50
T68,Guillermo Diaz (college),https://www.basketball-reference.com/players/d/diazgu01.html,Guillermo Diaz,https://www.sports-reference.com/cbb/players/guillermo-diaz-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),2008,2008,0.0,70,31,70,,29,
70,Dwight Brewington (college),https://www.sports-reference.com/cbb/players/dwight-brewington-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=liberty,Liberty,,,,52,55,73,82,89,73
71,Dameon Mason (college),https://www.sports-reference.com/cbb/players/dameon-mason-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,,,,94,40,81,79,37,83
72,Kenny Harris (college),https://www.sports-reference.com/cbb/players/kenny-harris-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=valpo,Valparaiso,,,,39,72,50,75,100,85
73,Wesley Green (college),https://www.sports-reference.com/cbb/players/wesley-green-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=depaul,DePaul,,,,,53,95,85,68,
74,Darian Townes (college),https://www.sports-reference.com/cbb/players/darian-townes-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,,,,59,62,64,81,87,79
75,Lorrenzo Wade (college),https://www.sports-reference.com/cbb/players/lorrenzo-wade-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,60,45,,,36,
76,Dez Willingham (college),https://www.sports-reference.com/cbb/players/dez-willingham-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=smethodist,SMU,,,,38,,80,72,94,65
77,Hassan Fofana (college),https://www.sports-reference.com/cbb/players/hassan-fofana-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=loyolamd,Loyola College in Maryland,,,,,64,62,,,56
78,Marquise Kately (college),https://www.sports-reference.com/cbb/players/marquise-kately-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=morganst,Morgan State University,,,,,,72,77,,78
79,P.J. Tucker (college),https://www.basketball-reference.com/players/t/tuckepj01.html,P.J. Tucker,https://www.sports-reference.com/cbb/players/pj-tucker-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,2007,2020,34.1,,66,78,60,60,
RSCI,,,,,,,,,,,,,,,,
80,Vincent Banks,,,,,,,,,,70,73,,,26,
T80,Renaldo Balkman (college),https://www.basketball-reference.com/players/b/balkmre01.html,Renaldo Balkman,https://www.sports-reference.com/cbb/players/renaldo-balkman-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=scarolina,South Carolina,2007,2012,7.2,,91,86,66,,64
82,Wesley Washington (college),https://www.sports-reference.com/cbb/players/wesley-washington-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregonst,Oregon State,,,,55,,92,51,100,75
83,Tim Morris (college),https://www.sports-reference.com/cbb/players/tim-morris-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=washington,Washington,,,,100,63,69,76,69,99
84,Sammy Mejia (college),https://www.sports-reference.com/cbb/players/sammy-mejia-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=depaul,DePaul,,,,,99,65,88,83,82
85,Lawrence McKenzie (college),https://www.sports-reference.com/cbb/players/lawrence-mckenzie-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=minnesota,Minnesota,,,,36,89,87,,71,
86,Matt Causey (college),https://www.sports-reference.com/cbb/players/matt-causey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,,,,,69,97,56,,89
87,Keith Wooden (college),https://www.sports-reference.com/cbb/players/keith-wooden-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ntexas,University of North Texas,,,,100,84,83,54,88,91
88,Brandon Wallace (college),https://www.sports-reference.com/cbb/players/brandon-wallace-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=scarolina,South Carolina,,,,100,,,,52,
89,Omari Isreal (college),https://www.sports-reference.com/cbb/players/omari-isreal-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=loyolamd,Loyola College in Maryland,,,,70,,79,,,69
90,Ryan Appleby (college),https://www.sports-reference.com/cbb/players/ryan-appleby-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=washington,Washington,,,,65,,,,,
T90,Gerald Brown (college),https://www.sports-reference.com/cbb/players/gerald-brown-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=providence,Providence,,,,64,,,,72,
92,Daon Merritt (college),https://www.sports-reference.com/cbb/players/daon-merritt-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=salabama,University of South Alabama,,,,40,,,,,
93,Devon Evertsen (college),https://www.sports-reference.com/cbb/players/devon-evertsen-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=bostoncoll,Boston College,,,,9,,,,,
94,Will Blalock (college),https://www.basketball-reference.com/players/b/blalowi01.html,Will Blalock,https://www.sports-reference.com/cbb/players/will-blalock-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=iowast,Iowa State,2007,2007,-0.1,,,,91,,77
95,Josh Boone (college),https://www.basketball-reference.com/players/b/boonejo01.html,Josh Boone,https://www.sports-reference.com/cbb/players/josh-boone-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,2007,2010,9.1,,,71,98,,
96,Sylvester Mayes (college),https://www.sports-reference.com/cbb/players/sylvester-mayes-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,19,,,,,
97,Patrick Ewing (college),https://www.basketball-reference.com/players/e/ewingpa02.html,Patrick Ewing,https://www.sports-reference.com/cbb/players/pat-ewing-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,2011,2011,-0.1,,97,84,74,,70
98,Karron Clarke (college),https://www.sports-reference.com/cbb/players/karron-clarke-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=depaul,DePaul,,,,,,76,73,,76
99,Shawn Taylor (college),https://www.sports-reference.com/cbb/players/shawn-taylor-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=fresnost,Fresno State,,,,,,,71,,61
RSCI,,,,,,,,,,,,,,,,
100,Longar Longar (college),https://www.sports-reference.com/cbb/players/longar-longar-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oklahoma,Oklahoma,,,,61,77,,,,89
1,Amar'e Stoudemire,https://www.basketball-reference.com/players/s/stoudam01.html,Amar'e Stoudemire,,,,,2003,2016,92.5,2,1,1,1,,
2,Carmelo Anthony (college),https://www.basketball-reference.com/players/a/anthoca01.html,Carmelo Anthony,https://www.sports-reference.com/cbb/players/carmelo-anthony-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,2004,2020,102.3,1,2,2,2,,
3,Raymond Felton (college),https://www.basketball-reference.com/players/f/feltora01.html,Raymond Felton,https://www.sports-reference.com/cbb/players/raymond-felton-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2006,2019,40.2,3,3,3,3,,
4,Rashad McCants (college),https://www.basketball-reference.com/players/m/mccanra01.html,Rashad McCants,https://www.sports-reference.com/cbb/players/rashad-mccants-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2006,2009,3.6,8,7,4,6,,
5,Jason Fraser (college),https://www.sports-reference.com/cbb/players/jason-fraser-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,,,,5,5,14,7,,
T5,Chris Bosh (college),https://www.basketball-reference.com/players/b/boshch01.html,Chris Bosh,https://www.sports-reference.com/cbb/players/chris-bosh-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,2004,2016,106.0,4,6,8,13,,
7,Paul Davis (college),https://www.basketball-reference.com/players/d/davispa01.html,Paul Davis,https://www.sports-reference.com/cbb/players/paul-davis-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,2007,2010,0.5,12,4,5,11,,
8,Shelden Williams (college),https://www.basketball-reference.com/players/w/willish02.html,Shelden Williams,https://www.sports-reference.com/cbb/players/shelden-williams-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2007,2012,9.9,7,8,10,8,,
9,Sean May (college),https://www.basketball-reference.com/players/m/mayse01.html,Sean May,https://www.sports-reference.com/cbb/players/sean-may-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2006,2010,2.6,6,10,9,15,,
10,DeAngelo Collins,,,,,,,,,,11,9,7,17,,
11,J.J. Redick (college),https://www.basketball-reference.com/players/r/redicjj01.html,J.J. Redick,https://www.sports-reference.com/cbb/players/jj-redick-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2007,2020,63.0,9,13,12,12,,
12,Bracey Wright (college),https://www.basketball-reference.com/players/w/wrighbr02.html,Bracey Wright,https://www.sports-reference.com/cbb/players/bracey-wright-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,2006,2007,0.5,13,15,13,9,,
