Field13,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,EWA,Field14,Player
Select Year,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2017-18 Regular Season,,"Dorian Finney-Smith, DAL",21,21.3,0.482,14.9,12,14.3,5.3,13.6,9.3,7.67,-0.6,-18.9,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2578185,Dorian Finney-Smith
2017-18 Regular Season,,"DeAndre' Bembry, ATL",26,17.5,0.477,20.5,19.7,17.9,2,15.7,8.8,7.69,-0.6,-19.1,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3062667,DeAndre' Bembry
2017-18 Regular Season,493,"Omer Asik, NO/CHI",18,10.1,0.397,7.6,22.7,8.6,5.4,22.3,13.9,3.07,-0.7,-20.5,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3414,Omer Asik
2017-18 Regular Season,,"Davon Reed, PHX",21,11.5,0.388,12.5,9.6,15.3,0.9,16.6,8.6,4.78,-0.7,-20.6,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3059262,Davon Reed
2017-18 Regular Season,,"Dillon Brooks, MEM",82,28.7,0.531,12.2,11.2,17.7,2.4,10.5,6.3,9.89,-0.7,-21.4,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3155526,Dillon Brooks
2017-18 Regular Season,,"Tyler Ulis, PHX",71,23.4,0.465,30.1,12.3,19.3,1.5,6.8,4.1,10.13,-0.7,-21.6,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3136194,Tyler Ulis
2017-18 Regular Season,,"Malachi Richardson, SAC/TOR",26,12.5,0.446,10.6,8.2,14.4,1.7,10.6,6,5.91,-0.7,-22.2,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3934663,Malachi Richardson
2017-18 Regular Season,498,"Ian Clark, NO",74,19.6,0.529,16,8.3,16.4,0.8,8.4,4.7,9.45,-0.8,-22.7,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2489785,Ian Clark
2017-18 Regular Season,,"Treveon Graham, CHA",63,16.7,0.553,17.7,8.1,11.1,4.3,8.3,6.2,9,-0.8,-23.5,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2595231,Treveon Graham
2017-18 Regular Season,,"Jarell Martin, MEM",73,22.8,0.516,10.3,12.2,16.2,6.6,15.8,11.1,10.52,-0.8,-24.3,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3064517,Jarell Martin
2017-18 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2017-18 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2017-18 Regular Season,501,"Alex Abrines, OKC",75,15.1,0.567,7.7,6.9,12.2,2.5,8.9,5.6,9.03,-0.8,-24.8,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2995702,Alex Abrines
2017-18 Regular Season,,"Matthew Dellavedova, MIL",38,18.7,0.5,40.5,13.7,14.8,2.3,8.2,5.3,8.64,-0.8,-25.1,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2489716,Matthew Dellavedova
2017-18 Regular Season,,"Pat Connaughton, POR",82,18.1,0.539,16.7,7.9,13.1,2.7,9.1,5.9,9.35,-0.8,-25.5,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2578239,Pat Connaughton
2017-18 Regular Season,504,"Rodney Purvis, ORL",16,18.1,0.423,12.1,7.1,17.7,0.4,9.9,5.1,4.56,-0.9,-25.7,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2982332,Rodney Purvis
2017-18 Regular Season,,"Brandon Paul, SA",64,9,0.504,17.5,13.7,13.3,1.1,12,6.5,7.48,-0.9,-26,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2488911,Brandon Paul
2017-18 Regular Season,,"Justin Jackson, SAC",68,22.1,0.521,13.5,7.3,13.6,2,12.6,7.1,9.25,-0.9,-28.2,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3138156,Justin Jackson
2017-18 Regular Season,,"Luc Mbah a Moute, HOU",61,25.6,0.595,10.8,13.3,12.1,1.6,11.7,6.7,10.29,-0.9,-28.2,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3451,Luc Mbah a Moute
2017-18 Regular Season,,"Patrick Patterson, OKC",82,15.5,0.555,15.2,8.8,10.7,2.7,14.6,8.4,10,-0.9,-28.4,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4264,Patrick Patterson
2017-18 Regular Season,509,"Jason Terry, MIL",51,16,0.525,24.4,10.3,10.1,0.7,6.2,3.5,8.1,-1,-29.2,-1,http://insider.espn.go.com/nba/players/hollinger?playerId=841,Jason Terry
2017-18 Regular Season,,"Bryn Forbes, SA",80,19,0.525,12.4,5.7,16,0.9,7.2,4,9.19,-1,-29.8,-1,http://insider.espn.go.com/nba/players/hollinger?playerId=2994526,Bryn Forbes
2017-18 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2017-18 Regular Season,,"Norman Powell, TOR",70,15.2,0.492,16.3,12.1,18.3,1.5,10.9,6.3,8.57,-1,-30.5,-1,http://insider.espn.go.com/nba/players/hollinger?playerId=2595516,Norman Powell
2017-18 Regular Season,,"Kobi Simmons, MEM",32,20.1,0.49,21.8,14.1,17,2.5,6.6,4.5,7.73,-1,-31.4,-1,http://insider.espn.go.com/nba/players/hollinger?playerId=4066335,Kobi Simmons
2017-18 Regular Season,513,"Jae Crowder, CLE/UTAH",80,26.1,0.525,10.9,8.1,14.1,3.2,11.5,7.4,10.44,-1.1,-33.1,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6581,Jae Crowder
2017-18 Regular Season,,"Darius Miller, NO",82,23.7,0.617,16.2,8.5,12.2,1,7.9,4.6,9.32,-1.1,-34.3,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6610,Darius Miller
2017-18 Regular Season,515,"Terrance Ferguson, OKC",61,12.5,0.545,9.3,5.4,10,2.7,4.2,3.4,7.43,-1.2,-35,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4230546,Terrance Ferguson
2017-18 Regular Season,516,"Sindarius Thornwell, LAC",73,15.8,0.519,17.3,13.5,11.8,3.2,10,6.7,8.22,-1.3,-39.4,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3064539,Sindarius Thornwell
2017-18 Regular Season,,"Stanley Johnson, DET",69,27.4,0.48,13.8,9.5,15.8,1.9,13,7.3,9.08,-1.3,-40.2,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3134881,Stanley Johnson
2017-18 Regular Season,518,"Wes Iwundu, ORL",62,16.5,0.48,17.5,9.2,11.2,3.9,11,7.4,7.83,-1.4,-40.7,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3074797,Wes Iwundu
2017-18 Regular Season,,"Timothe Luwawu-Cabarrot, PHI",52,15.5,0.511,14,9.9,16.8,1.9,7.5,4.8,7.08,-1.4,-41.2,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3893019,Timothe Luwawu-Cabarrot
2017-18 Regular Season,,"Abdel Nader, BOS",48,10.9,0.439,11.5,15,16.2,2.8,12,7.4,5.14,-1.4,-41.8,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2595435,Abdel Nader
2017-18 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2017-18 Regular Season,,"Joe Johnson, HOU/UTAH",55,21.9,0.49,16.2,9.6,13.8,1.3,14.7,8.1,8.12,-1.4,-42.7,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1007,Joe Johnson
2017-18 Regular Season,,"Jameer Nelson, NO/DET",50,20.3,0.489,35.9,13.4,13.8,1.4,9.5,5.6,8.16,-1.4,-43.1,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2439,Jameer Nelson
2017-18 Regular Season,523,"Jawun Evans, LAC",48,16.2,0.421,23.9,10.5,17.8,1.3,10.4,5.9,7.23,-1.5,-43.8,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3912854,Jawun Evans
2017-18 Regular Season,,"Patrick McCaw, GS",57,16.9,0.477,22.4,11.3,12.5,2,7.2,4.8,7.42,-1.5,-44.1,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3137730,Patrick McCaw
2017-18 Regular Season,,"Quincy Acy, BKN",70,19.4,0.525,11.2,11.8,13.6,3.1,17.1,10,8.23,-1.5,-46.1,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6576,Quincy Acy
2017-18 Regular Season,526,"Jerryd Bayless, PHI",39,23.7,0.546,14.2,12.1,14.6,1.8,7.3,4.7,7.58,-1.6,-47.2,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3417,Jerryd Bayless
2017-18 Regular Season,,"Arron Afflalo, ORL",53,12.9,0.516,13.4,9.4,11.9,0.6,10.1,5.3,5.85,-1.6,-47.4,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3187,Arron Afflalo
2017-18 Regular Season,,"Zach Collins, POR",66,15.8,0.475,12.5,13.9,14.7,4.7,18.2,11.5,7.56,-1.6,-47.4,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4066650,Zach Collins
2017-18 Regular Season,,"DeAndre Liggins, NO/MIL",58,12.5,0.467,27.2,11.4,8.7,1.1,10.6,5.9,5.97,-1.6,-49,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6453,DeAndre Liggins
2017-18 Regular Season,530,"Dwayne Bacon, CHA",53,13.5,0.431,14.4,8.7,13.3,0.6,18.5,9.4,5.84,-1.7,-49.6,-1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3907821,Dwayne Bacon
2017-18 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2017-18 Regular Season,531,"Tony Snell, MIL",75,27.4,0.578,16.9,6.2,10.1,0.5,7.5,4,8.49,-2.1,-61.7,-2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2528353,Tony Snell
2017-18 Regular Season,532,"Paul Zipser, CHI",54,15.2,0.445,13.8,12.9,14.6,1.6,16,8.5,5.24,-2.2,-64.6,-2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3893023,Paul Zipser
2017-18 Regular Season,533,"JR Smith, CLE",80,28.1,0.534,16.8,9.6,13.3,1.5,10.1,5.9,8.48,-2.3,-67.7,-2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2444,JR Smith
2017-18 Regular Season,534,"P.J. Tucker, HOU",82,27.8,0.537,12.5,12,9.9,4.6,17.8,11.3,8.36,-2.4,-72.8,-2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3033,P.J. Tucker
2017-18 Regular Season,535,"Josh Huestis, OKC",69,14.2,0.417,8.4,11,9.1,4.6,13.9,9.1,5.39,-2.5,-74.8,-2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2531364,Josh Huestis
2017-18 Regular Season,536,"Lance Thomas, NY",73,18.5,0.513,11.7,10.9,10.3,3.6,10.7,7.2,6.33,-2.8,-84.3,-2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6485,Lance Thomas
2017-18 Regular Season,537,"Frank Ntilikina, NY",78,21.9,0.437,27.4,14.4,17.5,2.4,9.1,5.8,7.11,-3.3,-99.1,-3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4230547,Frank Ntilikina
2017-18 Regular Season,,"Sean Kilpatrick, CHI/LAC/MIL/BKN",52,12.3,0.507,11.2,9.3,25.5,0,0,0,0,-3.3,-100.3,-3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2488689,Sean Kilpatrick
2017-18 Regular Season,539,"Semi Ojeleye, BOS",73,15.8,0.473,8,10,8.4,3.6,11.6,7.7,4.57,-4,-119,-4,http://insider.espn.go.com/nba/players/hollinger?playerId=3056602,Semi Ojeleye
2017-18 Regular Season,540,"Dragan Bender, PHX",82,25.2,0.524,17.4,15,12.4,2,16.8,9.3,7.11,-4.5,-135.7,-4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4011991,Dragan Bender
2016-17 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2016-17 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2016-17 Regular Season,1,"Russell Westbrook, OKC",81,34.6,0.554,23.4,12.2,42.5,5.4,28.8,17.1,30.7,27.5,823.7,27.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3468,Russell Westbrook
2016-17 Regular Season,2,"James Harden, HOU",81,36.4,0.613,27.6,14.1,35.1,3.5,20.9,12.2,27.43,24.8,744.7,24.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3992,James Harden
2016-17 Regular Season,3,"Karl-Anthony Towns, MIN",82,37,0.618,10.5,10.1,26.2,11.2,27.8,19.4,26,23.2,696.6,23.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3136195,Karl-Anthony Towns
2016-17 Regular Season,4,"LeBron James, CLE",74,37.8,0.619,25.6,12,30.1,4,20.7,12.6,27.11,23.1,692.7,23.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1966,LeBron James
2016-17 Regular Season,5,"Giannis Antetokounmpo, MIL",80,35.6,0.599,19.8,10.7,27.4,5.9,22.6,14.3,26.13,22.1,663.7,22.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3032977,Giannis Antetokounmpo
2016-17 Regular Season,6,"Anthony Davis, NO",75,36.1,0.58,7.3,8.4,29.8,6.7,27.9,17.2,27.59,21.7,650.4,21.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6583,Anthony Davis
2016-17 Regular Season,7,"Kawhi Leonard, SA",74,33.4,0.61,13.3,7.9,29.6,3.7,15.7,9.8,27.62,21.1,632.4,21.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6450,Kawhi Leonard
2016-17 Regular Season,8,"Jimmy Butler, CHI",76,37,0.586,19.6,7.5,26.6,4.9,13.2,9,25.19,20.5,616,20.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6430,Jimmy Butler
2016-17 Regular Season,9,"Isaiah Thomas, BOS",76,33.8,0.625,18.5,8.7,32.8,1.9,7,4.4,26.59,19.9,597.9,19.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6472,Isaiah Thomas
2016-17 Regular Season,10,"Stephen Curry, GS",79,33.4,0.624,22.2,10.1,29.5,2.7,11.4,7.3,24.74,18,541.1,18,http://insider.espn.go.com/nba/players/hollinger?playerId=3975,Stephen Curry
2016-17 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2016-17 Regular Season,11,"DeMar DeRozan, TOR",74,35.4,0.552,12.6,7.8,32.7,3,13.6,8.3,24.09,17.7,531.4,17.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3978,DeMar DeRozan
2016-17 Regular Season,,"Kevin Durant, GS",62,33.4,0.651,18.4,8.5,26.7,2.2,23.6,13.6,27.68,17.7,530.7,17.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3202,Kevin Durant
2016-17 Regular Season,13,"Damian Lillard, POR",75,35.9,0.586,18.6,8.3,30.7,1.9,13.3,7.6,24.15,17.6,528.7,17.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6606,Damian Lillard
2016-17 Regular Season,,"DeMarcus Cousins, NO/SAC",72,34.2,0.562,14.3,11.6,31,7,29.2,18.2,25.84,17.6,527.4,17.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4258,DeMarcus Cousins
2016-17 Regular Season,15,"Rudy Gobert, UTAH",81,33.9,0.681,9,13.6,15.6,13.6,29.5,21.8,23.31,17.4,520.5,17.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3032976,Rudy Gobert
2016-17 Regular Season,16,"John Wall, WSH",78,36.4,0.541,29.5,11.4,31.7,2.4,10.6,6.5,23.28,17.3,519.7,17.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4237,John Wall
2016-17 Regular Season,17,"Kyrie Irving, CLE",72,35.1,0.58,19.3,8.3,29.9,2.3,7.5,5,23.09,15.2,455.6,15.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6442,Kyrie Irving
2016-17 Regular Season,18,"Nikola Jokic, DEN",73,27.9,0.64,24.2,11.5,24,11.6,27.2,19.5,26.4,15.1,453.3,15.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3112335,Nikola Jokic
2016-17 Regular Season,,"Hassan Whiteside, MIA",77,32.6,0.579,4.2,11.5,21,12.8,35.3,24,22.68,15.1,453.2,15.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4262,Hassan Whiteside
2016-17 Regular Season,20,"Gordon Hayward, UTAH",73,34.5,0.595,14.5,8.1,26.3,2.3,15.4,9,22.23,14.7,440.6,14.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4249,Gordon Hayward
2016-17 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2016-17 Regular Season,21,"Chris Paul, LAC",61,31.5,0.614,35,9.1,25.8,2.4,14.9,8.8,26.25,14.6,437.3,14.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2779,Chris Paul
2016-17 Regular Season,22,"DeAndre Jordan, LAC",81,31.7,0.673,9.8,11.8,14.3,13.3,34.6,24.2,21.84,14.4,431.2,14.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3442,DeAndre Jordan
2016-17 Regular Season,23,"Kemba Walker, CHA",79,34.7,0.569,19.6,7.6,28.3,1.8,10.6,6.2,21.41,14.2,425.4,14.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6479,Kemba Walker
2016-17 Regular Season,24,"Mike Conley, MEM",69,33.2,0.604,24.6,8.9,26.8,1.5,10.8,6,23.26,14,419.3,14,http://insider.espn.go.com/nba/players/hollinger?playerId=3195,Mike Conley
2016-17 Regular Season,25,"Kyle Lowry, TOR",60,37.4,0.623,25,10.4,25.2,2.4,12,7.2,22.92,13.3,399.1,13.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3012,Kyle Lowry
2016-17 Regular Season,26,"CJ McCollum, POR",80,35,0.585,14.1,8.5,26.2,2.4,9.1,5.7,19.99,13.2,395.9,13.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2490149,CJ McCollum
2016-17 Regular Season,27,"Paul George, IND",75,35.9,0.587,12.7,11.1,27.2,2.5,17.9,10.3,20.3,13.1,393.4,13.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4251,Paul George
2016-17 Regular Season,28,"Bradley Beal, WSH",77,34.9,0.604,14.1,8.2,25.4,2.2,7.8,5,20.21,13,388.9,13,http://insider.espn.go.com/nba/players/hollinger?playerId=6580,Bradley Beal
2016-17 Regular Season,29,"Andre Drummond, DET",81,29.7,0.518,6.9,11.6,21.1,15.1,36.2,25.2,20.91,12.4,370.8,12.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6585,Andre Drummond
2016-17 Regular Season,30,"Marc Gasol, MEM",74,34.2,0.554,18.7,9.2,26.1,2.6,18.7,10.5,20.32,12.2,367.1,12.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3206,Marc Gasol
2016-17 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2016-17 Regular Season,31,"Blake Griffin, LAC",61,34,0.569,18.8,8.9,27.1,6.2,20.2,13.4,22.71,11.6,347.3,11.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3989,Blake Griffin
2016-17 Regular Season,32,"Dwight Howard, ATL",74,29.7,0.627,9.7,15.8,18.1,15,31.7,23.5,20.89,11.3,337.8,11.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2384,Dwight Howard
2016-17 Regular Season,33,"Brook Lopez, BKN",75,29.6,0.578,10.4,10.9,27,5.8,13.3,9.6,20.48,10.9,327.7,10.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3448,Brook Lopez
2016-17 Regular Season,,"Jeff Teague, IND",82,32.4,0.574,32.8,11.1,23,1.4,12.4,7,19.24,10.9,326.6,10.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4015,Jeff Teague
2016-17 Regular Season,35,"Lou Williams, HOU/LAL",81,24.6,0.593,15,10,24.3,1.4,9.9,5.5,21.44,10.8,325.5,10.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2799,Lou Williams
2016-17 Regular Season,,"Goran Dragic, MIA",73,33.7,0.575,22,11,27,2.8,9.9,6.3,19.84,10.8,324.3,10.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3423,Goran Dragic
2016-17 Regular Season,37,"Eric Bledsoe, PHX",66,33,0.563,22.3,11.9,28.2,2.5,13.8,8,20.56,10.3,310.5,10.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4238,Eric Bledsoe
2016-17 Regular Season,38,"Enes Kanter, OKC",72,21.3,0.599,6.4,11.7,25.8,14.1,20.8,17.4,23.74,10,300.5,10,http://insider.espn.go.com/nba/players/hollinger?playerId=6447,Enes Kanter
2016-17 Regular Season,,"Myles Turner, IND",81,31.4,0.585,8.7,8.7,18.1,6.2,19.6,13,18.51,10,300.1,10,http://insider.espn.go.com/nba/players/hollinger?playerId=3133628,Myles Turner
2016-17 Regular Season,40,"Jonas Valanciunas, TOR",80,25.8,0.601,5.9,11,18.2,12.4,29.1,20.8,20.13,9.8,293.8,9.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6477,Jonas Valanciunas
2016-17 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2016-17 Regular Season,41,"Greg Monroe, MIL",81,22.5,0.573,16.2,12.1,23.1,10.8,23.1,17,21.23,9.6,289.3,9.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4260,Greg Monroe
2016-17 Regular Season,42,"Carmelo Anthony, NY",74,34.3,0.535,11.1,8,28,2.6,16,9.3,17.96,9.4,282.6,9.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1975,Carmelo Anthony
2016-17 Regular Season,43,"Andrew Wiggins, MIN",82,37.2,0.534,8.7,8.6,27.5,3.8,8.8,6.3,16.62,9.3,278.2,9.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3059319,Andrew Wiggins
2016-17 Regular Season,,"Klay Thompson, GS",78,34,0.592,9.1,7.3,24.1,2.2,9.2,5.9,17.53,9.3,278,9.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6475,Klay Thompson
2016-17 Regular Season,45,"Nikola Vucevic, ORL",75,28.8,0.498,14.6,8.2,23.7,8.6,31.3,19.6,19.19,9.2,277.3,9.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6478,Nikola Vucevic
2016-17 Regular Season,46,"Kevin Love, CLE",60,31.4,0.573,9.4,9.9,24.6,8.9,29.3,19.5,21.18,9.1,272.4,9.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3449,Kevin Love
2016-17 Regular Season,47,"Otto Porter Jr., WSH",80,32.6,0.628,11.9,4.3,14.3,5.1,17.1,11.1,17.35,8.9,266.3,8.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2594922,Otto Porter Jr.
2016-17 Regular Season,48,"Clint Capela, HOU",65,23.9,0.638,8,11,18.6,12.5,24.5,18.5,21.48,8.4,251.8,8.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3102529,Clint Capela
2016-17 Regular Season,49,"LaMarcus Aldridge, SA",72,32.4,0.532,9.9,7,23,8.5,16.6,12.7,18.66,8.3,249.4,8.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2983,LaMarcus Aldridge
2016-17 Regular Season,50,"Tobias Harris, DET",82,31.3,0.568,10.1,6.9,20.7,2.6,15.6,8.8,16.95,8.2,247,8.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6440,Tobias Harris
2016-17 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2016-17 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2016-17 Regular Season,51,"Harrison Barnes, DAL",79,35.5,0.541,7.2,6.3,23.1,3.7,13.1,8.2,16.34,8.1,244.3,8.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6578,Harrison Barnes
2016-17 Regular Season,,"Mason Plumlee, DEN/POR",81,26.5,0.558,24.2,11.4,17.6,8.8,22.4,15.6,18.18,8.1,242.9,8.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2488653,Mason Plumlee
2016-17 Regular Season,53,"Al Horford, BOS",68,32.3,0.553,25.7,8.8,19.7,4.9,18.6,11.8,17.77,7.8,234.7,7.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3213,Al Horford
2016-17 Regular Season,,"Pau Gasol, SA",64,25.4,0.578,16.4,8.8,20.5,7.6,26.8,17.4,20.23,7.8,233.8,7.8,http://insider.espn.go.com/nba/players/hollinger?playerId=996,Pau Gasol
2016-17 Regular Season,55,"Elfrid Payton, ORL",82,29.4,0.52,30.9,10.4,22.5,3.9,13.9,8.7,17.25,7.5,225.1,7.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2583639,Elfrid Payton
2016-17 Regular Season,,"Paul Millsap, ATL",69,34,0.542,16.2,10.1,23.5,5.3,19.5,12.5,17.91,7.5,224.1,7.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3015,Paul Millsap
2016-17 Regular Season,57,"Danilo Gallinari, DEN",63,33.9,0.622,11.9,7.2,19.2,2,14.7,8.4,17.41,7.3,220.2,7.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3428,Danilo Gallinari
2016-17 Regular Season,58,"Ricky Rubio, MIN",75,32.9,0.539,41.3,11.8,19.7,3.2,11.4,7.2,16.87,7.2,216.1,7.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4011,Ricky Rubio
2016-17 Regular Season,,"Dwyane Wade, CHI",60,29.9,0.508,15.8,9.6,29.2,3.8,12.6,8.1,18.55,7.2,215.2,7.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1987,Dwyane Wade
2016-17 Regular Season,60,"Steven Adams, OKC",80,29.9,0.589,8.6,14.6,15.5,13,15.4,14.2,16.51,7,210.7,7,http://insider.espn.go.com/nba/players/hollinger?playerId=2991235,Steven Adams
2016-17 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2016-17 Regular Season,,"Nicolas Batum, CHA",77,34,0.529,26.1,11.1,22.3,1.9,18.4,10.1,15.86,7,209.4,7,http://insider.espn.go.com/nba/players/hollinger?playerId=3416,Nicolas Batum
2016-17 Regular Season,62,"Jrue Holiday, NO",67,32.7,0.532,29.6,11.8,23.8,2.2,10.6,6.4,17.19,6.7,202.4,6.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3995,Jrue Holiday
2016-17 Regular Season,63,"Jabari Parker, MIL",51,33.9,0.563,12.4,8.1,24.8,5.4,15.7,10.6,19.15,6.6,197.2,6.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3056600,Jabari Parker
