NAME_URL,NAME,POS,G,M,AJP48,WP48,WP,POP48,PTS,REB,AST
https://www.boxscoregeeks.com/players/162-zydrunas-ilgauskas,Zydrunas Ilgauskas,5.0,72,1145,.255,.075,1.8,-.7,15.1,12.0,1.1
https://www.boxscoregeeks.com/players/4-zaza-pachulia,Zaza Pachulia,5.0,79,1243,.288,.108,2.8,.3,13.5,12.9,2.2
https://www.boxscoregeeks.com/players/433-zach-randolph,Zach Randolph,4.3,75,2723,.381,.202,11.5,3.2,26.5,16.1,2.9
https://www.boxscoregeeks.com/players/263-zabian-dowdell,Zabian Dowdell,1.0,24,292,-.008,-.096,-.6,-6.1,19.9,3.3,8.4
https://www.boxscoregeeks.com/players/341-yi-jianlian,Yi Jianlian,4.0,63,1112,.131,-.048,-1.1,-4.6,15.3,10.7,1.1
https://www.boxscoregeeks.com/players/417-yao-ming,Yao Ming,5.0,5,91,.280,.101,.2,.1,27.0,14.3,2.1
https://www.boxscoregeeks.com/players/152-xavier-henry,Xavier Henry,2.0,38,527,.005,-.076,-.8,-5.4,15.0,3.4,1.6
https://www.boxscoregeeks.com/players/67-wilson-chandler,Wilson Chandler,2.6,72,2400,.167,.086,4.3,-.4,22.0,8.2,2.4
https://www.boxscoregeeks.com/players/131-willie-warren,Willie Warren,2.0,19,134,.126,.045,.1,-1.7,13.3,4.3,9.7
https://www.boxscoregeeks.com/players/390-willie-green,Willie Green,2.0,77,1663,.073,-.008,-.3,-3.3,19.4,4.6,2.1
https://www.boxscoregeeks.com/players/76-will-bynum,Will Bynum,1.0,61,1125,.111,.023,.5,-2.4,20.6,3.2,8.3
https://www.boxscoregeeks.com/players/281-wesley-matthews,Wesley Matthews,2.5,82,2758,.184,.103,5.9,.1,22.6,4.5,2.9
https://www.boxscoregeeks.com/players/184-wesley-johnson,Wesley Johnson,3.0,79,2069,.104,.023,1.0,-2.4,16.5,5.6,3.4
https://www.boxscoregeeks.com/players/181-wayne-ellington,Wayne Ellington,2.0,62,1181,.045,-.036,-.9,-4.2,16.7,4.4,2.9
https://www.boxscoregeeks.com/players/455-von-wafer,Von Wafer,1.5,58,552,.150,.066,.8,-1.0,16.0,4.3,3.0
https://www.boxscoregeeks.com/players/432-vladimir-radmanovic,Vladimir Radmanovic,4.0,74,1169,.217,.037,.9,-1.9,15.4,8.7,3.2
https://www.boxscoregeeks.com/players/261-vince-carter,Vince Carter,2.2,73,2051,.128,.047,2.0,-1.6,23.9,6.4,3.4
https://www.boxscoregeeks.com/players/160-udonis-haslem,Udonis Haslem,4.0,13,345,.313,.133,1.0,1.1,14.5,14.8,.8
https://www.boxscoregeeks.com/players/368-tyson-chandler,Tyson Chandler,5.0,74,2058,.465,.286,12.3,5.8,17.4,16.1,.7
https://www.boxscoregeeks.com/players/28-tyrus-thomas,Tyrus Thomas,5.0,41,861,.248,.068,1.2,-1.0,23.4,12.5,1.6
https://www.boxscoregeeks.com/players/290-tyreke-evans,Tyreke Evans,1.8,57,2107,.094,.012,.5,-2.7,23.1,6.3,7.3
https://www.boxscoregeeks.com/players/115-tyler-hansbrough,Tyler Hansbrough,4.0,70,1535,.220,.041,1.3,-1.8,24.0,11.4,1.3
https://www.boxscoregeeks.com/players/74-ty-lawson,Ty Lawson,1.0,80,2102,.285,.197,8.6,3.0,21.3,4.8,8.6
https://www.boxscoregeeks.com/players/420-troy-murphy,Troy Murphy,4.7,35,466,.170,-.010,-.1,-3.4,11.2,11.6,2.4
https://www.boxscoregeeks.com/players/143-trey-johnson,Trey Johnson,1.9,8,94,-.050,-.132,-.3,-7.2,17.3,3.6,5.6
https://www.boxscoregeeks.com/players/338-trevor-booker,Trevor Booker,4.0,65,1063,.329,.149,3.3,1.6,15.6,11.3,1.6
https://www.boxscoregeeks.com/players/205-trevor-ariza,Trevor Ariza,3.0,75,2588,.170,.090,4.8,-.3,15.3,7.6,3.0
https://www.boxscoregeeks.com/players/198-travis-outlaw,Travis Outlaw,3.2,82,2357,.087,-.011,-.6,-3.4,15.4,6.6,1.7
https://www.boxscoregeeks.com/players/466-tracy-mcgrady,Tracy McGrady,1.6,72,1685,.212,.129,4.5,.9,16.4,7.2,7.2
https://www.boxscoregeeks.com/players/310-tony-parker,Tony Parker,1.0,78,2527,.235,.147,7.7,1.5,26.0,4.5,9.7
https://www.boxscoregeeks.com/players/357-tony-battie,Tony Battie,4.5,38,377,.185,.005,.0,-2.9,12.7,12.6,1.5
https://www.boxscoregeeks.com/players/146-tony-allen,Tony Allen,2.5,72,1494,.288,.207,6.4,3.4,20.7,6.2,3.3
https://www.boxscoregeeks.com/players/219-toney-douglas,Toney Douglas,1.0,81,1968,.189,.101,4.2,.1,20.9,6.0,5.9
https://www.boxscoregeeks.com/players/75-timofey-mozgov,Timofey Mozgov,5.0,45,524,.176,-.004,.0,-3.2,14.9,11.1,1.4
https://www.boxscoregeeks.com/players/303-tim-duncan,Tim Duncan,4.6,76,2156,.389,.209,9.4,3.4,22.8,15.1,4.5
https://www.boxscoregeeks.com/players/311-tiago-splitter,Tiago Splitter,4.5,60,738,.325,.145,2.2,1.4,18.1,13.1,1.7
https://www.boxscoregeeks.com/players/434-theo-ratliff,Theo Ratliff,5.0,10,70,.200,.021,.0,-2.4,1.4,8.9,2.0
https://www.boxscoregeeks.com/players/259-thaddeus-young,Thaddeus Young,3.8,82,2134,.278,.116,5.1,.5,23.5,9.8,1.8
https://www.boxscoregeeks.com/players/236-thabo-sefolosha,Thabo Sefolosha,2.5,79,2049,.265,.184,7.9,2.6,9.4,8.1,2.6
https://www.boxscoregeeks.com/players/111-terrence-williams,Terrence Williams,2.5,21,290,-.047,-.128,-.8,-7.1,17.6,8.4,6.3
https://www.boxscoregeeks.com/players/429-tayshaun-prince,Tayshaun Prince,3.0,78,2561,.153,.069,3.7,-.9,20.6,6.2,4.0
https://www.boxscoregeeks.com/players/35-taj-gibson,Taj Gibson,4.0,80,1742,.299,.120,4.3,.6,15.7,12.6,1.6
https://www.boxscoregeeks.com/players/502-t-j-ford,T.J. Ford,1.0,41,773,.106,.018,.3,-2.5,13.8,5.0,8.8
https://www.boxscoregeeks.com/players/193-sundiata-gaines,Sundiata Gaines,1.4,24,300,.078,-.008,.0,-3.3,17.7,6.1,6.7
https://www.boxscoregeeks.com/players/421-steve-novak,Steve Novak,3.9,30,215,.341,.170,.8,2.2,23.2,6.3,.7
https://www.boxscoregeeks.com/players/269-steve-nash,Steve Nash,1.0,75,2497,.336,.247,12.9,4.6,21.3,5.0,16.4
https://www.boxscoregeeks.com/players/135-steve-blake,Steve Blake,1.0,79,1581,.154,.066,2.2,-1.0,9.7,4.7,5.2
https://www.boxscoregeeks.com/players/24-stephen-jackson,Stephen Jackson,2.4,67,2404,.086,.005,.3,-2.9,24.8,6.1,4.8
https://www.boxscoregeeks.com/players/194-stephen-graham,Stephen Graham,2.5,59,958,.048,-.033,-.7,-4.1,9.9,6.2,2.0
https://www.boxscoregeeks.com/players/92-stephen-curry,Stephen Curry,1.0,74,2489,.223,.135,7.0,1.1,26.5,5.5,8.3
https://www.boxscoregeeks.com/players/251-spencer-hawes,Spencer Hawes,5.0,81,1718,.208,.028,1.0,-2.2,16.3,13.0,3.4
https://www.boxscoregeeks.com/players/324-sonny-weems,Sonny Weems,2.5,59,1413,.041,-.040,-1.2,-4.3,18.5,5.2,3.5
https://www.boxscoregeeks.com/players/401-solomon-jones,Solomon Jones,4.6,39,528,.140,-.039,-.4,-4.3,12.6,10.3,2.7
https://www.boxscoregeeks.com/players/312-solomon-alabi,Solomon Alabi,5.0,12,59,.008,-.172,-.2,-8.4,4.9,11.4,1.6
https://www.boxscoregeeks.com/players/372-sherron-collins,Sherron Collins,1.0,20,66,-.118,-.206,-.3,-9.5,12.4,3.6,5.8
https://www.boxscoregeeks.com/players/463-shelden-williams,Shelden Williams,4.5,59,915,.281,.102,1.9,.1,13.8,14.3,1.7
https://www.boxscoregeeks.com/players/462-shawne-williams,Shawne Williams,4.0,64,1320,.203,.024,.7,-2.3,16.5,8.7,1.7
https://www.boxscoregeeks.com/players/62-shawn-marion,Shawn Marion,3.5,80,2252,.279,.149,7.0,1.6,21.3,11.7,2.3
https://www.boxscoregeeks.com/players/25-shaun-livingston,Shaun Livingston,1.1,73,1260,.166,.079,2.1,-.6,18.2,5.7,6.2
https://www.boxscoregeeks.com/players/565-shaquille-o-neal,Shaquille O'Neal,5.0,37,751,.335,.155,2.4,1.7,21.8,11.4,1.7
https://www.boxscoregeeks.com/players/136-shannon-brown,Shannon Brown,2.5,82,1568,.116,.035,1.2,-2.0,21.8,4.8,2.9
https://www.boxscoregeeks.com/players/358-shane-battier,Shane Battier,3.1,82,2374,.279,.190,9.4,2.8,12.6,7.5,3.7
https://www.boxscoregeeks.com/players/230-serge-ibaka,Serge Ibaka,4.5,82,2215,.369,.189,8.7,2.8,17.5,13.5,.5
https://www.boxscoregeeks.com/players/43-semih-erden,Semih Erden,5.0,41,595,.228,.049,.6,-1.6,13.2,9.5,1.6
https://www.boxscoregeeks.com/players/449-sebastian-telfair,Sebastian Telfair,1.0,37,710,.055,-.033,-.5,-4.1,18.0,3.6,7.5
https://www.boxscoregeeks.com/players/408-sean-marks,Sean Marks,4.5,29,208,.068,-.111,-.5,-6.5,10.4,9.2,.9
https://www.boxscoregeeks.com/players/454-sasha-vujacic,Sasha Vujacic,2.0,67,1648,.129,.048,1.6,-1.6,19.1,5.4,3.8
https://www.boxscoregeeks.com/players/425-sasha-pavlovic,Sasha Pavlovic,3.0,31,362,.106,.025,.2,-2.3,10.1,4.2,2.1
https://www.boxscoregeeks.com/players/374-samuel-dalembert,Samuel Dalembert,5.0,80,1937,.298,.119,4.8,.6,16.0,16.3,1.7
https://www.boxscoregeeks.com/players/53-samardo-samuels,Samardo Samuels,4.0,37,701,.117,-.063,-.9,-5.0,19.7,10.8,1.2
https://www.boxscoregeeks.com/players/156-sam-young,Sam Young,2.5,78,1577,.169,.088,2.9,-.3,17.4,5.7,2.2
https://www.boxscoregeeks.com/players/51-ryan-hollins,Ryan Hollins,5.0,70,1181,.179,.000,.0,-3.1,15.2,7.6,1.1
https://www.boxscoregeeks.com/players/126-ryan-gomes,Ryan Gomes,3.1,76,2095,.158,.064,2.8,-1.1,12.5,5.8,2.7
https://www.boxscoregeeks.com/players/239-ryan-anderson,Ryan Anderson,4.4,64,1424,.380,.201,6.0,3.2,23.0,12.0,1.8
https://www.boxscoregeeks.com/players/238-russell-westbrook,Russell Westbrook,1.0,82,2847,.245,.157,9.3,1.8,30.2,6.4,11.3
https://www.boxscoregeeks.com/players/150-rudy-gay,Rudy Gay,3.1,54,2151,.230,.134,6.0,1.1,23.9,7.5,3.4
https://www.boxscoregeeks.com/players/278-rudy-fernandez,Rudy Fernandez,1.9,78,1820,.180,.098,3.7,.0,17.6,4.5,5.1
https://www.boxscoregeeks.com/players/231-royal-ivey,Royal Ivey,2.0,25,154,.118,.037,.1,-1.9,12.7,5.0,2.2
https://www.boxscoregeeks.com/players/116-roy-hibbert,Roy Hibbert,5.0,81,2244,.215,.036,1.7,-2.0,21.9,13.0,3.6
https://www.boxscoregeeks.com/players/223-ronny-turiaf,Ronny Turiaf,4.5,64,1140,.325,.145,3.4,1.4,11.2,8.7,3.9
https://www.boxscoregeeks.com/players/336-ronnie-price,Ronnie Price,2.0,59,717,-.035,-.116,-1.7,-6.7,13.2,4.1,3.8
https://www.boxscoregeeks.com/players/33-ronnie-brewer,Ronnie Brewer,2.5,81,1781,.304,.223,8.3,3.9,13.6,7.1,3.8
https://www.boxscoregeeks.com/players/381-ronald-dupree,Ronald Dupree,3.0,3,13,-.115,-.196,-.1,-9.2,7.5,11.3,3.8
https://www.boxscoregeeks.com/players/133-ron-artest,Ron Artest,3.0,82,2409,.188,.107,5.4,.3,13.9,5.3,3.5
https://www.boxscoregeeks.com/players/411-roger-mason,Roger Mason,2.0,26,319,.105,.024,.2,-2.3,11.3,6.5,3.0
https://www.boxscoregeeks.com/players/56-rodrigue-beaubois,Rodrigue Beaubois,1.5,28,496,-.012,-.097,-1.0,-6.1,22.9,5.0,6.2
https://www.boxscoregeeks.com/players/83-rodney-stuckey,Rodney Stuckey,1.5,70,2183,.179,.095,4.3,-.1,23.8,4.7,7.9
https://www.boxscoregeeks.com/players/365-rodney-carney,Rodney Carney,2.5,27,335,.106,.025,.2,-2.3,18.2,6.9,1.6
https://www.boxscoregeeks.com/players/268-robin-lopez,Robin Lopez,5.0,67,991,.166,-.014,-.3,-3.5,20.9,10.5,.4
https://www.boxscoregeeks.com/players/307-richard-jefferson,Richard Jefferson,3.1,81,2458,.210,.119,6.1,.6,17.4,6.1,2.1
https://www.boxscoregeeks.com/players/79-richard-hamilton,Richard Hamilton,2.4,55,1498,.080,-.001,.0,-3.1,24.9,4.0,5.5
https://www.boxscoregeeks.com/players/216-renaldo-balkman,Renaldo Balkman,4.0,8,63,.136,-.044,-.1,-4.4,12.3,5.4,1.5
https://www.boxscoregeeks.com/players/97-reggie-williams,Reggie Williams,2.5,80,1626,.190,.109,3.7,.3,21.8,6.4,3.6
https://www.boxscoregeeks.com/players/320-reggie-evans,Reggie Evans,4.0,30,798,.424,.245,4.1,4.5,7.9,20.8,2.3
https://www.boxscoregeeks.com/players/68-raymond-felton,Raymond Felton,1.6,75,2737,.213,.129,7.4,.9,20.4,4.7,11.0
https://www.boxscoregeeks.com/players/10-ray-allen,Ray Allen,2.0,80,2890,.263,.182,11.0,2.6,21.9,4.6,3.6
https://www.boxscoregeeks.com/players/363-rasual-butler,Rasual Butler,2.6,47,769,.034,-.047,-.8,-4.5,13.8,4.8,1.7
https://www.boxscoregeeks.com/players/342-rashard-lewis,Rashard Lewis,3.4,57,1824,.181,.062,2.4,-1.2,17.6,7.6,2.4
https://www.boxscoregeeks.com/players/125-randy-foye,Randy Foye,1.5,63,1551,.080,-.004,-.1,-3.2,19.1,3.2,5.3
https://www.boxscoregeeks.com/players/54-ramon-sessions,Ramon Sessions,1.5,81,2132,.224,.140,6.2,1.3,24.2,5.7,9.4
https://www.boxscoregeeks.com/players/16-rajon-rondo,Rajon Rondo,1.0,68,2527,.327,.239,12.6,4.3,13.7,5.6,14.4
https://www.boxscoregeeks.com/players/326-raja-bell,Raja Bell,2.0,68,2097,.119,.039,1.7,-1.9,12.4,4.0,2.7
https://www.boxscoregeeks.com/players/437-quinton-ross,Quinton Ross,2.5,36,353,.053,-.028,-.2,-3.9,7.8,4.1,1.4
https://www.boxscoregeeks.com/players/212-quincy-pondexter,Quincy Pondexter,3.5,66,729,.136,.008,.1,-2.8,12.4,5.8,1.8
https://www.boxscoregeeks.com/players/247-quentin-richardson,Quentin Richardson,2.5,57,955,.164,.083,1.6,-.5,12.5,8.9,1.9
https://www.boxscoregeeks.com/players/591-pops-mensah-bonsu,Pops Mensah-Bonsu,4.0,7,35,.099,-.080,-.1,-5.6,2.7,15.0,2.7
https://www.boxscoregeeks.com/players/447-peja-stojakovic,Peja Stojakovic,3.0,33,616,.225,.145,1.9,1.4,21.8,5.8,2.3
https://www.boxscoregeeks.com/players/15-paul-pierce,Paul Pierce,3.0,80,2774,.290,.209,12.1,3.4,26.2,7.4,4.5
https://www.boxscoregeeks.com/players/334-paul-millsap,Paul Millsap,4.0,76,2592,.291,.111,6.0,.4,24.3,10.7,3.5
https://www.boxscoregeeks.com/players/113-paul-george,Paul George,2.5,61,1264,.211,.130,3.4,1.0,18.1,8.5,2.5
https://www.boxscoregeeks.com/players/142-pau-gasol,Pau Gasol,4.8,82,3037,.422,.243,15.4,4.5,24.4,13.2,4.3
https://www.boxscoregeeks.com/players/108-patrick-patterson,Patrick Patterson,4.0,52,867,.331,.152,2.7,1.6,18.2,11.1,2.3
https://www.boxscoregeeks.com/players/283-patrick-mills,Patrick Mills,1.0,64,783,.062,-.026,-.4,-3.9,21.6,3.1,6.7
https://www.boxscoregeeks.com/players/385-patrick-ewing,Patrick Ewing,1.0,0,0,0,0,0,0,0,0,0
https://www.boxscoregeeks.com/players/1903-patrick-ewing,Patrick Ewing,4.0,7,18,-.155,-.335,-.1,-13.5,8.0,5.3,5.3
https://www.boxscoregeeks.com/players/7-pape-sy,Pape Sy,2.5,3,21,.078,-.003,.0,-3.2,16.0,6.9,4.6
https://www.boxscoregeeks.com/players/340-othyus-jeffers,Othyus Jeffers,2.5,17,322,.289,.208,1.4,3.4,13.9,10.0,3.0
https://www.boxscoregeeks.com/players/391-orien-greene,Orien Greene,1.0,3,4,.548,.459,.0,11.2,32.2,0,10.7
https://www.boxscoregeeks.com/players/288-omri-casspi,Omri Casspi,3.0,71,1702,.187,.107,3.8,.2,17.2,8.7,2.1
https://www.boxscoregeeks.com/players/30-omer-asik,Omer Asik,5.0,82,989,.352,.173,3.6,2.3,11.1,14.8,1.6
https://www.boxscoregeeks.com/players/153-o-j-mayo,O.J. Mayo,2.0,71,1869,.097,.016,.6,-2.6,20.6,4.4,3.7
https://www.boxscoregeeks.com/players/187-nikola-pekovic,Nikola Pekovic,5.0,65,887,.117,-.063,-1.2,-5.0,19.4,10.4,1.5
https://www.boxscoregeeks.com/players/276-nicolas-batum,Nicolas Batum,3.0,80,2521,.231,.150,7.9,1.6,18.9,6.9,2.3
https://www.boxscoregeeks.com/players/349-nick-young,Nick Young,2.5,64,2033,.064,-.017,-.7,-3.6,26.3,4.1,1.8
https://www.boxscoregeeks.com/players/226-nick-collison,Nick Collison,4.5,71,1523,.276,.097,3.1,-.1,10.4,10.0,2.2
https://www.boxscoregeeks.com/players/72-nene-hilario,Nene Hilario,5.0,75,2290,.405,.225,10.8,3.9,22.9,12.0,3.1
https://www.boxscoregeeks.com/players/404-nenad-krstic,Nenad Krstic,5.0,71,1571,.233,.053,1.7,-1.4,17.6,10.2,.8
https://www.boxscoregeeks.com/players/418-nazr-mohammed,Nazr Mohammed,5.0,75,1279,.267,.088,2.3,-.4,20.1,13.8,.9
https://www.boxscoregeeks.com/players/235-nate-robinson,Nate Robinson,1.3,59,1013,.058,-.028,-.6,-4.0,19.0,4.3,5.3
https://www.boxscoregeeks.com/players/347-mustafa-shakur,Mustafa Shakur,1.0,22,159,-.062,-.150,-.5,-7.8,15.4,6.6,7.5
https://www.boxscoregeeks.com/players/426-morris-peterson,Morris Peterson,2.0,4,23,-.048,-.129,-.1,-7.1,8.4,6.3,2.1
https://www.boxscoregeeks.com/players/93-monta-ellis,Monta Ellis,1.8,80,3226,.132,.050,3.4,-1.5,28.7,4.2,6.7
https://www.boxscoregeeks.com/players/132-mo-williams,Mo Williams,1.0,58,1788,.070,-.018,-.7,-3.6,21.8,4.1,10.2
https://www.boxscoregeeks.com/players/165-mike-miller,Mike Miller,2.8,41,837,.214,.133,2.3,1.1,13.1,10.5,2.9
https://www.boxscoregeeks.com/players/392-mike-harris,Mike Harris,3.0,4,16,.272,.191,.1,2.9,24.5,15.3,3.1
https://www.boxscoregeeks.com/players/380-mike-dunleavy,Mike Dunleavy,3.0,61,1683,.262,.181,6.3,2.6,19.5,7.9,3.0
https://www.boxscoregeeks.com/players/1861-mike-dunleavy,Mike Dunleavy,1.9,61,1682,.261,.179,6.3,2.5,19.5,7.9,3.0
https://www.boxscoregeeks.com/players/148-mike-conley,Mike Conley,1.0,81,2871,.226,.138,8.3,1.2,18.5,4.1,8.8
https://www.boxscoregeeks.com/players/359-mike-bibby,Mike Bibby,1.0,80,2284,.177,.089,4.2,-.3,14.5,4.1,5.6
https://www.boxscoregeeks.com/players/270-mickael-pietrus,Mickael Pietrus,2.1,57,1107,.102,.021,.5,-2.4,17.8,5.5,1.4
https://www.boxscoregeeks.com/players/435-michael-redd,Michael Redd,2.5,10,134,.092,.011,.0,-2.7,15.7,2.9,4.3
https://www.boxscoregeeks.com/players/180-michael-beasley,Michael Beasley,3.2,73,2361,.057,-.048,-2.4,-4.6,28.5,8.3,3.2
https://www.boxscoregeeks.com/players/383-melvin-ely,Melvin Ely,4.5,30,366,.230,.051,.4,-1.5,9.0,9.7,1.8
https://www.boxscoregeeks.com/players/335-mehmet-okur,Mehmet Okur,5.0,13,168,.113,-.066,-.2,-5.1,18.2,8.6,5.4
https://www.boxscoregeeks.com/players/384-maurice-evans,Maurice Evans,2.5,73,1548,.120,.039,1.3,-1.9,14.3,4.8,1.4
https://www.boxscoregeeks.com/players/350-maurice-ager,Maurice Ager,2.0,4,29,.020,-.061,.0,-5.0,24.8,3.3,1.7
https://www.boxscoregeeks.com/players/19-matt-carroll,Matt Carroll,2.0,54,582,.121,.040,.5,-1.8,19.4,5.6,1.9
https://www.boxscoregeeks.com/players/301-matt-bonner,Matt Bonner,4.5,66,1431,.283,.104,3.1,.1,16.1,8.0,2.0
https://www.boxscoregeeks.com/players/134-matt-barnes,Matt Barnes,2.6,53,1019,.293,.212,4.5,3.5,16.8,10.7,3.3
https://www.boxscoregeeks.com/players/9-marvin-williams,Marvin Williams,3.0,65,1864,.225,.144,5.6,1.4,17.4,8.1,2.3
https://www.boxscoregeeks.com/players/191-martell-webster,Martell Webster,2.0,46,1094,.158,.077,1.7,-.7,19.9,6.4,2.3
https://www.boxscoregeeks.com/players/256-marreese-speights,Marreese Speights,4.9,64,733,.199,.019,.3,-2.5,22.5,13.7,2.0
https://www.boxscoregeeks.com/players/377-marquis-daniels,Marquis Daniels,2.8,49,938,.225,.144,2.8,1.4,13.9,5.8,3.3
https://www.boxscoregeeks.com/players/201-mario-west,Mario West,2.5,6,116,.184,.103,.2,.1,9.1,4.6,4.1
