NAME_URL,NAME,POS,G,M,AJP48,WP48,WP,POP48,PTS,REB,AST
https://www.boxscoregeeks.com/players/162-zydrunas-ilgauskas,Zydrunas Ilgauskas,5.0,78,2061,.315,.143,6.1,1.4,21.5,13.9,2.9
https://www.boxscoregeeks.com/players/4-zaza-pachulia,Zaza Pachulia,4.9,72,1994,.264,.092,3.8,-.2,21.1,12.0,2.6
https://www.boxscoregeeks.com/players/433-zach-randolph,Zach Randolph,4.2,68,2355,.221,.049,2.4,-1.6,32.8,14.0,3.0
https://www.boxscoregeeks.com/players/775-yaroslav-korolev,Yaroslav Korolev,3.5,10,41,-.033,-.157,-.1,-8.0,14.2,3.6,4.7
https://www.boxscoregeeks.com/players/417-yao-ming,Yao Ming,5.0,48,1550,.336,.164,5.3,2.0,37.2,14.0,2.9
https://www.boxscoregeeks.com/players/587-yakhouba-diawara,Yakhouba Diawara,2.5,64,1162,.024,-.052,-1.3,-4.7,11.7,4.5,2.3
https://www.boxscoregeeks.com/players/390-willie-green,Willie Green,2.0,74,1816,-.054,-.131,-4.9,-7.1,22.2,4.2,3.0
https://www.boxscoregeeks.com/players/590-will-conroy,Will Conroy,1.7,7,51,.049,-.027,.0,-3.9,0,6.5,8.4
https://www.boxscoregeeks.com/players/763-will-blalock,Will Blalock,1.0,14,166,.058,-.016,-.1,-3.6,7.2,4.3,4.9
https://www.boxscoregeeks.com/players/783-wayne-simien,Wayne Simien,4.0,8,87,.026,-.146,-.3,-7.6,12.7,6.1,2.2
https://www.boxscoregeeks.com/players/636-walter-herrmann,Walter Herrmann,4.0,48,863,.254,.083,1.5,-.5,24.6,7.7,1.4
https://www.boxscoregeeks.com/players/631-wally-szczerbiak,Wally Szczerbiak,3.0,32,900,.095,.019,.3,-2.5,25.6,5.2,2.9
https://www.boxscoregeeks.com/players/455-von-wafer,Von Wafer,2.0,1,1,-1.919,-1.996,.0,-65.1,0,0,0
https://www.boxscoregeeks.com/players/432-vladimir-radmanovic,Vladimir Radmanovic,3.8,55,986,.114,-.038,-.8,-4.3,17.6,8.8,3.2
https://www.boxscoregeeks.com/players/805-vitaly-potapenko,Vitaly Potapenko,5.0,3,13,-.768,-.940,-.3,-32.3,0,7.5,0
https://www.boxscoregeeks.com/players/261-vince-carter,Vince Carter,2.5,82,3040,.202,.125,7.9,.8,32.7,7.8,6.2
https://www.boxscoregeeks.com/players/681-viktor-khryapa,Viktor Khryapa,3.0,33,230,.125,.049,.2,-1.6,15.2,11.9,4.4
https://www.boxscoregeeks.com/players/770-vassilis-spanoulis,Vassilis Spanoulis,1.0,31,272,-.043,-.118,-.7,-6.7,15.0,3.9,4.9
https://www.boxscoregeeks.com/players/809-uros-slokar,Uros Slokar,3.0,20,72,.114,.037,.1,-1.9,25.4,9.3,.7
https://www.boxscoregeeks.com/players/160-udonis-haslem,Udonis Haslem,4.2,79,2394,.244,.072,3.6,-.8,16.9,13.1,1.9
https://www.boxscoregeeks.com/players/368-tyson-chandler,Tyson Chandler,5.0,73,2451,.465,.293,15.0,6.0,13.5,17.7,1.3
https://www.boxscoregeeks.com/players/28-tyrus-thomas,Tyrus Thomas,4.8,72,929,.279,.107,2.1,.2,19.3,13.9,2.1
https://www.boxscoregeeks.com/players/651-tyronn-lue,Tyronn Lue,1.0,56,1441,.111,.036,1.1,-2.0,21.2,3.5,6.7
