NAME_URL,NAME,POS,G,M,AJP48,WP48,WP,POP48,PTS,REB,AST
https://www.boxscoregeeks.com/players/162-zydrunas-ilgauskas,Zydrunas Ilgauskas,5.0,62,1329,.147,.007,.2,-2.9,24.9,12.1,2.5
https://www.boxscoregeeks.com/players/819-zendon-hamilton,Zendon Hamilton,5.0,54,848,.224,.084,1.5,-.5,18.3,14.3,.8
https://www.boxscoregeeks.com/players/841-zeljko-rebraca,Zeljko Rebraca,5.0,74,1179,.243,.103,2.5,.1,20.9,11.8,1.5
https://www.boxscoregeeks.com/players/433-zach-randolph,Zach Randolph,4.5,41,238,.196,.056,.3,-1.3,23.0,13.9,2.6
https://www.boxscoregeeks.com/players/1134-william-avery,William Avery,1.0,28,258,-.085,-.161,-.9,-8.1,13.2,4.5,6.7
https://www.boxscoregeeks.com/players/669-will-solomon,Will Solomon,1.0,62,881,-.040,-.116,-2.1,-6.7,17.5,3.7,5.0
https://www.boxscoregeeks.com/players/911-wesley-person,Wesley Person,2.5,78,2793,.225,.161,9.4,1.9,20.2,5.1,3.0
https://www.boxscoregeeks.com/players/936-wang-zhizhi,Wang Zhizhi,5.0,55,598,.160,.020,.3,-2.4,24.7,8.9,1.8
https://www.boxscoregeeks.com/players/839-walter-mccarty,Walter McCarty,4.5,56,718,.240,.100,1.5,.0,14.2,8.6,2.7
https://www.boxscoregeeks.com/players/1050-walt-williams,Walt Williams,3.0,48,1117,.125,.061,1.4,-1.2,19.3,7.0,3.0
https://www.boxscoregeeks.com/players/631-wally-szczerbiak,Wally Szczerbiak,2.5,82,3117,.205,.141,9.1,1.3,23.6,6.0,4.0
https://www.boxscoregeeks.com/players/823-voshon-lenard,Voshon Lenard,2.0,71,1665,.074,.010,.3,-2.8,23.4,5.3,3.7
https://www.boxscoregeeks.com/players/1144-vonteego-cummings,Vonteego Cummings,1.0,58,501,.069,-.007,-.1,-3.3,18.4,5.0,5.7
https://www.boxscoregeeks.com/players/1027-vladimir-stepania,Vladimir Stepania,5.0,67,884,.300,.160,2.9,1.9,15.5,14.7,.9
https://www.boxscoregeeks.com/players/432-vladimir-radmanovic,Vladimir Radmanovic,3.5,61,1230,.201,.099,2.5,.0,15.9,9.0,3.2
https://www.boxscoregeeks.com/players/932-vlade-divac,Vlade Divac,5.0,80,2420,.330,.190,9.6,2.8,17.6,13.3,5.9
https://www.boxscoregeeks.com/players/805-vitaly-potapenko,Vitaly Potapenko,5.0,79,1343,.274,.134,3.8,1.1,13.0,12.4,1.1
https://www.boxscoregeeks.com/players/1149-vinny-del-negro,Vinny Del Negro,2.0,2,6,-.329,-.393,.0,-15.3,16.0,0,16.0
