Text,Page_Title,Root
,Andrew Bogut Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2005-06,19,ATL,NBA,PF,79,1952,12.2,.523,.100,.476,7.3,16.5,11.8,5.2,1.3,0.9,11.4,16.9,,2.1,0.7,2.8,.069,,-1.8,-1.7,-3.5,-0.7
2006-07,20,ATL,NBA,PF,64,2179,12.2,.510,.064,.375,4.6,14.2,9.3,9.7,1.3,1.1,13.4,20.0,,0.9,1.4,2.3,.051,,-1.6,-1.5,-3.1,-0.6
2007-08,21,ATL,NBA,SF,80,2765,14.5,.540,.011,.446,5.0,14.2,9.6,8.3,1.5,0.9,10.4,20.1,,3.6,2.1,5.7,.099,,-0.9,-0.5,-1.4,0.4
2008-09,22,ATL,NBA,SF,61,2093,16.0,.569,.249,.439,6.2,15.2,10.7,6.3,1.5,1.4,8.6,18.2,,3.9,2.2,6.1,.140,,1.0,-0.2,0.8,1.5
2009-10,23,ATL,NBA,SF,81,2468,13.0,.540,.199,.324,5.0,14.8,9.8,5.6,1.4,1.4,8.7,15.5,,3.1,2.6,5.7,.112,,-0.4,0.1,-0.4,1.0
2010-11,24,ATL,NBA,SF,65,1865,13.5,.551,.205,.324,4.4,15.7,10.1,7.6,1.0,0.9,9.2,17.2,,2.3,1.7,4.0,.102,,-0.3,-0.5,-0.8,0.6
2011-12,25,ATL,NBA,SF,57,1500,15.8,.542,.317,.311,6.0,16.9,11.5,7.7,1.7,0.9,6.8,18.0,,2.7,2.1,4.9,.156,,1.1,0.2,1.3,1.2
2012-13,26,UTA,NBA,SF,73,1727,10.9,.515,.353,.211,3.7,14.3,8.9,6.9,1.1,1.7,10.5,15.1,,1.1,1.1,2.3,.063,,-0.8,-0.4,-1.2,0.4
2013-14,27,UTA,NBA,PF,66,1674,14.0,.540,.445,.139,5.5,17.9,11.5,7.7,1.7,1.5,8.7,16.7,,1.9,1.0,2.9,.084,,0.3,-0.3,0.0,0.9
2014-15,28,CHO,NBA,PF,78,2035,11.8,.541,.535,.176,3.1,18.2,10.4,7.8,1.8,1.4,10.1,13.3,,1.5,2.9,4.3,.102,,-1.4,1.4,0.0,1.0
2015-16,29,CHO,NBA,PF,81,2338,16.8,.585,.506,.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,,4.7,3.2,7.8,.161,,2.1,0.5,2.7,2.7
2016-17,30,CHO,NBA,PF,76,2295,13.7,.551,.503,.213,4.2,19.8,12.0,7.1,1.3,2.0,7.2,16.3,,2.4,2.6,5.0,.105,,-0.1,0.1,0.0,1.1
2017-18,31,CHO,NBA,PF,78,2006,13.9,.603,.542,.218,3.9,16.2,10.0,7.0,1.4,1.6,9.7,14.8,,3.1,1.9,5.0,.119,,0.6,0.3,1.0,1.5
2018-19,32,CHO,NBA,PF,75,2133,12.6,.548,.586,.132,3.8,17.1,10.3,6.1,1.6,2.5,6.4,14.9,,1.9,1.9,3.8,.086,,-0.4,0.2,-0.3,0.9
2019-20,33,TOT,NBA,PF,58,1129,11.2,.587,.584,.213,2.8,14.3,8.5,7.6,1.6,2.4,10.2,12.5,,1.1,1.3,2.4,.102,,-1.6,1.0,-0.6,0.4
2019-20,33,CHO,NBA,PF,41,808,11.8,.593,.557,.238,2.0,13.2,7.4,7.8,1.6,2.5,9.7,14.0,,0.8,0.6,1.5,.087,,-1.6,0.4,-1.3,0.1
2019-20,33,MIL,NBA,PF,17,321,9.8,.566,.684,.123,4.9,17.1,11.4,7.2,1.4,2.2,11.8,8.7,,0.3,0.6,0.9,.139,,-1.6,2.5,0.9,0.2
Career,,,NBA,,1072,30159,13.6,.548,.326,.288,4.8,16.3,10.5,7.2,1.4,1.5,9.3,16.6,,36.3,28.9,65.1,.104,,-0.3,-0.1,-0.4,12.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,ATL,NBA,,487,14822,13.8,.539,.147,.390,5.4,15.2,10.3,7.2,1.4,1.1,10.0,18.0,,18.6,13.0,31.5,.102,,-0.5,-0.6,-1.1,3.4
6 seasons,,CHO,NBA,,429,11615,13.7,.568,.534,.190,4.1,17.7,10.8,7.2,1.5,2.1,8.1,15.2,,14.3,13.1,27.5,.114,,0.1,0.5,0.6,7.5
2 seasons,,UTA,NBA,,139,3401,12.4,.528,.402,.173,4.6,16.1,10.2,7.3,1.4,1.6,9.5,15.9,,3.1,2.1,5.2,.073,,-0.2,-0.3,-0.6,1.2
1 season,,MIL,NBA,,17,321,9.8,.566,.684,.123,4.9,17.1,11.4,7.2,1.4,2.2,11.8,8.7,,0.3,0.6,0.9,.139,,-1.6,2.5,0.9,0.2",Marvin Williams Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2005-06,21,UTA,NBA,PG,80,2307,12.4,.500,.272,.168,1.8,8.4,5.1,28.6,1.4,0.6,14.4,20.3,,1.5,1.3,2.8,.059,,-0.5,-1.2,-1.7,0.2
2006-07,22,UTA,NBA,PG,80,2950,17.1,.535,.235,.273,1.7,9.3,5.5,41.6,1.4,0.4,16.9,22.2,,5.3,1.9,7.2,.117,,2.6,-1.3,1.3,2.4
2007-08,23,UTA,NBA,PG,82,3059,20.8,.595,.188,.368,1.4,8.3,4.9,43.6,1.5,0.6,17.7,23.1,,8.9,2.3,11.3,.177,,4.9,-1.1,3.8,4.5
2008-09,24,UTA,NBA,PG,68,2505,21.1,.573,.230,.390,1.1,8.1,4.6,47.8,1.5,0.6,16.5,24.7,,6.5,1.9,8.4,.160,,4.8,-0.9,4.0,3.8
2009-10,25,UTA,NBA,PG,76,2802,20.6,.574,.246,.397,2.2,10.4,6.4,44.5,1.8,0.5,16.9,23.8,,7.4,3.0,10.3,.177,,4.2,-0.4,3.8,4.1
2010-11,26,TOT,NBA,PG,65,2465,21.1,.566,.325,.423,1.9,10.9,6.3,45.9,1.7,0.5,16.6,25.8,,6.2,1.1,7.3,.142,,4.3,-1.3,3.0,3.1
2010-11,26,UTA,NBA,PG,53,2009,22.1,.587,.320,.439,1.9,10.5,6.2,43.6,1.7,0.5,16.3,26.2,,5.9,0.8,6.7,.159,,5.0,-1.2,3.7,2.9
2010-11,26,NJN,NBA,PG,12,456,17.0,.463,.349,.343,2.0,12.5,7.1,55.9,1.8,0.5,18.1,24.2,,0.3,0.3,0.6,.066,,1.4,-1.5,-0.1,0.2
2011-12,27,NJN,NBA,PG,55,1999,20.3,.527,.356,.317,1.3,9.6,5.3,46.6,1.8,0.8,16.7,30.1,,3.7,0.4,4.1,.099,,4.2,-1.9,2.3,2.2
2012-13,28,BRK,NBA,PG,78,2842,20.3,.574,.398,.328,1.2,8.5,4.8,37.5,1.4,0.8,14.5,24.4,,9.1,1.8,10.9,.184,,4.5,-0.7,3.8,4.2
2013-14,29,BRK,NBA,PG,64,2059,17.6,.564,.374,.302,0.9,8.9,4.9,32.8,2.4,0.5,15.0,21.8,,3.8,1.5,5.4,.125,,1.9,-0.7,1.2,1.7
2014-15,30,BRK,NBA,PG,68,2114,15.7,.504,.307,.313,1.5,11.0,6.3,33.7,1.6,0.6,14.9,22.3,,2.3,1.3,3.6,.083,,1.1,-0.9,0.2,1.2
2015-16,31,DAL,NBA,PG,65,2106,14.6,.530,.364,.266,1.0,8.9,5.0,29.3,1.5,0.6,14.8,22.0,,2.2,1.4,3.7,.083,,0.4,-0.7,-0.3,0.9
2016-17,32,TOT,NBA,PG,64,1657,14.0,.541,.390,.182,0.9,9.4,5.1,35.9,1.0,0.4,17.6,22.1,,1.5,0.9,2.4,.069,,0.0,-1.8,-1.8,0.1
2016-17,32,DAL,NBA,PG,40,1171,15.0,.533,.400,.185,1.2,9.3,5.1,40.1,1.1,0.2,16.7,23.7,,1.1,0.7,1.8,.073,,0.5,-1.8,-1.3,0.2
2016-17,32,CLE,NBA,PG,24,486,11.4,.566,.361,.170,0.2,9.7,5.1,25.9,0.6,1.0,20.2,18.1,,0.4,0.2,0.6,.059,,-1.2,-1.8,-3.0,-0.1
Career,,,NBA,,845,28865,18.2,.552,.301,.319,1.4,9.3,5.4,39.5,1.6,0.6,16.1,23.5,,58.4,18.9,77.3,.129,,2.9,-1.0,1.9,28.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,UTA,NBA,,439,15632,19.0,.563,.244,.342,1.7,9.1,5.4,41.8,1.5,0.5,16.6,23.3,,35.5,11.2,46.7,.143,,3.6,-1.0,2.5,17.9
5 seasons,,NJNBRK,NBA,,277,9470,18.5,.540,.362,.318,1.3,9.6,5.4,38.4,1.8,0.7,15.4,24.5,,19.2,5.4,24.6,.125,,3.0,-1.0,1.9,9.4
2 seasons,,DAL,NBA,,105,3277,14.8,.531,.377,.236,1.1,9.0,5.0,33.1,1.3,0.4,15.5,22.6,,3.3,2.2,5.4,.080,,0.4,-1.1,-0.7,1.1
1 season,,CLE,NBA,,24,486,11.4,.566,.361,.170,0.2,9.7,5.1,25.9,0.6,1.0,20.2,18.1,,0.4,0.2,0.6,.059,,-1.2,-1.8,-3.0,-0.1",Deron Williams Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2005-06,20,NOK,NBA,PG,78,2808,22.1,.546,.187,.491,2.5,14.8,8.5,38.2,3.4,0.2,13.7,22.2,,6.8,3.6,10.4,.178,,3.0,2.2,5.2,5.1
2006-07,21,NOK,NBA,PG,64,2353,22.0,.537,.164,.410,2.6,11.3,6.9,41.3,2.7,0.1,13.5,23.1,,6.2,2.6,8.8,.179,,3.6,1.4,5.0,4.2
2007-08,22,NOH,NBA,PG,80,3006,28.3,.576,.193,.302,2.4,10.3,6.2,52.2,3.9,0.1,12.1,25.7,,13.2,4.6,17.8,.284,,7.2,3.2,10.4,9.3
2008-09,23,NOH,NBA,PG,78,3002,30.0,.599,.140,.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,,13.3,5.0,18.3,.292,,7.2,3.8,11.0,9.9
2009-10,24,NOH,NBA,PG,45,1712,23.7,.584,.199,.298,1.3,11.9,6.5,45.4,2.9,0.4,13.5,22.2,,5.7,1.5,7.3,.204,,4.6,1.6,6.2,3.5
2010-11,25,NOH,NBA,PG,80,2880,23.7,.578,.197,.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,,9.5,4.4,13.9,.232,,4.4,2.8,7.1,6.7
2011-12,26,LAC,NBA,PG,60,2181,27.0,.581,.239,.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,,10.4,2.3,12.7,.278,,6.7,2.4,9.2,6.1
2012-13,27,LAC,NBA,PG,70,2335,26.4,.594,.271,.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,,10.6,3.4,13.9,.287,,6.4,2.4,8.8,6.4
2013-14,28,LAC,NBA,PG,62,2171,25.9,.580,.244,.397,2.0,11.4,6.9,48.9,3.5,0.1,12.4,23.7,,9.0,3.2,12.2,.270,,6.0,2.6,8.6,5.8
2014-15,29,LAC,NBA,PG,82,2857,26.0,.596,.298,.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,,12.9,3.2,16.1,.270,,6.4,1.6,8.0,7.2
2015-16,30,LAC,NBA,PG,74,2420,26.2,.575,.295,.294,1.8,12.0,7.0,52.7,3.1,0.4,13.4,27.1,,9.2,3.5,12.7,.253,,5.9,2.0,7.9,6.0
2016-17,31,LAC,NBA,PG,61,1921,26.2,.614,.385,.331,2.4,15.0,8.9,46.8,3.1,0.3,14.0,24.4,,7.9,2.6,10.6,.264,,6.3,2.5,8.7,5.2
2017-18,32,HOU,NBA,PG,58,1847,24.4,.604,.475,.277,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,,7.5,2.7,10.2,.265,,5.2,1.8,7.1,4.2
2018-19,33,HOU,NBA,PG,58,1857,19.7,.560,.493,.282,2.1,13.9,7.9,39.3,3.0,0.8,15.8,22.5,,4.4,2.2,6.6,.172,,2.7,1.1,3.9,2.8
2019-20,34,OKC,NBA,PG,70,2208,21.7,.610,.343,.315,1.3,15.7,8.7,34.0,2.4,0.4,13.8,23.3,,5.9,3.0,8.9,.193,,3.0,1.4,4.4,3.5
Career,,,NBA,,1020,35558,25.1,.582,.266,.349,2.2,12.8,7.5,45.6,3.3,0.3,13.2,23.9,,132.6,47.8,180.3,.243,,5.3,2.3,7.6,86.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,NOKNOH,NBA,,425,15761,25.2,.571,.178,.390,2.3,12.6,7.4,46.6,3.4,0.2,13.3,23.8,,54.8,21.6,76.4,.233,,5.1,2.6,7.7,38.6
6 seasons,,LAC,NBA,,409,13885,26.3,.589,.288,.331,2.2,11.8,7.1,47.7,3.3,0.3,12.8,24.3,,60.0,18.2,78.2,.270,,6.3,2.2,8.5,36.8
2 seasons,,HOU,NBA,,116,3704,22.0,.583,.484,.279,2.2,15.3,8.7,40.1,2.8,0.7,14.1,23.5,,11.9,4.9,16.8,.218,,4.0,1.5,5.5,7.0
1 season,,OKC,NBA,,70,2208,21.7,.610,.343,.315,1.3,15.7,8.7,34.0,2.4,0.4,13.8,23.3,,5.9,3.0,8.9,.193,,3.0,1.4,4.4,3.5",Chris Paul Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2005-06,21,CHA,NBA,PG,80,2406,14.2,.483,.307,.251,3.5,9.7,6.4,30.9,2.2,0.3,15.7,21.4,,0.8,1.8,2.6,.051,,0.2,-0.8,-0.6,0.8
2006-07,22,CHA,NBA,PG,78,2832,13.5,.481,.305,.250,2.1,9.3,5.6,32.0,2.2,0.3,16.8,21.9,,0.2,2.1,2.3,.039,,0.0,-0.7,-0.8,0.9
2007-08,23,CHA,NBA,PG,79,2972,13.8,.500,.201,.326,1.4,7.7,4.6,32.4,1.7,0.3,15.7,20.8,,2.0,1.4,3.4,.054,,-0.6,-1.5,-2.1,-0.1
2008-09,24,CHA,NBA,PG,82,3086,13.7,.483,.191,.251,2.2,10.2,6.2,31.1,2.2,0.8,15.9,21.9,,0.6,3.7,4.3,.066,,-0.6,0.4,-0.1,1.4
2009-10,25,CHA,NBA,PG,80,2643,15.2,.525,.184,.204,2.5,10.5,6.6,29.5,2.5,0.7,15.4,19.2,,2.5,4.0,6.5,.118,,0.1,1.5,1.6,2.3
2010-11,26,TOT,NBA,PGSG,75,2737,16.6,.524,.327,.240,2.0,9.2,5.6,35.8,2.3,0.3,16.6,21.6,,3.6,1.8,5.4,.094,,1.6,-1.0,0.6,1.8
2010-11,26,NYK,NBA,PG,54,2074,17.3,.524,.335,.226,2.2,8.6,5.3,37.3,2.3,0.4,16.7,22.6,,2.9,1.2,4.0,.093,,1.9,-1.5,0.4,1.3
2010-11,26,DEN,NBA,SG,21,663,14.7,.523,.299,.294,1.4,11.3,6.5,31.1,2.1,0.0,16.3,18.5,,0.7,0.6,1.3,.097,,0.4,0.6,1.0,0.5
2011-12,27,POR,NBA,PG,60,1906,13.4,.491,.316,.193,1.6,7.6,4.6,33.3,2.2,0.4,19.6,20.8,,0.7,1.0,1.7,.042,,-0.3,-1.2,-1.5,0.2
2012-13,28,NYK,NBA,PG,68,2313,15.2,.505,.293,.145,2.5,7.5,4.9,27.0,2.2,0.5,14.2,22.1,,2.5,1.7,4.2,.087,,0.9,-0.8,0.1,1.2
2013-14,29,NYK,NBA,PG,65,2017,12.9,.476,.321,.201,3.1,8.6,5.7,28.1,2.1,1.2,16.3,18.2,,1.1,1.1,2.2,.053,,-0.5,-0.7,-1.2,0.4
2014-15,30,DAL,NBA,PG,29,281,12.4,.480,.321,.142,0.8,9.4,5.1,21.9,2.0,1.2,13.8,20.7,,0.0,0.2,0.2,.039,,-1.3,-0.2,-1.4,0.0
2015-16,31,DAL,NBA,PG,80,2192,11.9,.502,.312,.258,1.8,11.1,6.5,20.3,1.6,0.6,13.7,18.4,,1.0,1.7,2.7,.059,,-1.7,0.1,-1.6,0.2
2016-17,32,LAC,NBA,PG,80,1700,10.9,.496,.280,.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,,0.2,1.8,1.9,.055,,-2.0,0.7,-1.3,0.3
2017-18,33,OKC,NBA,PG,82,1365,13.0,.494,.417,.080,2.0,11.0,6.3,22.5,1.8,1.1,11.7,20.4,,0.9,1.3,2.2,.078,,-0.3,-0.3,-0.6,0.5
2018-19,34,OKC,NBA,PG,33,379,11.2,.505,.452,.096,1.1,8.4,4.6,18.7,1.2,1.3,9.0,16.6,,0.3,0.4,0.7,.087,,-1.7,0.4,-1.3,0.1
Career,,,NBA,,971,28829,13.8,.497,.282,.218,2.2,9.4,5.8,28.9,2.1,0.6,15.5,20.4,,16.2,23.9,40.2,.067,,-0.2,-0.4,-0.6,10.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CHA,NBA,,399,13939,14.1,.493,.237,.258,2.3,9.5,5.8,31.2,2.1,0.5,15.9,21.1,,6.0,12.9,19.0,.065,,-0.2,-0.2,-0.4,5.4
3 seasons,,NYK,NBA,,187,6404,15.1,.504,.315,.188,2.6,8.2,5.3,30.7,2.2,0.7,15.6,21.1,,6.4,4.0,10.4,.078,,0.8,-1.0,-0.2,2.9
2 seasons,,OKC,NBA,,115,1744,12.6,.496,.424,.083,1.8,10.5,6.0,21.7,1.7,1.1,11.2,19.5,,1.2,1.7,2.9,.080,,-0.6,-0.2,-0.8,0.5
2 seasons,,DAL,NBA,,109,2473,11.9,.499,.313,.242,1.7,10.9,6.3,20.5,1.6,0.6,13.7,18.6,,1.0,1.9,2.9,.056,,-1.7,0.1,-1.6,0.3
1 season,,LAC,NBA,,80,1700,10.9,.496,.280,.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,,0.2,1.8,1.9,.055,,-2.0,0.7,-1.3,0.3
1 season,,POR,NBA,,60,1906,13.4,.491,.316,.193,1.6,7.6,4.6,33.3,2.2,0.4,19.6,20.8,,0.7,1.0,1.7,.042,,-0.3,-1.2,-1.5,0.2
1 season,,DEN,NBA,,21,663,14.7,.523,.299,.294,1.4,11.3,6.5,31.1,2.1,0.0,16.3,18.5,,0.7,0.6,1.3,.097,,0.4,0.6,1.0,0.5",Raymond Felton Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2005-06,19,POR,NBA,SF,61,1070,11.6,.533,.523,.204,3.2,11.5,7.3,5.5,1.1,1.0,10.2,18.7,,0.8,0.1,0.9,.039,,-0.3,-2.2,-2.5,-0.1
2006-07,20,POR,NBA,SF,82,1759,9.9,.522,.508,.268,3.0,14.2,8.5,4.9,1.1,0.9,12.1,16.7,,0.6,0.7,1.3,.036,,-0.7,-1.3,-2.0,0.0
2007-08,21,POR,NBA,SF,75,2132,12.0,.548,.483,.253,3.0,13.3,8.2,7.0,1.1,1.0,10.2,18.0,,1.8,1.7,3.5,.079,,0.1,-0.2,-0.2,1.0
2008-09,22,POR,NBA,SF,1,5,-8.4,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,,0.0,0.0,0.0,-0.204,,-9.4,-4.8,-14.2,0.0
2009-10,23,POR,NBA,SF,82,2005,12.5,.543,.520,.243,2.9,13.7,8.3,5.0,1.2,1.6,7.8,18.2,,2.4,2.0,4.4,.105,,0.3,-0.3,0.0,1.0
2010-11,24,MIN,NBA,SF,46,1094,12.4,.575,.388,.359,3.6,11.6,7.5,7.5,1.3,0.6,12.8,17.6,,1.4,0.3,1.8,.077,,-0.4,-0.9,-1.3,0.2
2011-12,25,MIN,NBA,SF,47,1140,10.0,.533,.401,.265,4.1,12.3,8.2,5.5,1.4,1.1,13.2,13.6,,0.8,0.7,1.5,.064,,-1.9,0.2,-1.6,0.1
2012-13,26,WAS,NBA,SF,76,2200,13.9,.601,.517,.311,2.7,12.2,7.4,10.7,1.2,0.6,11.1,16.9,,3.9,2.4,6.3,.138,,0.5,0.3,0.8,1.6
2013-14,27,WAS,NBA,SF,78,2157,11.5,.591,.634,.213,2.0,10.1,6.0,6.7,1.0,0.6,8.3,14.7,,3.3,1.7,5.0,.112,,-0.1,-0.3,-0.4,0.9
2014-15,28,WAS,NBA,SF,32,352,5.9,.445,.473,.703,3.3,11.3,7.4,6.7,1.0,0.2,15.6,18.2,,-0.3,0.3,0.0,.000,,-4.4,-1.2,-5.6,-0.3
Career,,,NBA,,580,13914,11.7,.556,.509,.272,2.9,12.4,7.6,6.8,1.1,0.9,10.5,16.8,,14.7,10.0,24.7,.085,,-0.3,-0.5,-0.8,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,POR,NBA,,301,6971,11.6,.538,.507,.245,3.0,13.4,8.1,5.6,1.1,1.1,10.0,17.8,,5.6,4.4,10.1,.069,,-0.1,-0.8,-1.0,1.8
3 seasons,,WAS,NBA,,186,4709,12.2,.584,.566,.295,2.4,11.2,6.7,8.6,1.1,0.6,10.3,16.0,,6.9,4.4,11.3,.116,,-0.1,-0.1,-0.2,2.1
2 seasons,,MIN,NBA,,93,2234,11.2,.557,.394,.317,3.8,12.0,7.8,6.5,1.3,0.9,13.0,15.6,,2.2,1.1,3.3,.071,,-1.2,-0.3,-1.5,0.3",Martell Webster Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2005-06,21,TOR,NBA,PF,81,2361,16.4,.521,.228,.170,9.0,18.4,13.5,6.5,1.3,2.1,8.9,21.7,,2.9,1.0,3.9,.079,,0.7,-1.6,-0.9,0.6
2006-07,22,MIL,NBA,PF,39,984,15.8,.547,.225,.232,7.3,20.1,13.6,6.1,1.3,0.9,11.3,21.8,,1.2,0.6,1.7,.085,,0.2,-1.6,-1.4,0.2
2007-08,23,MIL,NBA,PF,76,1829,14.9,.502,.227,.193,8.9,21.5,15.0,7.5,0.9,1.5,10.8,24.4,,0.9,0.9,1.7,.045,,-0.4,-2.4,-2.8,-0.3
2008-09,24,MIL,NBA,PF,78,2095,18.6,.529,.237,.220,8.3,21.6,14.7,12.4,1.2,2.2,10.4,28.5,,2.2,2.7,4.9,.112,,1.6,-0.6,1.1,1.6
2009-10,25,DET,NBA,PF,78,1848,16.0,.526,.341,.157,5.2,19.6,12.0,5.2,1.4,2.5,7.7,23.9,,2.1,1.4,3.5,.092,,0.8,-0.8,0.0,0.9
2010-11,26,DET,NBA,PF,76,1666,15.9,.553,.456,.164,3.5,18.8,10.8,5.0,1.4,2.0,8.0,23.1,,2.1,1.0,3.1,.091,,1.0,-1.4,-0.4,0.7
2011-12,27,DET,NBA,PF,13,180,16.2,.484,.495,.077,5.8,26.8,15.9,6.4,2.1,2.2,6.9,26.0,,0.1,0.3,0.4,.096,,-0.1,-0.5,-0.7,0.1
2012-13,28,DET,NBA,PF,69,1092,14.0,.481,.558,.106,5.1,20.6,12.7,8.4,1.5,2.8,7.4,21.9,,0.4,1.1,1.6,.069,,0.5,-0.5,0.0,0.6
2013-14,29,DET,NBA,PF,20,180,12.7,.469,.609,.152,3.5,17.9,10.3,5.5,1.1,2.2,6.7,25.0,,0.0,0.1,0.1,.034,,-0.6,-1.9,-2.4,0.0
2014-15,30,DAL,NBA,PF,64,678,17.4,.534,.610,.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,,0.6,0.7,1.4,.096,,2.7,-1.2,1.5,0.6
2015-16,31,DAL,NBA,PF,62,665,11.9,.473,.526,.073,4.0,21.1,12.5,6.2,1.4,1.9,8.4,25.3,,-0.6,0.8,0.2,.016,,-1.9,-0.8,-2.7,-0.1
Career,,,NBA,,656,13578,16.0,.520,.345,.167,6.7,20.1,13.2,7.2,1.3,2.1,9.0,24.1,,12.0,10.6,22.6,.080,,0.6,-1.3,-0.6,4.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DET,NBA,,256,4966,15.4,.522,.442,.145,4.6,19.8,11.8,5.9,1.4,2.4,7.7,23.3,,4.8,4.0,8.7,.085,,0.7,-1.0,-0.2,2.2
3 seasons,,MIL,NBA,,193,4908,16.6,.522,.231,.213,8.4,21.3,14.6,9.3,1.1,1.7,10.7,25.6,,4.3,4.1,8.3,.082,,0.6,-1.5,-0.8,1.4
2 seasons,,DAL,NBA,,126,1343,14.7,.505,.570,.086,4.4,20.2,12.3,5.5,1.2,2.3,7.6,26.0,,0.1,1.5,1.6,.056,,0.4,-1.0,-0.6,0.5
1 season,,TOR,NBA,,81,2361,16.4,.521,.228,.170,9.0,18.4,13.5,6.5,1.3,2.1,8.9,21.7,,2.9,1.0,3.9,.079,,0.7,-1.6,-0.9,0.6",Charlie Villanueva Stats | Basketball-Reference.com,undefined
