Text1,Text,Root
Bobby Portis,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,20,CHI,NBA,PF,62,1102,13.8,.469,.119,.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,,0.3,1.3,1.5,.066,,-1.5,-1.8,-3.3,-0.4
2016-17,21,CHI,NBA,PF,64,1000,14.9,.545,.256,.157,8.0,24.0,16.0,5.7,0.8,0.9,8.4,19.1,,1.1,1.2,2.4,.114,,-0.6,-0.9,-1.5,0.1
2017-18,22,CHI,NBA,PF,73,1643,19.7,.548,.275,.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,,2.0,1.5,3.5,.101,,2.2,-1.3,0.8,1.2
2018-19,23,TOT,NBA,PF,50,1299,16.1,.529,.304,.154,9.0,24.9,16.8,8.8,1.3,1.3,9.9,24.6,,0.5,1.1,1.6,.060,,-0.2,-2.3,-2.4,-0.1
2018-19,23,CHI,NBA,PF,22,531,17.2,.529,.266,.185,9.3,23.8,16.5,9.2,1.0,1.3,9.0,26.5,,0.3,0.4,0.7,.062,,0.5,-2.4,-1.9,0.0
2018-19,23,WAS,NBA,PF,28,768,15.3,.530,.333,.132,8.8,25.7,17.1,8.4,1.5,1.3,10.6,23.3,,0.2,0.7,0.9,.058,,-0.6,-2.2,-2.8,-0.2
2019-20,24,NYK,NBA,PF,66,1393,14.6,.530,.317,.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,,0.9,1.0,1.9,.064,,0.0,-1.1,-1.1,0.3
Career,,,NBA,,315,6437,16.1,.528,.264,.166,9.0,22.5,15.6,9.7,1.2,1.2,10.1,22.8,,4.8,6.1,10.8,.081,,0.2,-1.5,-1.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,221,4276,16.8,.527,.234,.175,10.0,22.6,16.2,9.5,1.2,1.2,9.9,23.1,,3.6,4.4,8.0,.090,,0.4,-1.5,-1.1,1.0
1 season,,NYK,NBA,,66,1393,14.6,.530,.317,.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,,0.9,1.0,1.9,.064,,0.0,-1.1,-1.1,0.3
1 season,,WAS,NBA,,28,768,15.3,.530,.333,.132,8.8,25.7,17.1,8.4,1.5,1.3,10.6,23.3,,0.2,0.7,0.9,.058,,-0.6,-2.2,-2.8,-0.2",undefined
Rondae Hollis-Jefferson,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,21,BRK,NBA,SF,29,615,14.2,.519,.101,.377,7.0,21.4,14.1,10.1,3.2,2.1,13.9,13.5,,0.5,0.7,1.2,.094,,-1.4,2.2,0.8,0.4
2016-17,22,BRK,NBA,SF,78,1761,13.7,.517,.124,.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,,0.4,2.2,2.6,.070,,-2.2,0.9,-1.3,0.3
2017-18,23,BRK,NBA,SF,68,1920,16.9,.548,.075,.436,5.5,20.0,12.7,14.2,1.6,1.9,12.3,22.2,,2.1,2.0,4.1,.103,,-0.3,0.4,0.1,1.0
2018-19,24,BRK,NBA,SF,59,1234,12.5,.464,.101,.376,7.1,19.2,13.2,11.7,1.7,1.7,10.7,21.6,,-0.5,1.7,1.2,.047,,-3.0,0.4,-2.6,-0.2
2019-20,25,TOR,NBA,PF,60,1122,15.1,.533,.070,.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,,1.4,2.0,3.4,.146,,-1.2,1.5,0.3,0.6
Career,,,NBA,,294,6652,14.7,.518,.093,.427,6.9,19.6,13.3,13.1,2.0,1.9,12.9,19.5,,4.0,8.5,12.5,.090,,-1.6,0.9,-0.7,2.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BRK,NBA,,234,5530,14.6,.516,.097,.425,6.1,20.3,13.2,13.0,2.0,1.9,12.9,20.0,,2.6,6.5,9.1,.079,,-1.7,0.8,-0.9,1.6
1 season,,TOR,NBA,,60,1122,15.1,.533,.070,.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,,1.4,2.0,3.4,.146,,-1.2,1.5,0.3,0.6",undefined
Tyus Jones,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,19,MIN,NBA,PG,37,573,11.2,.450,.340,.250,1.4,8.0,4.8,27.7,2.7,0.4,16.0,16.1,,0.0,0.3,0.3,.027,,-1.9,-0.5,-2.4,-0.1
2016-17,20,MIN,NBA,PG,60,774,13.8,.523,.403,.238,1.5,8.7,5.0,28.0,3.1,0.6,16.0,13.6,,1.0,0.6,1.5,.096,,-0.6,0.7,0.2,0.4
2017-18,21,MIN,NBA,PG,82,1467,14.1,.572,.393,.247,1.2,9.2,5.2,21.2,3.2,0.4,14.0,12.7,,2.3,1.2,3.6,.117,,-0.8,1.7,0.8,1.1
2018-19,22,MIN,NBA,PG,68,1560,13.7,.491,.283,.155,1.6,7.7,4.6,28.3,2.5,0.3,9.0,14.1,,2.1,0.9,3.0,.091,,-0.9,0.3,-0.6,0.6
2019-20,23,MEM,NBA,PG,65,1232,15.7,.532,.289,.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,,1.9,1.1,3.0,.117,,0.4,0.2,0.6,0.8
Career,,,NBA,,312,5606,14.0,.520,.328,.188,1.3,8.3,4.8,27.1,2.7,0.4,12.2,14.6,,7.3,4.1,11.4,.098,,-0.6,0.6,0.0,2.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIN,NBA,,247,4374,13.5,.515,.343,.209,1.4,8.4,4.9,25.8,2.9,0.4,12.7,13.8,,5.4,3.0,8.4,.092,,-0.9,0.7,-0.2,2.0
1 season,,MEM,NBA,,65,1232,15.7,.532,.289,.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,,1.9,1.1,3.0,.117,,0.4,0.2,0.6,0.8",undefined
Jarell Martin,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,21,MEM,NBA,PF,27,380,14.0,.534,.017,.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,,0.5,0.2,0.8,.100,,-2.0,-1.8,-3.7,-0.2
2016-17,22,MEM,NBA,PF,42,558,8.7,.477,.166,.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,,-0.2,0.8,0.6,.054,,-5.3,-0.6,-5.8,-0.5
2017-18,23,MEM,NBA,PF,73,1661,10.5,.516,.198,.234,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,,0.1,1.2,1.3,.038,,-3.3,-0.7,-4.0,-0.8
2018-19,24,ORL,NBA,PF,42,328,9.4,.528,.548,.106,3.5,20.5,11.9,7.8,0.4,2.0,9.2,15.9,,0.1,0.4,0.5,.073,,-3.7,-0.2,-3.9,-0.2
Career,,,NBA,,184,2927,10.5,.513,.210,.276,7.2,18.0,12.5,6.1,1.2,2.3,12.9,17.1,,0.6,2.7,3.2,.053,,-3.5,-0.8,-4.3,-1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MEM,NBA,,142,2599,10.6,.511,.164,.299,7.7,17.7,12.5,5.9,1.3,2.3,13.3,17.3,,0.5,2.3,2.7,.051,,-3.5,-0.8,-4.3,-1.5
1 season,,ORL,NBA,,42,328,9.4,.528,.548,.106,3.5,20.5,11.9,7.8,0.4,2.0,9.2,15.9,,0.1,0.4,0.5,.073,,-3.7,-0.2,-3.9,-0.2",undefined
Jarell Martin,,
Larry Nance Jr.,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,23,LAL,NBA,PF,63,1266,13.4,.544,.033,.157,8.3,18.6,13.3,5.7,2.1,1.4,11.3,12.6,,1.3,0.9,2.2,.083,,-1.7,0.2,-1.5,0.2
2016-17,24,LAL,NBA,PF,63,1442,15.7,.567,.100,.222,8.8,19.6,14.0,9.7,2.8,2.2,12.4,13.4,,2.1,1.5,3.5,.118,,-0.6,1.2,0.6,1.0
2017-18,25,TOT,NBA,C,66,1421,20.2,.605,.029,.332,12.4,22.0,17.3,8.6,3.0,2.2,9.7,15.9,,3.5,2.3,5.8,.196,,0.9,1.5,2.4,1.6
2017-18,25,LAL,NBA,C,42,922,19.4,.618,.016,.344,12.6,20.2,16.4,9.2,3.1,1.8,12.3,15.3,,2.1,1.5,3.7,.191,,0.6,1.8,2.4,1.0
2017-18,25,CLE,NBA,C,24,499,21.5,.585,.050,.313,12.1,25.5,18.9,7.6,2.8,3.1,5.2,17.0,,1.4,0.7,2.1,.206,,1.5,0.7,2.2,0.5
2018-19,26,CLE,NBA,C,67,1795,18.6,.583,.205,.280,10.0,24.9,17.1,17.8,2.8,1.9,15.3,15.5,,3.3,1.6,4.9,.131,,1.0,1.4,2.4,2.0
2019-20,27,CLE,NBA,PF,56,1472,17.3,.608,.369,.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,,2.8,1.1,3.9,.128,,1.4,0.4,1.7,1.4
Career,,,NBA,,315,7396,17.2,.584,.159,.238,9.5,21.8,15.5,11.3,2.5,1.8,12.2,14.6,,13.0,7.4,20.4,.132,,0.3,1.0,1.2,6.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,168,3630,15.8,.574,.055,.234,9.6,19.4,14.3,8.2,2.6,1.8,12.0,13.6,,5.5,3.9,9.4,.124,,-0.7,1.0,0.3,2.2
3 seasons,,CLE,NBA,,147,3766,18.5,.593,.248,.241,9.4,24.2,16.7,14.3,2.4,1.8,12.4,15.6,,7.5,3.5,11.0,.140,,1.2,0.9,2.1,4.0",undefined
R.J. Hunter,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,22,BOS,NBA,SG,36,315,7.7,.480,.643,.071,0.7,12.0,6.2,5.9,2.2,1.0,9.8,15.1,,-0.1,0.4,0.3,.045,,-3.1,1.0,-2.1,0.0
2016-17,23,CHI,NBA,SG,3,9,-3.2,.000,1.000,.000,0.0,12.1,6.0,0.0,0.0,0.0,0.0,4.8,,0.0,0.0,0.0,-0.088,,-7.8,-1.2,-9.0,0.0
2017-18,24,HOU,NBA,SG,5,45,8.5,.455,.700,.100,0.0,12.4,6.3,10.3,3.3,0.0,8.7,22.5,,0.0,0.1,0.0,.022,,-5.2,1.9,-3.3,0.0
2018-19,25,BOS,NBA,SG,1,26,21.5,.612,.769,.154,4.1,8.2,6.2,18.0,1.9,0.0,0.0,23.0,,0.1,0.0,0.1,.226,,3.2,0.4,3.6,0.0
Career,,,NBA,,45,395,8.4,.486,.667,.083,0.8,11.8,6.2,7.1,2.2,0.8,8.7,16.3,,-0.1,0.5,0.4,.051,,-3.0,1.0,-2.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,BOS,NBA,,37,341,8.8,.496,.658,.081,0.9,11.7,6.2,6.8,2.1,0.9,8.7,15.7,,0.0,0.4,0.4,.059,,-2.6,0.9,-1.7,0.0
1 season,,HOU,NBA,,5,45,8.5,.455,.700,.100,0.0,12.4,6.3,10.3,3.3,0.0,8.7,22.5,,0.0,0.1,0.0,.022,,-5.2,1.9,-3.3,0.0
1 season,,CHI,NBA,,3,9,-3.2,.000,1.000,.000,0.0,12.1,6.0,0.0,0.0,0.0,0.0,4.8,,0.0,0.0,0.0,-0.088,,-7.8,-1.2,-9.0,0.0",undefined
Chris McCullough,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,20,BRK,NBA,PF,24,362,12.2,.470,.312,.211,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,,-0.1,0.4,0.3,.043,,-2.7,0.4,-2.4,0.0
2016-17,21,TOT,NBA,PF,16,80,15.2,.526,.219,.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,,0.1,0.1,0.1,.072,,-1.2,-2.4,-3.6,0.0
2016-17,21,BRK,NBA,PF,14,72,16.8,.541,.194,.097,13.4,11.6,12.5,4.9,0.7,2.1,5.8,20.4,,0.1,0.0,0.1,.098,,-0.2,-2.8,-3.0,0.0
2016-17,21,WAS,NBA,PF,2,8,1.1,.266,1.000,2.000,0.0,28.1,14.1,0.0,6.2,0.0,34.7,15.7,,0.0,0.0,0.0,-0.162,,-9.9,0.8,-9.1,0.0
2017-18,22,WAS,NBA,PF,19,90,15.8,.478,.190,.333,8.8,22.6,15.7,7.1,0.0,4.9,4.0,24.6,,0.1,0.1,0.2,.081,,-0.3,-1.5,-1.8,0.0
Career,,,NBA,,59,532,13.2,.481,.268,.230,8.5,15.1,11.7,4.4,2.8,2.9,9.0,18.4,,0.0,0.6,0.6,.054,,-2.1,-0.4,-2.5,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,BRK,NBA,,38,434,12.9,.485,.286,.186,8.6,13.3,10.9,3.9,3.4,2.6,10.1,17.1,,0.0,0.5,0.5,.052,,-2.3,-0.2,-2.5,-0.1
2 seasons,,WAS,NBA,,21,98,14.6,.470,.209,.372,8.1,23.0,15.6,6.5,0.5,4.5,5.7,23.9,,0.0,0.1,0.1,.061,,-1.1,-1.3,-2.4,0.0",undefined
Kevon Looney,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,19,GSW,NBA,PF,5,21,18.6,.643,.286,.000,21.8,29.1,25.6,0.0,0.0,0.0,12.5,16.5,,0.1,0.0,0.1,.192,,1.6,-4.1,-2.5,0.0
2016-17,20,GSW,NBA,C,53,447,13.6,.553,.084,.318,11.5,18.5,15.2,8.5,1.6,3.0,12.2,13.4,,0.7,0.8,1.4,.155,,-2.4,0.7,-1.7,0.0
2017-18,21,GSW,NBA,C,66,910,14.8,.588,.026,.399,11.0,15.2,13.2,6.0,1.8,4.9,12.0,12.4,,1.5,1.3,2.8,.145,,-1.2,1.0,-0.2,0.4
2018-19,22,GSW,NBA,C,80,1481,17.3,.636,.029,.303,14.6,15.4,15.0,10.9,1.5,3.0,11.5,12.8,,4.2,1.8,6.0,.194,,0.1,0.4,0.5,0.9
2019-20,23,GSW,NBA,C,20,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,,-0.2,0.2,0.0,.006,,-4.8,-0.8,-5.6,-0.2
Career,,,NBA,,224,3121,15.4,.587,.055,.311,12.9,15.9,14.5,9.0,1.6,3.4,11.8,13.1,,6.2,4.1,10.3,.158,,-1.1,0.5,-0.5,1.1",undefined
Cedi Osman,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,22,CLE,NBA,SF,61,672,11.0,.577,.468,.247,3.2,16.6,10.0,8.7,1.6,0.4,13.4,15.7,,0.5,0.4,0.9,.064,,-2.1,-0.7,-2.9,-0.1
2018-19,23,CLE,NBA,SF,76,2444,11.5,.536,.443,.214,2.0,14.8,8.1,12.1,1.2,0.4,11.0,18.6,,1.2,0.2,1.5,.029,,-1.4,-1.8,-3.2,-0.8
2019-20,24,CLE,NBA,SF,65,1910,10.7,.552,.527,.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,,1.0,0.6,1.6,.040,,-1.7,-0.9,-2.6,-0.3
Career,,,NBA,,202,5026,11.1,.547,.477,.196,2.2,13.7,7.8,11.5,1.3,0.5,11.7,17.4,,2.7,1.2,4.0,.038,,-1.6,-1.3,-2.9,-1.2",undefined
Montrezl Harrell,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,22,HOU,NBA,PF,39,379,14.6,.635,.011,.511,7.2,11.7,9.5,7.2,1.4,2.4,13.4,14.5,,0.7,0.2,0.9,.118,,-0.5,-0.1,-0.6,0.1
2016-17,23,HOU,NBA,C,58,1064,19.2,.662,.020,.351,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,,3.1,1.0,4.1,.183,,0.9,0.1,1.0,0.8
2017-18,24,LAC,NBA,C,76,1293,24.7,.647,.013,.405,8.9,17.0,13.0,10.1,1.4,3.4,9.5,23.8,,4.3,1.3,5.5,.205,,3.1,0.2,3.3,1.7
2018-19,25,LAC,NBA,C,82,2158,23.4,.636,.019,.466,9.3,16.7,13.1,12.5,1.6,4.0,11.0,23.5,,6.1,2.6,8.7,.193,,2.6,0.7,3.3,2.9
2019-20,26,LAC,NBA,C,63,1749,23.2,.607,.022,.432,9.9,16.3,13.2,10.3,1.1,3.6,10.1,25.7,,4.4,2.5,7.0,.191,,2.5,0.5,2.9,2.2
Career,,,NBA,,318,6643,22.4,.633,.019,.430,9.1,16.0,12.6,10.7,1.3,3.6,10.4,22.7,,18.6,7.6,26.1,.189,,2.2,0.4,2.6,7.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAC,NBA,,221,5200,23.6,.628,.019,.439,9.4,16.7,13.1,11.2,1.3,3.7,10.3,24.3,,14.8,6.4,21.2,.195,,2.7,0.5,3.2,6.8
2 seasons,,HOU,NBA,,97,1443,18.0,.656,.018,.384,8.0,13.5,10.8,9.0,1.0,3.0,10.7,16.8,,3.8,1.2,5.0,.166,,0.6,0.0,0.6,0.9",undefined
Jordan Mickey,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,21,BOS,NBA,PF,16,57,15.3,.398,.000,.455,11.0,13.3,12.1,2.6,0.0,15.1,3.6,20.5,,0.0,0.1,0.1,.068,,-2.6,1.1,-1.5,0.0
2016-17,22,BOS,NBA,PF,25,141,9.8,.473,.029,.412,10.4,16.4,13.4,7.1,1.1,3.5,18.3,15.5,,-0.1,0.2,0.1,.036,,-3.9,-0.8,-4.7,-0.1
2017-18,23,MIA,NBA,PF,23,284,10.6,.515,.195,.232,7.1,24.9,16.0,4.8,1.1,3.0,16.6,17.1,,-0.1,0.4,0.3,.054,,-5.2,-0.3,-5.6,-0.3
Career,,,NBA,,64,482,10.9,.484,.123,.312,8.5,21.1,14.8,5.2,0.9,4.6,15.1,17.0,,-0.2,0.7,0.5,.050,,-4.6,-0.3,-4.8,-0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,BOS,NBA,,41,198,11.4,.443,.018,.429,10.5,15.5,13.0,5.8,0.8,6.8,13.1,16.9,,-0.1,0.3,0.2,.045,,-3.6,-0.2,-3.8,-0.1
1 season,,MIA,NBA,,23,284,10.6,.515,.195,.232,7.1,24.9,16.0,4.8,1.1,3.0,16.6,17.1,,-0.1,0.4,0.3,.054,,-5.2,-0.3,-5.6,-0.3",undefined
Anthony Brown,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,23,LAL,NBA,SF,29,599,4.9,.427,.556,.159,1.6,11.3,6.3,4.8,1.2,0.7,10.0,11.0,,-0.4,0.1,-0.3,-0.024,,-4.5,-1.0,-5.5,-0.5
2016-17,24,TOT,NBA,SF,11,159,7.2,.430,.540,.000,5.3,16.9,11.0,7.6,1.5,0.5,10.7,15.6,,-0.2,0.2,0.0,.001,,-4.5,0.1,-4.4,-0.1
2016-17,24,NOP,NBA,SF,9,143,5.9,.415,.585,.000,4.4,14.8,9.6,5.9,1.7,0.6,10.9,14.2,,-0.2,0.2,0.0,-0.007,,-5.0,0.5,-4.5,-0.1
2016-17,24,ORL,NBA,SF,2,16,18.5,.500,.333,.000,13.2,35.0,23.8,23.0,0.0,0.0,10.0,27.5,,0.0,0.0,0.0,.076,,-0.1,-3.1,-3.2,0.0
2017-18,25,MIN,NBA,SF,1,4,41.9,1.500,1.000,.000,0.0,0.0,0.0,41.7,0.0,0.0,0.0,11.1,,0.0,0.0,0.0,.571,,26.2,4.3,30.5,0.0
Career,,,NBA,,41,762,5.6,.433,.554,.113,2.3,12.4,7.2,5.6,1.2,0.6,10.2,12.0,,-0.5,0.2,-0.2,-0.016,,-4.3,-0.8,-5.1,-0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAL,NBA,,29,599,4.9,.427,.556,.159,1.6,11.3,6.3,4.8,1.2,0.7,10.0,11.0,,-0.4,0.1,-0.3,-0.024,,-4.5,-1.0,-5.5,-0.5
1 season,,NOP,NBA,,9,143,5.9,.415,.585,.000,4.4,14.8,9.6,5.9,1.7,0.6,10.9,14.2,,-0.2,0.2,0.0,-0.007,,-5.0,0.5,-4.5,-0.1
1 season,,ORL,NBA,,2,16,18.5,.500,.333,.000,13.2,35.0,23.8,23.0,0.0,0.0,10.0,27.5,,0.0,0.0,0.0,.076,,-0.1,-3.1,-3.2,0.0
1 season,,MIN,NBA,,1,4,41.9,1.500,1.000,.000,0.0,0.0,0.0,41.7,0.0,0.0,0.0,11.1,,0.0,0.0,0.0,.571,,26.2,4.3,30.5,0.0",undefined
Willy Hernangómez,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2016-17,22,NYK,NBA,C,72,1324,19.0,.564,.032,.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,,1.8,1.6,3.4,.123,,0.3,-0.5,-0.3,0.6
2017-18,23,TOT,NBA,C,48,495,21.2,.604,.073,.549,13.3,27.2,20.2,10.5,1.8,2.7,14.7,21.0,,1.1,0.7,1.8,.174,,0.9,0.5,1.4,0.4
2017-18,23,NYK,NBA,C,26,233,16.9,.595,.062,.346,10.5,21.3,15.9,14.3,1.7,2.6,21.8,22.4,,0.1,0.3,0.3,.069,,-1.1,0.8,-0.3,0.1
2017-18,23,CHO,NBA,C,22,262,25.0,.612,.084,.747,15.8,32.4,24.0,7.1,1.9,2.9,7.5,19.7,,1.0,0.4,1.5,.266,,2.7,0.1,2.8,0.3
2018-19,24,CHO,NBA,C,58,812,20.4,.587,.132,.488,15.3,26.3,20.7,11.5,1.0,2.1,13.9,22.1,,1.8,0.8,2.6,.153,,1.1,-1.1,-0.1,0.4
2019-20,25,CHO,NBA,C,31,375,19.2,.576,.158,.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,,0.4,0.4,0.8,.107,,0.6,-0.5,0.1,0.2
Career,,,NBA,,209,3006,19.7,.579,.083,.393,13.9,26.9,20.3,11.6,1.4,2.2,15.2,21.2,,5.1,3.5,8.6,.137,,0.6,-0.5,0.1,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CHO,NBA,,111,1449,20.9,.589,.132,.513,14.5,27.7,21.0,11.2,1.2,2.2,13.3,21.9,,3.2,1.6,4.9,.162,,1.2,-0.8,0.5,0.9
2 seasons,,NYK,NBA,,98,1557,18.6,.569,.037,.280,13.3,26.2,19.7,11.9,1.6,2.3,17.0,20.6,,1.9,1.8,3.7,.115,,0.1,-0.3,-0.3,0.7",undefined
Rakeem Christmas,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,24,IND,NBA,PF,1,6,32.0,1.000,.000,.000,18.3,0.0,9.1,0.0,0.0,0.0,0.0,14.7,,0.0,0.0,0.0,.343,,5.6,0.9,6.5,0.0
2016-17,25,IND,NBA,PF,29,219,10.4,.529,.000,.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,,0.3,0.2,0.5,.099,,-4.0,-1.0,-5.0,-0.2
Career,,,NBA,,30,225,11.0,.545,.000,.644,13.6,14.8,14.2,2.5,0.7,2.3,12.2,13.1,,0.3,0.2,0.5,.105,,-3.8,-0.9,-4.7,-0.2",undefined
