Text,Text1
,Yao Ming
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,21,CHI,NBA,PG,75,1961,12.2,.472,.295,.235,1.5,9.3,5.5,29.2,2.3,0.6,18.4,21.0,,-0.5,1.3,0.8,.020,,-1.3,-0.8,-2.0,0.0
Career,,,NBA,,75,1961,12.2,.472,.295,.235,1.5,9.3,5.5,29.2,2.3,0.6,18.4,21.0,,-0.5,1.3,0.8,.020,,-1.3,-0.8,-2.0,0.0",
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,22,GSW,NBA,SF,82,1305,12.5,.505,.360,.240,5.4,11.9,8.7,12.6,2.1,1.0,15.7,17.8,,1.1,0.4,1.5,.055,,-0.3,-0.5,-0.8,0.4
2003-04,23,GSW,NBA,SF,75,2336,15.1,.547,.353,.257,4.2,17.2,10.7,16.1,1.6,0.4,15.1,18.6,,3.0,2.2,5.2,.107,,1.0,0.3,1.3,2.0
2004-05,24,GSW,NBA,SF,79,2570,14.5,.539,.305,.190,3.9,15.0,9.2,13.1,1.6,0.7,11.9,19.1,,2.7,2.2,4.9,.091,,0.2,-0.1,0.1,1.4
2005-06,25,GSW,NBA,SF,81,2578,12.5,.503,.319,.309,3.3,14.2,8.6,15.0,1.2,0.9,11.5,18.1,,1.9,2.3,4.2,.077,,-0.7,0.0,-0.7,0.9
2006-07,26,TOT,NBA,PFSG,82,2580,14.1,.542,.264,.316,3.6,15.5,9.4,14.2,1.6,0.6,13.3,19.0,,2.6,2.5,5.1,.095,,-0.3,0.3,0.0,1.3
2006-07,26,GSW,NBA,PF,39,1051,14.6,.538,.281,.273,4.1,15.7,9.8,16.7,1.8,0.9,14.6,19.7,,1.0,0.9,1.9,.086,,0.1,0.2,0.3,0.6
2006-07,26,IND,NBA,SG,43,1529,13.8,.544,.250,.350,3.3,15.4,9.2,12.4,1.6,0.5,12.3,18.5,,1.6,1.6,3.2,.102,,-0.6,0.3,-0.2,0.7
2007-08,27,IND,NBA,SG,82,2953,17.3,.605,.348,.361,2.1,13.7,7.8,16.1,1.4,0.8,12.8,21.8,,5.9,2.6,8.5,.138,,1.9,-0.2,1.7,2.8
2008-09,28,IND,NBA,SG,18,495,14.4,.520,.388,.280,3.1,12.1,7.6,14.2,1.2,1.3,12.7,26.3,,0.1,0.4,0.5,.048,,0.5,-1.4,-1.0,0.1
2009-10,29,IND,NBA,SF,67,1486,13.1,.531,.423,.283,1.8,15.6,8.7,11.3,1.3,0.7,10.3,20.7,,0.8,1.5,2.3,.075,,-0.5,-0.4,-0.8,0.4
2010-11,30,IND,NBA,SG,61,1683,14.6,.593,.488,.240,1.9,16.2,9.1,10.1,1.2,1.3,10.7,16.9,,2.6,1.9,4.5,.129,,1.1,0.4,1.6,1.5
2011-12,31,MIL,NBA,SF,55,1445,16.6,.597,.413,.284,2.2,13.7,7.8,13.0,1.0,0.4,9.3,19.0,,3.5,0.9,4.4,.146,,2.3,-0.9,1.4,1.3
2012-13,32,MIL,NBA,SF,75,1943,13.6,.577,.479,.205,1.7,14.9,8.0,11.5,1.0,1.3,11.7,17.3,,2.7,1.7,4.4,.109,,0.5,-0.2,0.4,1.2
2013-14,33,CHI,NBA,SF,82,2584,12.6,.549,.419,.212,2.1,13.0,7.6,12.3,1.3,1.4,11.3,17.0,,2.4,4.1,6.5,.121,,-0.3,1.1,0.8,1.8
2014-15,34,CHI,NBA,SF,63,1838,11.6,.573,.547,.181,1.7,12.7,7.3,9.7,1.1,0.8,10.4,14.2,,2.4,1.7,4.1,.108,,-0.3,0.2,0.0,0.9
2015-16,35,CHI,NBA,SF,31,703,9.1,.543,.527,.197,1.2,11.0,6.2,8.1,1.0,1.0,11.3,14.4,,0.4,0.5,0.9,.063,,-2.6,-0.9,-3.5,-0.3
2016-17,36,TOT,NBA,SF,53,841,10.1,.573,.609,.205,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14.0,,0.8,0.7,1.5,.086,,-1.3,-0.1,-1.4,0.1
2016-17,36,CLE,NBA,SF,23,366,7.6,.539,.633,.211,1.6,12.3,7.1,7.5,0.8,0.4,12.5,13.7,,0.1,0.2,0.3,.041,,-2.7,-0.4,-3.1,-0.1
2016-17,36,ATL,NBA,SF,30,475,11.9,.597,.592,.200,3.1,12.5,7.9,9.5,0.9,0.9,9.0,14.3,,0.7,0.5,1.2,.120,,-0.3,0.2,-0.1,0.2
Career,,,NBA,,986,27340,13.9,.555,.388,.261,2.8,14.3,8.5,13.0,1.3,0.9,12.1,18.3,,33.1,25.5,58.5,.103,,0.3,0.0,0.3,15.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,GSW,NBA,,356,9840,13.9,.527,.323,.251,4.0,15.0,9.4,14.6,1.6,0.7,13.3,18.6,,9.7,8.0,17.6,.086,,0.1,0.0,0.1,5.2
5 seasons,,IND,NBA,,271,8146,15.1,.572,.375,.316,2.3,14.8,8.5,13.2,1.4,0.9,11.9,20.2,,11.1,7.9,19.1,.112,,0.8,-0.1,0.7,5.5
3 seasons,,CHI,NBA,,176,5125,11.7,.556,.475,.200,1.8,12.6,7.3,10.8,1.2,1.1,11.0,15.6,,5.2,6.3,11.5,.108,,-0.6,0.5,-0.1,2.4
2 seasons,,MIL,NBA,,130,3388,14.9,.586,.449,.240,1.9,14.4,7.9,12.2,1.0,0.9,10.6,18.0,,6.3,2.5,8.8,.125,,1.3,-0.5,0.8,2.4
1 season,,ATL,NBA,,30,475,11.9,.597,.592,.200,3.1,12.5,7.9,9.5,0.9,0.9,9.0,14.3,,0.7,0.5,1.2,.120,,-0.3,0.2,-0.1,0.2
1 season,,CLE,NBA,,23,366,7.6,.539,.633,.211,1.6,12.3,7.1,7.5,0.8,0.4,12.5,13.7,,0.1,0.2,0.3,.041,,-2.7,-0.4,-3.1,-0.1",Mike Dunleavy
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,21,TOT,NBA,PFSF,70,1873,15.0,.503,.062,.273,9.8,17.7,13.7,7.8,1.5,1.3,14.7,24.5,,0.4,1.3,1.7,.043,,-1.1,-1.9,-3.0,-0.4
2002-03,21,MEM,NBA,SF,51,1329,13.8,.486,.080,.229,9.0,15.9,12.5,8.3,1.5,1.1,14.2,25.0,,-0.3,0.7,0.4,.015,,-1.4,-1.9,-3.3,-0.4
2002-03,21,ORL,NBA,PF,19,544,18.0,.548,.010,.398,11.9,22.1,16.8,6.6,1.4,1.8,16.0,23.1,,0.7,0.6,1.3,.112,,-0.3,-1.7,-2.0,0.0
2003-04,22,ORL,NBA,PF,79,2134,15.6,.484,.051,.316,8.3,19.3,13.7,7.5,1.5,2.4,11.8,22.7,,1.0,0.9,1.9,.043,,-0.8,-1.7,-2.5,-0.2
2004-05,23,CLE,NBA,PF,82,2523,19.7,.548,.030,.329,9.5,26.1,17.6,9.1,1.6,2.2,11.0,21.7,,4.7,3.8,8.5,.163,,1.6,0.0,1.6,2.3
2005-06,24,CLE,NBA,PF,79,2174,17.6,.552,.005,.396,12.8,23.5,18.1,4.4,1.3,1.7,12.2,18.6,,3.6,2.9,6.6,.145,,0.5,-0.8,-0.2,1.0
2006-07,25,CLE,NBA,PF,80,2238,16.5,.508,.008,.254,13.3,22.3,17.7,6.7,1.7,1.0,11.7,20.0,,2.4,4.1,6.5,.139,,-0.2,0.0,-0.2,1.0
2007-08,26,TOT,NBA,PF,69,2122,13.8,.495,.008,.291,9.1,23.0,15.8,6.5,1.2,2.0,12.8,20.3,,0.5,2.8,3.3,.074,,-2.1,-0.7,-2.8,-0.4
2007-08,26,CLE,NBA,PF,51,1564,12.5,.487,.006,.289,8.3,23.0,15.4,5.4,1.2,1.5,13.4,19.7,,-0.1,2.1,2.0,.060,,-2.7,-0.7,-3.5,-0.6
2007-08,26,CHI,NBA,PF,18,558,17.4,.514,.014,.295,11.3,22.8,16.9,9.7,1.2,3.2,11.2,21.9,,0.6,0.8,1.3,.114,,-0.4,-0.5,-0.9,0.1
2008-09,27,TOT,NBA,PF,51,1264,16.3,.526,.008,.308,10.4,22.6,16.6,6.3,1.2,1.0,11.7,23.5,,1.1,1.6,2.7,.102,,-1.0,-0.8,-1.8,0.1
2008-09,27,CHI,NBA,PF,31,918,15.3,.514,.009,.276,10.3,22.8,16.6,7.7,1.5,1.1,12.6,21.9,,0.6,1.1,1.7,.090,,-1.3,-0.5,-1.8,0.0
2008-09,27,SAC,NBA,PF,1,26,18.7,.607,.000,.222,13.4,45.2,29.2,13.8,0.0,0.0,23.3,22.2,,0.0,0.0,0.0,.082,,1.0,-1.4,-0.4,0.0
2008-09,27,SAS,NBA,PF,19,320,18.8,.550,.007,.393,10.6,20.2,15.5,1.7,0.7,0.9,8.6,28.2,,0.5,0.5,0.9,.139,,-0.4,-1.5,-1.9,0.0
2009-10,28,TOT,NBA,CPF,70,1755,16.9,.547,.013,.359,13.7,21.9,17.8,4.4,1.2,2.5,13.4,21.0,,2.3,2.2,4.4,.121,,-1.2,-1.0,-2.1,-0.1
2009-10,28,DAL,NBA,C,46,1030,16.1,.528,.018,.342,13.9,21.2,17.6,4.0,1.3,3.6,12.7,19.8,,1.1,1.6,2.7,.125,,-1.8,-0.4,-2.3,-0.1
2009-10,28,LAC,NBA,PF,24,725,18.0,.572,.008,.380,13.4,22.8,18.1,5.0,1.1,0.8,14.3,22.6,,1.1,0.6,1.7,.114,,-0.2,-1.7,-1.9,0.0
2010-11,29,MIL,NBA,PF,35,860,15.9,.487,.055,.282,9.6,22.9,16.1,10.3,1.3,1.6,10.2,24.6,,0.3,1.5,1.8,.101,,-1.2,0.2,-1.0,0.2
2011-12,30,MIL,NBA,C,56,1469,18.8,.512,.084,.317,9.5,18.0,13.6,16.5,1.6,1.7,12.7,25.7,,2.0,1.5,3.6,.116,,1.5,-0.6,1.0,1.1
2012-13,31,MIL,NBA,C,16,151,7.7,.382,.082,.262,8.9,13.3,11.0,6.1,1.7,2.9,11.7,22.2,,-0.3,0.2,-0.1,-0.034,,-6.1,-0.6,-6.7,-0.2
2013-14,32,WAS,NBA,C,22,395,18.4,.591,.119,.189,10.7,23.0,16.7,6.3,1.3,1.5,9.9,19.7,,0.9,0.6,1.4,.173,,0.6,-0.2,0.4,0.2
2014-15,33,WAS,NBA,PF,51,864,11.9,.469,.214,.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17.0,,0.5,1.2,1.7,.094,,-1.5,0.1,-1.4,0.1
2015-16,34,WAS,NBA,PF,30,305,7.5,.376,.398,.136,10.1,21.3,15.6,6.0,1.3,2.9,10.6,17.5,,-0.4,0.4,0.0,-0.005,,-5.0,-1.3,-6.3,-0.3
Career,,,NBA,,790,20127,16.3,.514,.046,.301,10.6,21.7,16.1,7.6,1.4,1.8,12.1,21.6,,18.9,25.0,43.9,.105,,-0.5,-0.7,-1.2,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CLE,NBA,,292,8499,17.0,.528,.014,.316,11.1,23.9,17.4,6.6,1.5,1.6,11.9,20.1,,10.7,12.9,23.5,.133,,0.1,-0.3,-0.3,3.7
3 seasons,,MIL,NBA,,107,2480,17.1,.496,.074,.302,9.5,19.4,14.3,13.7,1.5,1.8,11.8,25.1,,2.0,3.2,5.3,.102,,0.1,-0.3,-0.2,1.2
3 seasons,,WAS,NBA,,103,1564,12.7,.484,.224,.163,10.0,20.6,15.3,7.5,1.3,1.4,9.4,17.8,,1.0,2.1,3.1,.095,,-1.7,-0.3,-1.9,0.0
2 seasons,,ORL,NBA,,98,2678,16.1,.497,.043,.332,9.0,19.9,14.3,7.3,1.5,2.3,12.7,22.8,,1.6,1.5,3.2,.057,,-0.7,-1.7,-2.4,-0.2
1 season,,MEM,NBA,,51,1329,13.8,.486,.080,.229,9.0,15.9,12.5,8.3,1.5,1.1,14.2,25.0,,-0.3,0.7,0.4,.015,,-1.4,-1.9,-3.3,-0.4
2 seasons,,CHI,NBA,,49,1476,16.1,.514,.011,.283,10.7,22.8,16.7,8.4,1.4,1.9,12.1,21.9,,1.2,1.9,3.0,.099,,-1.0,-0.5,-1.5,0.2
1 season,,DAL,NBA,,46,1030,16.1,.528,.018,.342,13.9,21.2,17.6,4.0,1.3,3.6,12.7,19.8,,1.1,1.6,2.7,.125,,-1.8,-0.4,-2.3,-0.1
1 season,,LAC,NBA,,24,725,18.0,.572,.008,.380,13.4,22.8,18.1,5.0,1.1,0.8,14.3,22.6,,1.1,0.6,1.7,.114,,-0.2,-1.7,-1.9,0.0
1 season,,SAS,NBA,,19,320,18.8,.550,.007,.393,10.6,20.2,15.5,1.7,0.7,0.9,8.6,28.2,,0.5,0.5,0.9,.139,,-0.4,-1.5,-1.9,0.0
1 season,,SAC,NBA,,1,26,18.7,.607,.000,.222,13.4,45.2,29.2,13.8,0.0,0.0,23.3,22.2,,0.0,0.0,0.0,.082,,1.0,-1.4,-0.4,0.0",Drew Gooden
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,19,DEN,NBA,SF,81,1320,4.9,.374,.387,.165,5.4,10.8,8.0,11.6,1.2,1.8,16.6,17.0,,-2.3,1.3,-1.0,-0.035,,-4.9,-0.7,-5.5,-1.2
2003-04,20,DEN,NBA,PF,39,307,7.1,.393,.090,.238,8.7,14.6,11.6,5.2,1.0,1.8,11.2,21.7,,-0.3,0.3,-0.1,-0.012,,-5.2,-1.4,-6.6,-0.4
2004-05,21,TOT,NBA,PF,35,220,2.7,.324,.230,.095,6.3,15.1,10.6,6.9,1.9,3.7,19.8,19.4,,-0.8,0.3,-0.5,-0.109,,-8.2,0.2,-8.0,-0.3
2004-05,21,DEN,NBA,PF,23,158,2.5,.314,.137,.137,8.1,13.1,10.6,3.8,2.6,3.8,20.6,19.2,,-0.6,0.3,-0.4,-0.109,,-8.4,0.4,-8.1,-0.2
2004-05,21,GSW,NBA,PF,12,62,3.1,.348,.435,.000,1.7,20.2,10.5,14.9,0.0,3.4,17.9,20.0,,-0.2,0.1,-0.1,-0.108,,-7.6,-0.2,-7.8,-0.1
2005-06,22,TOT,NBA,PFSF,17,99,8.3,.417,.081,.378,10.3,14.4,12.4,4.2,0.5,1.4,12.2,22.4,,-0.1,0.1,0.0,-0.023,,-4.8,-2.7,-7.5,-0.1
2005-06,22,MIN,NBA,PF,5,13,-6.7,.307,.000,.500,0.0,18.0,9.2,0.0,0.0,0.0,29.1,25.1,,-0.1,0.0,-0.1,-0.331,,-13.1,-5.5,-18.6,-0.1
2005-06,22,PHO,NBA,SF,12,86,10.6,.431,.091,.364,11.9,13.9,12.9,4.8,0.6,1.6,9.5,22.0,,0.0,0.1,0.0,.024,,-3.5,-2.3,-5.8,-0.1
Career,,,NBA,,172,1946,5.2,.375,.292,.184,6.3,12.1,9.1,9.7,1.2,2.0,15.7,18.3,,-3.6,2.0,-1.6,-0.039,,-5.3,-0.8,-6.1,-2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DEN,NBA,,143,1785,5.0,.373,.300,.178,6.2,11.7,8.8,9.8,1.3,1.9,15.9,18.0,,-3.2,1.8,-1.4,-0.038,,-5.2,-0.7,-5.9,-1.8
1 season,,GSW,NBA,,12,62,3.1,.348,.435,.000,1.7,20.2,10.5,14.9,0.0,3.4,17.9,20.0,,-0.2,0.1,-0.1,-0.108,,-7.6,-0.2,-7.8,-0.1
1 season,,PHO,NBA,,12,86,10.6,.431,.091,.364,11.9,13.9,12.9,4.8,0.6,1.6,9.5,22.0,,0.0,0.1,0.0,.024,,-3.5,-2.3,-5.8,-0.1
1 season,,MIN,NBA,,5,13,-6.7,.307,.000,.500,0.0,18.0,9.2,0.0,0.0,0.0,29.1,25.1,,-0.1,0.0,-0.1,-0.331,,-13.1,-5.5,-18.6,-0.1",Nikoloz Tskitishvili
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,19,CLE,NBA,SG,47,1385,10.9,.466,.288,.264,1.6,5.1,3.3,16.8,1.4,0.4,11.2,23.8,,0.2,0.1,0.3,.011,,-1.9,-2.8,-4.7,-0.9
2003-04,20,CLE,NBA,SG,44,708,8.6,.439,.281,.154,1.4,7.7,4.5,12.5,1.9,0.7,11.2,23.3,,-0.5,0.4,-0.1,-0.008,,-3.6,-1.2,-4.9,-0.5
2004-05,21,CLE,NBA,SG,11,102,5.0,.388,.473,.073,0.0,2.4,1.2,22.1,2.6,0.0,13.7,29.1,,-0.3,0.1,-0.2,-0.099,,-6.5,-2.6,-9.1,-0.2
2006-07,23,GSW,NBA,SG,1,7,17.2,1.064,1.000,2.000,0.0,0.0,0.0,20.9,0.0,0.0,34.7,17.5,,0.0,0.0,0.0,.122,,4.5,-0.3,4.2,0.0
Career,,,NBA,,103,2202,9.9,.454,.297,.220,1.4,5.8,3.6,15.7,1.6,0.5,11.4,23.9,,-0.6,0.6,0.0,.000,,-2.7,-2.3,-4.9,-1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CLE,NBA,,102,2195,9.9,.453,.296,.218,1.5,5.8,3.6,15.7,1.6,0.5,11.3,23.9,,-0.6,0.6,0.0,.000,,-2.7,-2.3,-5.0,-1.6
1 season,,GSW,NBA,,1,7,17.2,1.064,1.000,2.000,0.0,0.0,0.0,20.9,0.0,0.0,34.7,17.5,,0.0,0.0,0.0,.122,,4.5,-0.3,4.2,0.0",
,Nenê
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,20,LAC,NBA,PF,46,479,12.5,.528,.000,.357,7.6,16.9,12.3,7.8,0.8,1.8,13.8,17.7,,0.3,0.3,0.6,.062,,-2.0,-1.1,-3.2,-0.1
2003-04,21,LAC,NBA,C,65,1340,15.3,.557,.002,.344,10.5,15.4,13.0,7.0,1.1,1.1,13.7,19.3,,2.3,0.3,2.6,.094,,-0.4,-1.8,-2.2,-0.1
2004-05,22,LAC,NBA,C,54,1005,13.6,.543,.000,.438,7.8,19.1,13.6,6.7,1.4,1.8,16.4,21.6,,0.2,1.1,1.3,.064,,-2.1,-0.7,-2.7,-0.2
2005-06,23,TOT,NBA,CPF,77,1529,17.3,.605,.004,.340,9.3,22.5,15.9,5.7,1.1,1.7,12.2,17.5,,3.2,1.2,4.4,.138,,0.4,-0.5,-0.1,0.7
2005-06,23,LAC,NBA,C,48,657,13.2,.562,.012,.351,8.5,21.5,15.3,4.4,1.2,2.4,14.2,15.9,,0.6,1.0,1.6,.119,,-2.4,1.1,-1.3,0.1
2005-06,23,SEA,NBA,PF,29,872,20.4,.631,.000,.333,9.8,23.2,16.4,6.7,1.1,1.1,11.0,18.7,,2.6,0.2,2.8,.153,,2.5,-1.6,0.8,0.6
2006-07,24,SEA,NBA,PF,82,2586,16.6,.568,.007,.429,8.2,21.1,14.6,5.3,1.4,1.1,11.5,19.3,,4.1,1.9,6.0,.112,,-0.1,-1.0,-1.1,0.6
2007-08,25,SEA,NBA,PF,62,1739,16.3,.554,.005,.389,7.9,19.2,13.6,7.1,1.3,1.5,12.1,21.2,,1.7,1.6,3.4,.093,,-0.7,-0.3,-1.0,0.4
2008-09,26,TOT,NBA,C,62,1049,13.3,.518,.011,.378,10.2,20.0,15.0,7.6,1.3,1.1,14.8,21.3,,0.1,1.0,1.1,.048,,-2.9,-1.0,-3.8,-0.5
2008-09,26,OKC,NBA,C,37,719,13.4,.509,.011,.325,10.2,21.2,15.6,8.0,1.3,1.1,15.2,22.2,,-0.1,0.7,0.6,.039,,-3.0,-1.0,-4.0,-0.4
2008-09,26,NYK,NBA,C,25,330,13.2,.539,.010,.520,10.0,17.5,13.6,6.7,1.2,1.1,13.8,19.2,,0.2,0.3,0.5,.070,,-2.5,-1.0,-3.5,-0.1
2009-10,27,DET,NBA,PF,34,441,12.0,.532,.000,.433,11.4,21.4,16.1,4.9,1.6,2.3,21.0,18.9,,-0.2,0.4,0.2,.022,,-3.4,-0.4,-3.8,-0.2
2010-11,28,DET,NBA,PF,57,995,18.0,.587,.003,.276,11.2,22.7,16.7,7.4,1.6,1.4,10.6,18.9,,2.0,0.8,2.8,.133,,-0.3,-1.1,-1.4,0.2
2011-12,29,BOS,NBA,C,28,481,12.4,.612,.000,.364,9.8,19.7,14.9,4.1,1.2,1.4,19.5,15.4,,0.4,0.9,1.3,.132,,-2.7,0.6,-2.1,0.0
2012-13,30,BOS,NBA,C,61,830,15.3,.725,.007,.379,8.1,17.3,12.8,4.2,2.0,2.7,16.0,12.1,,1.8,1.3,3.1,.181,,-1.5,1.5,0.0,0.4
Career,,,NBA,,628,12474,15.5,.568,.005,.380,9.0,19.8,14.4,6.2,1.3,1.5,13.5,19.0,,16.0,10.8,26.9,.103,,-1.0,-0.7,-1.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,LAC,NBA,,213,3481,14.0,.549,.003,.376,8.9,17.8,13.5,6.6,1.2,1.6,14.7,19.1,,3.4,2.8,6.2,.086,,-1.5,-0.9,-2.3,-0.3
4 seasons,,SEAOKC,NBA,,210,5916,16.7,.565,.006,.389,8.6,20.9,14.7,6.4,1.3,1.2,12.1,20.1,,8.3,4.4,12.7,.103,,-0.3,-0.9,-1.1,1.3
2 seasons,,DET,NBA,,91,1436,16.2,.571,.002,.319,11.2,22.3,16.5,6.7,1.6,1.7,13.8,18.9,,1.8,1.1,3.0,.099,,-1.2,-0.9,-2.1,0.0
2 seasons,,BOS,NBA,,89,1311,14.2,.679,.004,.373,8.7,18.2,13.6,4.2,1.7,2.2,17.5,13.3,,2.2,2.2,4.5,.163,,-2.0,1.2,-0.8,0.4
1 season,,NYK,NBA,,25,330,13.2,.539,.010,.520,10.0,17.5,13.6,6.7,1.2,1.1,13.8,19.2,,0.2,0.3,0.5,.070,,-2.5,-1.0,-3.5,-0.1",Chris Wilcox
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,20,PHO,NBA,PF,82,2570,16.2,.530,.012,.583,10.9,20.9,15.9,5.0,1.3,2.5,15.3,21.5,,2.6,3.6,6.2,.116,,-0.9,-0.4,-1.3,0.4
2003-04,21,PHO,NBA,PF,55,2025,19.8,.536,.006,.503,8.8,19.2,14.0,7.0,1.6,3.3,14.4,27.5,,2.4,2.0,4.4,.105,,0.8,-0.7,0.1,1.1
2004-05,22,PHO,NBA,C,80,2889,26.6,.617,.012,.595,8.5,17.4,13.2,7.7,1.3,3.0,10.1,28.3,,11.3,3.3,14.6,.243,,4.1,0.3,4.4,4.7
2005-06,23,PHO,NBA,C,3,50,17.8,.420,.037,.333,13.6,21.7,17.8,5.9,1.0,4.2,3.1,28.7,,0.0,0.1,0.1,.085,,-2.0,-2.4,-4.4,0.0
2006-07,24,PHO,NBA,C,82,2689,23.1,.637,.003,.555,10.1,23.3,17.0,5.0,1.5,2.9,15.0,25.8,,7.2,4.0,11.2,.201,,1.5,0.3,1.8,2.6
2007-08,25,PHO,NBA,C,79,2677,27.6,.656,.026,.571,8.2,21.1,15.2,7.5,1.2,4.0,10.3,28.2,,10.9,3.8,14.6,.262,,4.2,0.6,4.8,4.6
2008-09,26,PHO,NBA,PF,53,1948,20.3,.617,.009,.517,7.2,18.1,12.9,8.3,1.3,2.1,14.0,24.2,,4.6,1.4,6.1,.149,,1.9,-0.3,1.7,1.8
2009-10,27,PHO,NBA,PF,82,2838,22.6,.615,.005,.500,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,,8.2,2.5,10.7,.181,,2.1,-1.1,1.0,2.2
2010-11,28,NYK,NBA,C,78,2870,22.7,.565,.016,.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,,5.4,2.6,8.0,.134,,2.0,-0.6,1.4,2.4
2011-12,29,NYK,NBA,PF,47,1543,17.7,.541,.032,.372,7.9,19.8,13.7,6.3,1.3,2.3,12.8,25.4,,1.8,2.3,4.1,.128,,0.1,-0.4,-0.3,0.7
2012-13,30,NYK,NBA,PF,29,682,22.1,.637,.000,.487,10.0,15.1,12.4,3.6,0.8,2.7,13.4,25.7,,2.1,0.6,2.7,.191,,1.6,-0.9,0.7,0.5
2013-14,31,NYK,NBA,C,65,1466,18.8,.596,.000,.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,,2.9,0.9,3.8,.124,,0.3,-1.8,-1.6,0.2
2014-15,32,TOT,NBA,PF,59,1245,20.3,.595,.008,.380,9.9,20.5,15.1,6.8,1.2,2.5,12.0,23.8,,2.6,1.0,3.6,.138,,1.0,-0.9,0.1,0.7
2014-15,32,NYK,NBA,PF,36,865,19.5,.589,.010,.408,10.8,22.3,16.4,8.1,1.2,3.3,14.7,22.9,,1.5,0.7,2.2,.120,,0.3,-0.9,-0.6,0.3
2014-15,32,DAL,NBA,PF,23,380,22.3,.605,.006,.330,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,,1.1,0.3,1.4,.181,,2.7,-0.8,1.9,0.4
2015-16,33,MIA,NBA,C,52,762,17.3,.599,.000,.303,10.0,22.6,16.5,5.6,1.2,4.1,15.8,17.8,,1.1,1.3,2.4,.150,,-1.3,0.6,-0.6,0.3
Career,,,NBA,,846,26254,21.8,.597,.012,.495,9.0,19.5,14.4,6.9,1.2,2.9,12.7,26.2,,63.1,29.4,92.5,.169,,1.7,-0.4,1.3,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,PHO,NBA,,516,17686,22.6,.606,.011,.548,9.2,19.9,14.7,6.4,1.3,2.8,12.7,26.2,,47.2,20.7,67.9,.184,,2.0,-0.2,1.9,17.3
5 seasons,,NYK,NBA,,255,7426,20.5,.574,.014,.397,8.5,18.3,13.3,8.5,1.1,3.0,12.8,26.8,,13.7,7.1,20.8,.134,,1.0,-0.9,0.1,4.0
1 season,,MIA,NBA,,52,762,17.3,.599,.000,.303,10.0,22.6,16.5,5.6,1.2,4.1,15.8,17.8,,1.1,1.3,2.4,.150,,-1.3,0.6,-0.6,0.3
1 season,,DAL,NBA,,23,380,22.3,.605,.006,.330,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,,1.1,0.3,1.4,.181,,2.7,-0.8,1.9,0.4",Amar'e Stoudemire
