Text1,Text,Root
Terrance Ferguson,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,19,OKC,NBA,SG,61,763,7.4,.545,.710,.059,2.7,4.2,3.4,3.4,1.6,1.2,6.0,10.4,,0.7,0.5,1.2,.077,,-3.2,-0.1,-3.3,-0.3
2018-19,20,OKC,NBA,SG,74,1931,6.4,.566,.673,.118,1.7,6.0,3.8,4.8,1.0,0.7,9.4,10.6,,1.2,1.6,2.8,.070,,-3.9,0.1,-3.8,-0.9
2019-20,21,OKC,NBA,SF,56,1257,3.7,.481,.764,.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,,-0.3,0.9,0.6,.021,,-4.8,0.3,-4.5,-0.8
Career,,,NBA,,191,3951,5.8,.539,.705,.099,2.0,5.1,3.5,4.7,1.1,0.9,9.4,10.1,,1.5,3.0,4.6,.056,,-4.0,0.1,-3.9,-1.9",undefined
Jarrett Allen,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,19,BRK,NBA,C,72,1441,17.5,.636,.038,.370,10.5,18.1,14.3,5.4,0.9,4.6,15.1,16.3,,2.7,1.5,4.2,.141,,-0.9,0.1,-0.8,0.5
2018-19,20,BRK,NBA,C,80,2096,18.5,.632,.079,.489,9.6,24.0,16.8,7.9,1.0,4.5,13.0,15.9,,4.4,3.3,7.6,.175,,0.2,1.4,1.6,1.9
2019-20,21,BRK,NBA,C,70,1852,20.7,.664,.013,.581,12.3,24.9,18.7,8.9,1.0,4.2,11.7,14.9,,5.2,2.9,8.2,.212,,1.4,1.0,2.3,2.0
Career,,,NBA,,222,5389,19.0,.644,.046,.486,10.8,22.7,16.8,7.6,1.0,4.4,13.1,15.7,,12.3,7.8,20.0,.178,,0.3,0.9,1.2,4.4",undefined
OG Anunoby,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,20,TOR,NBA,SF,74,1481,10.0,.587,.569,.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,,1.4,1.6,3.0,.098,,-1.2,0.6,-0.6,0.5
2018-19,21,TOR,NBA,SF,67,1352,9.8,.544,.500,.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,,0.3,1.7,2.0,.070,,-2.4,0.1,-2.4,-0.1
2019-20,22,TOR,NBA,SF,69,2066,13.2,.600,.403,.180,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,,2.1,3.7,5.7,.134,,-0.8,1.9,1.2,1.7
Career,,,NBA,,210,4899,11.3,.579,.476,.172,4.1,12.1,8.2,6.0,1.9,1.5,11.2,14.0,,3.8,7.0,10.7,.105,,-1.4,1.0,-0.3,2.1",undefined
Tyler Lydon,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,21,DEN,NBA,PF,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.014,,-3.9,-1.6,-5.4,0.0
2018-19,22,DEN,NBA,PF,25,94,9.3,.595,.556,.167,8.0,12.7,10.4,8.2,1.0,0.0,17.2,10.6,,0.1,0.1,0.2,.086,,-2.8,-1.4,-4.2,-0.1
Career,,,NBA,,26,96,9.1,.595,.556,.167,7.9,12.5,10.2,8.1,1.0,0.0,17.2,10.4,,0.1,0.1,0.2,.084,,-2.8,-1.4,-4.3,-0.1",undefined
Anžejs Pasečņiks,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2019-20,24,WAS,NBA,C,27,437,11.3,.551,.026,.500,10.1,16.9,13.4,5.7,1.0,2.4,14.5,15.8,,0.3,0.2,0.5,.054,,-4.1,-1.5,-5.6,-0.4
Career,,,NBA,,27,437,11.3,.551,.026,.500,10.1,16.9,13.4,5.7,1.0,2.4,14.5,15.8,,0.3,0.2,0.5,.054,,-4.1,-1.5,-5.6,-0.4",undefined
Caleb Swanigan,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,20,POR,NBA,PF,27,189,7.5,.449,.133,.300,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,,-0.3,0.3,0.0,-0.003,,-6.6,1.2,-5.5,-0.2
2018-19,21,TOT,NBA,PF,21,178,4.7,.377,.132,.170,10.2,27.6,19.1,8.0,1.6,0.5,24.0,17.7,,-0.5,0.2,-0.2,-0.060,,-7.1,0.0,-7.2,-0.2
2018-19,21,POR,NBA,PF,18,145,3.1,.372,.114,.159,9.8,28.0,19.1,6.2,1.3,0.0,25.4,18.4,,-0.4,0.2,-0.3,-0.086,,-7.9,-0.3,-8.2,-0.2
2018-19,21,SAC,NBA,PF,3,33,11.7,.405,.222,.222,12.2,25.6,18.7,15.6,2.8,2.6,16.8,14.9,,0.0,0.1,0.0,.053,,-3.8,1.1,-2.7,0.0
2019-20,22,TOT,NBA,CPF,27,288,7.6,.597,.043,.362,9.9,26.4,18.3,13.9,0.5,2.2,40.4,13.5,,-0.2,0.2,0.0,.004,,-6.2,0.2,-6.0,-0.3
2019-20,22,SAC,NBA,C,7,23,-0.1,.512,.000,.500,9.6,25.1,17.1,11.5,2.1,8.3,55.1,20.5,,-0.1,0.0,-0.1,-0.177,,-14.6,3.3,-11.3,-0.1
2019-20,22,POR,NBA,PF,20,265,8.2,.605,.047,.349,10.0,26.5,18.3,14.1,0.4,1.6,38.5,12.9,,-0.1,0.2,0.1,.020,,-5.5,-0.1,-5.6,-0.2
Career,,,NBA,,75,655,6.8,.471,.106,.275,9.7,25.5,17.7,11.4,1.0,1.4,28.9,16.5,,-0.9,0.7,-0.2,-0.015,,-6.6,0.4,-6.2,-0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,POR,NBA,,65,599,6.8,.474,.102,.272,9.5,25.6,17.7,11.1,0.9,1.1,28.3,16.5,,-0.8,0.6,-0.2,-0.013,,-6.4,0.3,-6.2,-0.6
2 seasons,,SAC,NBA,,10,56,6.9,.440,.154,.308,11.1,25.4,18.1,13.9,2.5,4.9,35.1,17.2,,-0.1,0.1,0.0,-0.041,,-8.2,2.0,-6.2,-0.1",undefined
Kyle Kuzma,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,22,LAL,NBA,PF,77,2401,14.2,.549,.418,.200,3.9,17.4,10.7,9.1,1.0,1.1,11.0,22.5,,1.5,2.3,3.8,.077,,0.3,-1.0,-0.7,0.8
2018-19,23,LAL,NBA,PF,70,2314,14.0,.546,.388,.230,2.7,14.1,8.5,11.5,0.8,0.9,10.0,23.8,,1.2,1.9,3.1,.065,,-0.2,-1.2,-1.4,0.4
2019-20,24,LAL,NBA,PF,61,1526,12.2,.531,.407,.232,3.8,15.7,9.8,7.6,0.9,1.5,11.0,22.9,,0.1,1.9,2.0,.063,,-1.6,-1.0,-2.6,-0.2
Career,,,NBA,,208,6241,13.6,.544,.404,.219,3.4,15.7,9.7,9.6,0.9,1.2,10.6,23.1,,2.9,6.1,9.0,.069,,-0.3,-1.1,-1.4,0.9",undefined
Tony Bradley,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,20,UTA,NBA,C,9,29,9.5,.337,.091,.182,15.8,27.1,21.5,5.0,0.0,0.0,0.0,18.4,,0.0,0.0,0.0,.033,,-3.0,-4.5,-7.5,0.0
2018-19,21,UTA,NBA,C,3,36,19.6,.504,.000,.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,,0.0,0.1,0.1,.130,,-3.6,-2.4,-6.0,0.0
2019-20,22,UTA,NBA,C,58,663,21.7,.681,.016,.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,,2.2,1.1,3.3,.236,,1.0,0.3,1.3,0.6
Career,,,NBA,,70,728,21.1,.651,.019,.231,19.4,24.7,22.2,5.3,1.1,4.0,12.2,16.3,,2.2,1.2,3.4,.222,,0.6,0.0,0.6,0.5",undefined
Derrick White,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,23,SAS,NBA,PG,17,139,15.9,.646,.394,.606,4.0,16.9,10.4,9.3,1.5,1.8,12.6,15.4,,0.3,0.2,0.5,.170,,0.8,1.5,2.3,0.2
2018-19,24,SAS,NBA,PG,67,1728,14.8,.555,.262,.227,2.2,13.3,7.8,21.0,1.9,2.3,14.0,17.7,,1.7,1.9,3.6,.101,,-0.4,1.3,0.9,1.3
2019-20,25,SAS,NBA,SG,68,1677,16.4,.593,.391,.382,2.3,12.1,7.2,20.0,1.3,3.1,12.1,18.9,,3.1,1.1,4.2,.119,,1.2,0.1,1.3,1.4
Career,,,NBA,,152,3544,15.6,.577,.329,.314,2.3,12.8,7.6,20.1,1.6,2.7,13.0,18.2,,5.1,3.2,8.3,.112,,0.4,0.7,1.1,2.8",undefined
Josh Hart,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,22,LAL,NBA,SG,63,1461,12.2,.596,.525,.251,3.1,16.0,9.6,7.6,1.5,0.9,10.1,13.5,,1.9,1.5,3.4,.111,,-0.6,0.5,-0.1,0.7
2018-19,23,LAL,NBA,SG,67,1715,9.3,.526,.591,.172,2.2,12.6,7.5,7.0,1.7,1.9,10.4,13.5,,0.2,1.9,2.1,.059,,-2.3,1.0,-1.3,0.3
2019-20,24,NOP,NBA,SF,65,1755,11.9,.563,.665,.216,3.7,22.1,12.8,8.2,1.7,1.1,11.4,15.3,,1.3,1.8,3.1,.085,,-1.1,0.4,-0.7,0.6
Career,,,NBA,,195,4931,11.1,.560,.602,.211,3.0,17.0,10.0,7.6,1.7,1.3,10.7,14.1,,3.4,5.2,8.6,.084,,-1.3,0.6,-0.7,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAL,NBA,,130,3176,10.6,.558,.561,.207,2.6,14.1,8.4,7.3,1.6,1.4,10.3,13.5,,2.1,3.4,5.5,.083,,-1.5,0.7,-0.7,1.0
1 season,,NOP,NBA,,65,1755,11.9,.563,.665,.216,3.7,22.1,12.8,8.2,1.7,1.1,11.4,15.3,,1.3,1.8,3.1,.085,,-1.1,0.4,-0.7,0.6",undefined
Frank Jackson,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2018-19,20,NOP,NBA,PG,61,1169,9.4,.517,.378,.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,,0.1,0.4,0.4,.018,,-2.9,-1.7,-4.6,-0.8
2019-20,21,NOP,NBA,PG,59,797,9.1,.510,.435,.227,2.9,8.1,5.5,10.8,1.0,0.4,11.9,21.2,,-0.2,0.3,0.2,.010,,-3.3,-2.2,-5.5,-0.7
Career,,,NBA,,120,1966,9.3,.514,.402,.190,2.5,9.0,5.8,9.1,1.0,0.3,10.3,19.6,,-0.1,0.7,0.6,.015,,-3.1,-1.9,-5.0,-1.5",undefined
Davon Reed,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,22,PHO,NBA,SG,21,242,4.8,.388,.500,.158,0.9,16.6,8.6,7.6,2.0,0.7,11.0,16.0,,-0.5,0.2,-0.3,-0.060,,-5.8,-0.6,-6.4,-0.3
2018-19,23,IND,NBA,SG,10,47,8.1,.500,.333,.000,4.8,9.2,7.1,8.5,1.0,0.0,7.7,12.1,,0.0,0.0,0.1,.064,,-3.3,-2.2,-5.5,0.0
Career,,,NBA,,31,289,5.3,.402,.477,.136,1.5,15.4,8.4,7.7,1.8,0.6,10.5,15.4,,-0.4,0.2,-0.2,-0.039,,-5.4,-0.9,-6.3,-0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHO,NBA,,21,242,4.8,.388,.500,.158,0.9,16.6,8.6,7.6,2.0,0.7,11.0,16.0,,-0.5,0.2,-0.3,-0.060,,-5.8,-0.6,-6.4,-0.3
1 season,,IND,NBA,,10,47,8.1,.500,.333,.000,4.8,9.2,7.1,8.5,1.0,0.0,7.7,12.1,,0.0,0.0,0.1,.064,,-3.3,-2.2,-5.5,0.0",undefined
Wesley Iwundu,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,23,ORL,NBA,SF,62,1020,7.8,.480,.211,.216,3.9,11.0,7.4,7.8,1.6,0.9,11.2,11.6,,0.0,0.7,0.7,.032,,-4.2,-0.1,-4.3,-0.6
2018-19,24,ORL,NBA,SF,68,1233,8.7,.531,.288,.376,3.2,13.0,8.0,7.9,1.1,1.5,12.1,12.8,,0.5,1.4,1.9,.073,,-3.8,0.6,-3.2,-0.4
2019-20,25,ORL,NBA,SF,52,953,10.3,.544,.352,.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,,0.8,0.8,1.7,.084,,-2.7,0.0,-2.6,-0.2
Career,,,NBA,,182,3206,8.9,.521,.286,.341,3.2,12.2,7.6,8.2,1.3,1.2,10.7,12.7,,1.3,2.9,4.2,.063,,-3.6,0.2,-3.4,-1.1",undefined
Frank Mason III,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,23,SAC,NBA,PG,52,984,13.0,.480,.226,.303,3.3,12.1,7.5,22.7,1.7,1.0,13.1,22.6,,0.0,0.6,0.5,.027,,-1.3,-1.0,-2.3,-0.1
2018-19,24,SAC,NBA,PG,38,435,12.4,.502,.379,.337,1.4,9.0,5.1,26.3,1.7,0.8,15.6,21.8,,0.0,0.3,0.3,.033,,-1.9,-1.3,-3.1,-0.1
2019-20,25,MIL,NBA,PG,9,118,16.9,.530,.412,.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,,0.1,0.2,0.4,.143,,-0.6,0.6,0.0,0.1
Career,,,NBA,,99,1537,13.1,.490,.285,.315,2.9,11.1,6.9,24.7,1.8,0.9,14.1,22.5,,0.1,1.1,1.2,.038,,-1.4,-1.0,-2.4,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAC,NBA,,90,1419,12.8,.487,.273,.313,2.7,11.1,6.8,23.8,1.7,0.9,13.9,22.4,,0.0,0.9,0.9,.029,,-1.5,-1.1,-2.6,-0.2
1 season,,MIL,NBA,,9,118,16.9,.530,.412,.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,,0.1,0.2,0.4,.143,,-0.6,0.6,0.0,0.1",undefined
Ivan Rabb,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,20,MEM,NBA,PF,36,516,16.6,.599,.000,.237,11.6,24.1,17.7,10.4,1.2,2.4,17.3,17.7,,0.7,0.5,1.2,.109,,-0.9,-1.2,-2.0,0.0
2018-19,21,MEM,NBA,PF,49,721,16.1,.586,.071,.325,10.7,21.5,16.0,12.0,1.2,1.8,12.6,17.2,,1.2,0.9,2.1,.137,,-1.1,-0.3,-1.4,0.1
Career,,,NBA,,85,1237,16.3,.591,.041,.288,11.1,22.6,16.7,11.3,1.2,2.1,14.6,17.4,,1.9,1.4,3.2,.125,,-1.0,-0.7,-1.7,0.1",undefined
Jonah Bolden,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2018-19,23,PHI,NBA,PF,44,639,12.7,.595,.593,.167,8.0,19.0,13.7,8.5,1.3,4.8,17.2,13.8,,0.5,0.9,1.4,.106,,-1.8,1.1,-0.7,0.2
2019-20,24,TOT,NBA,C,7,47,4.9,.392,.364,.364,7.0,14.3,10.6,0.0,3.0,3.7,13.6,13.4,,-0.1,0.1,0.0,-0.006,,-8.7,-0.1,-8.8,-0.1
2019-20,24,PHI,NBA,C,4,14,-2.0,.515,.333,.667,0.0,7.9,3.9,0.0,3.5,0.0,34.0,18.1,,-0.1,0.0,0.0,-0.150,,-13.9,-0.7,-14.5,0.0
2019-20,24,PHO,NBA,C,3,33,7.9,.338,.375,.250,10.0,17.0,13.5,0.0,2.9,5.3,0.0,11.4,,0.0,0.1,0.0,.054,,-6.5,0.2,-6.3,0.0
Career,,,NBA,,51,686,12.2,.581,.578,.179,7.9,18.7,13.5,7.9,1.4,4.7,16.9,13.7,,0.4,1.0,1.4,.098,,-2.3,1.0,-1.3,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHI,NBA,,48,653,12.4,.593,.588,.176,7.8,18.8,13.5,8.3,1.3,4.7,17.6,13.9,,0.4,0.9,1.4,.100,,-2.1,1.0,-1.0,0.2
1 season,,PHO,NBA,,3,33,7.9,.338,.375,.250,10.0,17.0,13.5,0.0,2.9,5.3,0.0,11.4,,0.0,0.1,0.0,.054,,-6.5,0.2,-6.3,0.0",undefined
Semi Ojeleye,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,23,BOS,NBA,PF,73,1150,4.6,.473,.665,.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9.0,,-0.2,1.3,1.2,.048,,-4.6,-0.1,-4.7,-0.8
2018-19,24,BOS,NBA,PF,56,594,8.5,.531,.563,.247,4.3,11.2,7.7,5.1,0.8,0.6,9.8,14.1,,0.2,0.5,0.7,.057,,-2.8,-1.2,-4.0,-0.3
2019-20,25,BOS,NBA,PF,69,1011,7.7,.562,.648,.163,2.8,12.5,7.7,4.7,1.0,0.5,8.3,9.7,,0.8,1.0,1.9,.088,,-2.1,0.4,-1.7,0.1
Career,,,NBA,,198,2755,6.6,.522,.629,.207,3.4,11.8,7.7,3.8,0.9,0.4,9.6,10.3,,0.8,2.9,3.7,.065,,-3.3,-0.1,-3.4,-1.0",undefined
Jordan Bell,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,23,GSW,NBA,C,57,809,18.0,.641,.022,.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,,1.6,1.4,2.9,.174,,0.0,2.8,2.8,1.0
2018-19,24,GSW,NBA,C,68,788,12.9,.531,.010,.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,,0.5,1.1,1.6,.096,,-2.2,1.3,-0.9,0.2
2019-20,25,TOT,NBA,C,29,256,13.9,.577,.179,.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,,0.2,0.2,0.4,.070,,-1.4,-1.1,-2.5,0.0
2019-20,25,MIN,NBA,C,27,235,14.1,.570,.150,.483,12.1,23.3,17.5,8.6,0.4,3.5,19.8,15.9,,0.2,0.2,0.4,.072,,-1.5,-1.1,-2.6,0.0
2019-20,25,MEM,NBA,C,2,21,12.6,.635,.429,.286,10.2,4.9,7.5,12.9,2.2,0.0,27.6,21.6,,0.0,0.0,0.0,.047,,-0.5,-1.0,-1.5,0.0
Career,,,NBA,,154,1853,15.3,.584,.041,.261,8.9,18.4,13.9,13.8,1.5,5.1,18.7,14.1,,2.2,2.6,4.9,.126,,-1.1,1.6,0.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,GSW,NBA,,125,1597,15.5,.585,.016,.225,8.4,17.9,13.4,14.6,1.7,5.5,18.3,13.8,,2.1,2.4,4.5,.136,,-1.1,2.0,0.9,1.2
1 season,,MIN,NBA,,27,235,14.1,.570,.150,.483,12.1,23.3,17.5,8.6,0.4,3.5,19.8,15.9,,0.2,0.2,0.4,.072,,-1.5,-1.1,-2.6,0.0
1 season,,MEM,NBA,,2,21,12.6,.635,.429,.286,10.2,4.9,7.5,12.9,2.2,0.0,27.6,21.6,,0.0,0.0,0.0,.047,,-0.5,-1.0,-1.5,0.0",undefined
Jawun Evans,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,21,LAC,NBA,PG,48,778,7.2,.421,.213,.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,,-0.8,0.6,-0.2,-0.011,,-5.4,0.4,-5.0,-0.6
2018-19,22,TOT,NBA,PG,8,65,0.1,.214,.214,.000,1.7,19.0,10.2,19.7,2.2,0.0,30.0,13.2,,-0.2,0.0,-0.2,-0.151,,-10.4,0.1,-10.3,-0.1
2018-19,22,PHO,NBA,PG,7,64,0.7,.231,.154,.000,1.7,19.3,10.4,20.0,2.2,0.0,31.6,12.7,,-0.2,0.0,-0.2,-0.139,,-9.8,0.5,-9.2,-0.1
2018-19,22,OKC,NBA,PG,1,1,-38.1,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,,0.0,0.0,0.0,-0.946,,-52.4,-29.1,-81.4,0.0
Career,,,NBA,,56,843,6.7,.411,.213,.184,1.3,11.1,6.3,17.9,2.2,0.6,14.8,17.3,,-1.0,0.6,-0.4,-0.022,,-5.8,0.4,-5.4,-0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAC,NBA,,48,778,7.2,.421,.213,.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,,-0.8,0.6,-0.2,-0.011,,-5.4,0.4,-5.0,-0.6
1 season,,PHO,NBA,,7,64,0.7,.231,.154,.000,1.7,19.3,10.4,20.0,2.2,0.0,31.6,12.7,,-0.2,0.0,-0.2,-0.139,,-9.8,0.5,-9.2,-0.1
1 season,,OKC,NBA,,1,1,-38.1,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,,0.0,0.0,0.0,-0.946,,-52.4,-29.1,-81.4,0.0",undefined
Dwayne Bacon,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2017-18,22,CHO,NBA,SG,53,713,5.8,.431,.224,.130,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,,-0.7,0.6,-0.1,-0.007,,-4.8,0.1,-4.7,-0.5
2018-19,23,CHO,NBA,SG,43,759,11.7,.570,.339,.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,,0.9,0.3,1.2,.073,,-2.1,-1.6,-3.7,-0.3
2019-20,24,CHO,NBA,SG,39,687,6.1,.419,.275,.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,,-1.2,0.4,-0.8,-0.053,,-5.9,-0.9,-6.8,-0.8
Career,,,NBA,,135,2159,7.9,.478,.284,.179,1.3,14.7,7.9,9.5,1.2,0.4,9.4,16.6,,-1.0,1.3,0.3,.007,,-4.2,-0.8,-5.0,-1.6",undefined
